Match	Count	Cites
gxd	2	56
BreakAlign	2	2
ChemPert	2	4
InSilicoSpectro	2	18
dbPSP	2	26
Orbit	2	1
GASS	2	15
AmoebaDB	2	72
CircCode	2	40
SANDPUMA	2	48
arks	2	45
MulRF	2	11
nextflu	2	91
PKNOTS	2	289
trinet	2	6
HSDFinder	2	4
HSDatabase	2	4
pantherScore	2	0
lara	2	44
CBNA	2	9
OpenWorm	2	0
GraphSite	2	26
mcsm_na	2	61
clusterexperiment	2	1901
gcType	2	36
GfaPy	2	3
DeepFrag	2	0
Simple ClinVar	2	30
multiplierz	2	101
PEGS	2	4
pfsearch	2	11
microManager	2	735
OpenSPIM	2	168
COEUS	2	8
Multi-CAR	2	4
RInChI	2	10
GHOSTZ	2	18
PyCoTools	2	10
JigCell Run Manager	2	1
SBpipe	2	6
LipidLynxX	2	0
ORION	2	18
MOAT	2	6
TIminer	2	39
ViSpA	2	48
MaSC	2	17
GenePublisher	2	23
MitoFish	2	431
SparseDOSSA 2	2	27
RosettaES	2	74
GLMsingle	2	37
acdc	2	18
Restauro-G	2	5
MSNovelist	2	36
PEPVAC	2	50
circRNAwrap	2	12
Structure-PPi	2	25
OmicLoupe	2	5
slither	2	15
CERENA	2	14
ViewBS	2	29
eMatchSite	2	17
mrf	2	0
lncRNA_Mdeep	2	0
SpliceAid	2	85
GREAM	2	3
HyperCLDB	2	90
PUMAS	2	27
RefHiC	2	9
GLAPD	2	19
UROPA	2	35
omero	2	18
MiSurv	2	4
DACT	2	0
pSBVB	2	6
hmmIBD	2	86
Cscan	2	24
Graphmap2	2	0
MDR database	2	17
vaxinpad	2	32
exodus	2	1
ChromSCape	2	10
CancerMIRNome	2	0
DeepNC	2	9
RNAtips	2	19
GeneFarm	2	8
fastx-toolkit	2	367
genedb	2	145
elprep	2	14
AptaCluster	2	41
founder sequences	2	2
Saccharomyces genome database (SGD)	2	1966
pcmdb	2	26
BBCancer	2	28
pathRender	2	1901
mallard	2	0
HomozygosityMapper	2	305
traveler	2	13
mtg2	2	104
MFPaQ	2	61
ShortFuse	2	36
colabfold	2	2935
PepBindPred	2	20
CiiiDER	2	102
f5c	2	43
PRAM	2	0
HipMCL	2	31
VariantValidator	2	65
saturn	2	0
BatMeth2	2	38
PInet	2	35
interevol	2	33
InterEvol	2	33
CycloPs	2	19
scDeepSort	2	0
OncoSearch	2	13
Singularity Hub	2	14
PromH	2	68
Duet	2	6
EnDecon	2	22
DMEAS	2	14
circMeta	2	17
ProNOI	2	2
CellAge	2	0
UMPred-FRL	2	14
iUmami-SCM	2	27
MeDAS	2	9
geNomad	2	0
ImmuneRegulation	2	7
bpipe	2	91
superphy	2	7
uniparc	2	98
ME-Scan	2	4
NEST Desktop	2	4
VirusLab	2	3
nanoMLST	2	19
BLINK	2	226
IGDD	2	14
XTMS	2	42
iDNA-ABT	2	15
CanRisk	2	122
FLARE	2	18
VirtualTaste	2	12
metaneighbor	2	141
phiSITE	2	71
oscar	2	15
bifrost	2	81
CoNekT	2	37
GS3	2	0
Allosite	2	82
LISE	2	11
SyRI	2	265
SUBA3	2	272
MEXPRESS	2	210
ProPan	2	7
pSTR Finder	2	8
macse	2	9
SparkRA	2	4
casp	2	317
Doc2Hpo	2	37
Virtual Fly Brain	2	16
FlyWire	2	102
myBrain-Seq	2	11
cellHarmony	2	44
Pipasic	2	19
CIViCpy	2	5
SamPler	2	2
FAF-Drugs	2	59
SURFY	2	169
agReg-SNPdb	2	5
gapfiller	2	738
EpiAlignment	2	1
xquest	2	158
NORSp	2	202
OrfPredictor	2	237
nf-core clipseq	2	3
MDiNE	2	20
UniCarb-DB	2	78
ldetect	2	286
MINTIE	2	13
mkesa	2	8
mkESA	2	8
Pipeliner	2	2
Gene Set Builder	2	3
COVID-19 biomarkers	2	0
costa	2	14
SLITHER	2	15
AmtDB	2	17
PDZPepInt	2	25
misSEQuel	2	20
TRAPR	2	5
SoS Notebook	2	2
MatureBayes	2	67
Chemical Probes Portal	2	15
MMBGX	2	17
DeepHomo	2	23
SpecArray	2	103
MIDAs	2	9
ddSeeker	2	12
DLpTCR	2	39
InteractiveComplexHeatmap	2	0
GARLI	2	0
CNAnorm	2	94
BlastFrost	2	12
PRED-TMBB2	2	349
BACOM	2	17
META-BASE	2	8
MitoZoa	2	33
GENESPACE	2	59
readat	2	8
ADAT	2	19
MetaDome	2	135
Tquery	1	0
tquery	1	0
YSMR	1	4
lpsymphony	1	0
CoverageTool	1	2
CheckMyBlob	1	8
enset	1	7
antitbpdb	1	24
LAMPA	1	6
taxmapper	1	2
TaxMapper	1	2
RNAcommender	1	13
IRIS3	1	22
iris3	1	22
QUEEN	1	52
GPSE	1	9
RegStatGel	1	2
PAX2GRAPHML	1	1
cRegulome	1	0
spacelog	1	0
DMRforPairs	1	14
MOSGA	1	8
newcpgreport	1	0
mosga	1	8
mmrrc	1	13
selectome	1	44
Plant-LncPipe	1	0
SuperPC	1	320
PocketAnnotate	1	11
pocketannotate	1	11
PopulationProfiler	1	6
new uORFdb	1	10
RowDiff	1	3
cloudSPAdes	1	17
tiglon	1	0
Tiglon	1	0
pyneal	1	3
Pyneal	1	3
SWITCHdna	1	82
bbum	1	2
BBUM	1	2
FishResp	1	12
Waggawagga	1	47
ILDGDB	1	3
scEnhancer	1	10
scenhancer	1	10
CleavPredict	1	23
e-CoVig	1	8
RNAStat	1	0
BuscoPhylo	1	7
sparrpowR	1	1
dtoolAI	1	8
dtoolai	1	8
ABSP	1	3
sangeranalyseR	1	0
TarPan	1	2
methylviewer	1	20
MethylViewer	1	20
GENETEX	1	5
icv	1	0
photonai	1	6
PHOTONAI	1	6
scInt	1	1
superpred	1	81
RNASeqPower	1	175
CoreGenes3.5	1	50
NoLiTiA	1	2
pycometh	1	6
SwathXtend	1	52
ASICS	1	0
massifquant	1	87
xMWAS	1	98
msPurity	1	20
intlim	1	1
IntLIM	1	1
OmicsLonDA	1	0
PAPi	1	60
rinchi	1	10
RAMClustR	1	119
MetTailor	1	3
hmdbQuery	1	0
warpgroup	1	20
xmwas	1	98
BioNetStat	1	0
MetCirc	1	7
alsace	1	0
geoRge	1	44
DecoMetDIA	1	22
R2DGC	1	3
RGalaxy	1	1901
SimExTargId	1	2
cosmiq	1	0
INDEED	1	3
LOBSTAHS	1	31
flagme	1	1901
pwOmics	1	14
SUREHYP	1	1
PSSRdt	1	2
IntelliPy	1	1
snprelate	1	1126
R.SamBada	1	9
pdbselect	1	67
GLM-PCA	1	197
Wattos	1	30
stap	1	9
FMixFN	1	1
BhGLM	1	0
Path4Drug	1	2
avis	1	0
AViS	1	0
mtradeR	1	0
FC-R2	1	14
Lineage Landscape	1	8
BrainIAK	1	20
brainiak	1	20
pronab	1	11
HuCoPIA	1	1
hucopia	1	1
PoET	1	9
SLKB	1	1
RawHash	1	6
MIRACUM-Pipe	1	7
irootlab	1	77
FamFetch	1	105
MACSNVdb	1	0
macsnvdb	1	0
iwa-miRNA	1	4
iwa-mirna	1	4
PMhub	1	2
endodb	1	49
lordec	1	356
EasyReg	1	8
MTMDAT-HADDOCK	1	5
tigmint	1	63
A3DyDB	1	4
CAPS-DB	1	5
I-AbACUS	1	4
ACP-DA	1	15
porthomcl	1	12
ChIPanalyser	1	3
RDBKE	1	0
AltHapAlignR	1	17
MaLTA	1	6
IntelliPatent	1	0
OpenCell	1	0
VExD	1	1
vexd	1	1
ketcher-rails	1	4
ChemDIS-Mixture	1	7
clmDCA	1	4
MmCMS	1	8
DeepCas13	1	19
deepcas13	1	19
uCAREChemSuiteCLI	1	0
peaks2utr	1	2
F3UTER	1	0
efdm	1	0
EFDM	1	0
BrainScope	1	16
MetAMDB	1	2
metamdb	1	2
iMul-kSite	1	5
nexalign	1	0
JARVIS-STM	1	8
OntoTrek	1	1
PC-select	1	32
py2DIC	1	7
CoV Genome Tracker	1	0
genovar	1	1
RobustCCC	1	1
SPI-Hub	1	1
OmicsARules	1	0
DeBBI	1	0
CPModule	1	15
CentiServer	1	35
BioSeq-Diabolo	1	14
SMI-BLAST	1	7
RNSCLC-PRSP software	1	1
SCNBase	1	3
iSNO-AAPair	1	715
cgd	1	194
CSM-AB	1	16
KinderMiner web	1	3
alignmentviewer	1	7
Cryfa	1	7
Census_Travel	1	7
DE-STRESS	1	0
ENDURE	1	1
crisprVerse	1	13
amplican	1	0
crisprverse	1	13
multicrispr	1	0
crispr-focus	1	11
CRISPR-FOCUS	1	11
epiclass	1	6
EpiClass	1	6
annotationhub	1	1901
plantrna	1	43
PRMD	1	0
njplot	1	842
Virtual Herbarium ALTB	1	1
DetSpace	1	0
fidea	1	27
Mass Spec Studio	1	79
AutoPVS1	1	29
AutoGVP	1	1
DiSignAtlas	1	0
disignatlas	1	0
M2REMAP	1	4
PrimeKG	1	0
Peakhood	1	1
binnacle	1	2
Binnacle	1	2
Ratcave	1	5
scDoc	1	9
DecentTree	1	5
decenttree	1	5
ASDEC	1	1
ChemicalToolbox	1	16
jEcho	1	3
chipD	1	13
HDTD	1	0
SelectBoost	1	1
homolwat	1	12
HomolWat	1	12
GDCRNATools	1	129
ceRNAR	1	1
miRsponge	1	9
locuszoom	1	0
FPbase	1	188
abalign	1	2
Abalign	1	2
ROBUST-Web	1	1
ICORN	1	173
sesca	1	4
MHiC	1	6
manti	1	4
drugrep	1	19
DrugRep	1	19
LigMate	1	4
MSMpred	1	0
vamos	1	9
lra	1	0
abPOA	1	0
IMG_VR	1	78
iphop	1	66
OPAAS	1	12
Maplaria	1	1
OneStopRNAseq	1	21
Strand NGS	1	0
omicsbox	1	0
RapidoPGS	1	0
shaprs	1	3
clarion	1	6
shaPRS	1	3
diffbum-hmm	1	7
diffBUM-HMM	1	7
qBED	1	0
FounderTracker	1	7
MSstatsTMT	1	0
MSstatsPTM	1	6
PER viewer	1	0
AMPBenchmark	1	21
dadaist2	1	10
MDTNet	1	0
T-ARDIS	1	2
OWAS	1	3
NGScloud	1	2
RNAdetector	1	8
BEEM-Static	1	3
SurvNet	1	17
PHFinder	1	0
Trackplot	1	4
trackplot	1	4
LIRBase	1	1
lirbase	1	1
FC_analysis	1	7
Chronumental	1	0
MutaRNA	1	11
chopsticks	1	1901
MaizeSNPDB	1	6
peplife	1	53
CCSbase	1	50
norman-sle	1	32
NORMAN-SLE	1	32
pPerturb	1	6
Prot2Prot	1	2
prot2prot	1	2
sear	1	30
Torch-eCpG	1	0
Microbe Browser	1	3
RVsharing	1	22
FLEA	1	4
ImmReg	1	10
CRITTERBASE	1	1
toner	1	2
ToNER	1	2
MPDB 2.0	1	5
3DCellSeg	1	16
mrdp	1	3
recoup	1	1901
ENANO	1	6
HTScodecs	1	8
htscodecs	1	8
unipath	1	7
pyrat	1	3
B-SOiD	1	0
PyRAT	1	3
thyme	1	37
unaprod	1	8
Gen3D	1	7
DCNet	1	4
ontoProc	1	0
NPGREAT	1	1
npgreat	1	1
cellssm	1	1
nir	1	9
repk	1	29
MiCA	1	0
REPK	1	29
MetaQC	1	54
belg	1	3
CRI-MAP	1	0
Softparsmap	1	46
dbsts	1	377
HTEM-DB	1	7
COMBIgor	1	11
QSAR-Co	1	23
SerotoninAI	1	1
DynLib	1	7
dynlib	1	7
ShuTu	1	8
ezTree	1	0
MAGO	1	8
Epiclomal	1	11
biadb	1	18
BIAdb	1	18
VacSol	1	37
vacsol	1	37
WordCloudPlugin	1	70
Clinical NGS DB	1	11
HOMER-A	1	3
TCseq	1	0
CADDIE	1	10
caddie	1	10
sqtlseeker2-nf	1	147
polyq	1	16
Treenome Browser	1	3
kd4v	1	14
KD4v	1	14
QAlign	1	7
LazyB	1	3
HASLR	1	0
bioshell	1	4
FoodKG	1	1
shaman	1	95
SHAMAN	1	95
SEGCOND	1	0
epiMOX	1	8
OsteoDIP	1	5
JEvTrace	1	796
BSviewer	1	5
codis	1	0
USAT	1	2
Phylostems	1	9
phylostems	1	9
geneBasis	1	15
CrossCheck	1	2
PlantNexus	1	0
CropGF	1	3
cropgf	1	3
tango	1	903
SCAPTURE	1	13
pepcogen	1	3
PepCoGen	1	3
NeuroDevSim	1	1
BioDynaMo	1	0
COVIDomic	1	3
discrover	1	17
waddR	1	10
Sleepwalk	1	5
sleepwalk	1	5
Domain2GO	1	1
DomFun	1	0
SpikeForest	1	0
mearec	1	17
odb	1	30
Metadensity	1	6
plsdb	1	72
Kablammo	1	41
PlasForest	1	0
CEVIChE	1	24
danio-code	1	24
OncMTR	1	2
DetectImports	1	0
VariantFiltering	1	1901
SPLIT-PIN	1	0
FIMTrack	1	40
HomeoSplitter	1	5
SECISearch3 Seblastian	1	48
mirage	1	11
MetaQuery	1	32
UPIC	1	6
ChiTaH	1	2
mirtex	1	28
CYP11B1	1	0
GRAde	1	0
qDRIP	1	44
PhosBoost	1	2
CEGA	1	10
EchoBASE	1	56
SEQ-EM	1	18
RegulomePA	1	8
DIMA 3.0	1	24
OPTPDT	1	8
clinod	1	0
NoD	1	98
MALAX	1	5
AVAtar	1	6
MutExSL	1	31
PoPoolation2	1	426
popoolation2	1	426
ABS-Scan	1	18
LDA-DC	1	0
LSNMF	1	34
The BRENDA Tissue Ontology (BTO)	1	108
SCUDO	1	7
scudo	1	7
QGRS-H Predictor	1	22
RDFScape	1	8
SpaceLID	1	3
spacelid	1	3
GeneSetCluster	1	9
probcons	1	600
regionReport	1	35
derfinderPlot	1	35
epicoloc	1	11
prolonged_los	1	1
prolonged LOS	1	1
BaRDIC	1	0
silkdb	1	167
CCDD	1	0
SiPer	1	1
emmax	1	1567
iMKT	1	17
CellSim	1	1
AutoRELACS	1	0
OBITools	1	272
catapult	1	61
B-GEX	1	17
aNMJ-morph	1	13
BioVAE	1	1
FANCY	1	2
TERA-Seq	1	23
sgRNA-PSM	1	6
FADU	1	11
MUPET	1	67
Acoustilytix	1	0
modexplorer	1	14
MODexplorer	1	14
ICAM-reg	1	3
Panakeia	1	0
Joint-SNF	1	2
phist	1	16
PHIST	1	16
alfaNET	1	6
alfanet	1	6
scRNABatchQC	1	12
phyx	1	94
scDALI	1	10
scdali	1	10
SSRMMD	1	9
mirPub	1	16
mirpub	1	16
cubap	1	4
3Mint	1	5
TCRpMHCmodels	1	33
topicnet	1	16
TopicNet	1	16
BgNet	1	1
SingleM	1	0
mPies	1	9
DomainFinder	1	0
Gene3D structural	1	41
cutruntools	1	72
dendroscope3	1	838
InterMineR	1	155
LDmat	1	1
ldmat	1	1
netmatchstar	1	6
NetMatchStar	1	6
mrrobust	1	1
TDTHub	1	5
fluEvidenceSynthesis	1	5
paraSBOLv	1	1
SPACEL	1	6
Green Algorithms	1	28
IDBac	1	48
IDminer	1	0
Telescoper	1	10
PE-Assembler	1	20
STINGRAY	1	3
LncDC	1	7
FindSV	1	57
DEploid	1	47
InterVA-5	1	11
CEMDA	1	6
BioMethyl	1	11
reusedata	1	0
ReUseData	1	0
GReNaDIne	1	3
grenadine	1	3
sicknessminer	1	1
SicknessMiner	1	1
marvel	1	7
sahg	1	7
SAHG	1	7
QuaDMutNetEx	1	4
OVERFRAG	1	0
leBIBI	1	0
iDRBP-ECHF	1	6
rbprokcnn	1	2
iDRBP-EL	1	4
RBPLight	1	4
iDRPro-SC	1	2
RBProkCNN	1	2
colocr	1	4
POMS	1	2
DAMBE7	1	255
PsRRR	1	50
PsiZ	1	3
DATMA	1	2
COMPSs	1	0
AI-biopsy	1	26
rMSIproc	1	10
rMSI	1	20
rMSIKeyIon	1	1
margaret	1	8
GRENITS	1	1901
NIACS	1	1
dcs	1	0
MCSeEd	1	8
codacore	1	11
CoDaCoRe	1	11
kolmogorov	1	40
STEPS 4.0	1	1
pSpatiocyte	1	0
Plasmodium Autocount	1	17
cross-attention PHV	1	1
cWords	1	21
cwords	1	21
RDMkit	1	0
DAnTE	1	280
proteosign	1	26
igdiscover	1	120
CEU Mass Mediator	1	37
MSClust	1	10
synbio2easy	1	1
SynBio2Easy	1	1
RTPSpy	1	2
rtpspy	1	2
mirTarVis	1	27
WMAXC	1	10
methylpipe	1	38
msgbsR	1	7
MSAP	1	0
jabaws	1	82
Mutanalyst	1	3
MOTIFSIM	1	2
bedtoolsr	1	12
Polympact	1	1
IDMIL	1	5
HyperQuant	1	3
PhyDOSE	1	1
morphin	1	9
MORPHIN	1	9
PicXAA-Web	1	4
SHAPER	1	4
shaper	1	4
intenz	1	103
BENZ WS	1	4
SeqFeatR	1	8
DRaW	1	2
16S classifier	1	39
AptaMat	1	1
Insyght	1	1
pHisPred	1	0
openPrimeR	1	0
rprimer	1	2
explorerchain	1	9
ExplorerChain	1	9
NaviCluster	1	6
ZEAL	1	5
zeal	1	5
mrd	1	3
HDVdb	1	15
Epi-GTBN	1	10
MACOED	1	33
amat	1	0
homa	1	26
MAFCO	1	1
mafco	1	1
DLIGAND2	1	19
SimSurvey	1	0
mmCSM-NA	1	7
MPRAnator	1	8
MDock	1	3
ParLECH	1	5
resiDB	1	1
mbQTL	1	1
ATAV	1	0
atav	1	0
MethPed	1	23
GenTree	1	51
SuperCryoEMPicker	1	8
volta	1	5
CaptureProbe	1	1
bmtk	1	23
BMTK	1	23
ZoomOut	1	6
GraphAlignment	1	61
Tcbf	1	0
MINI-EX	1	11
X-MATE	1	7
AGENT	1	0
PASTRY	1	0
bandage	1	1209
CLAW	1	0
iRO-PsekGCC	1	9
SPEADI	1	1
speadi	1	1
PlasTrans	1	5
MIB2	1	25
MGcount	1	7
mgcount	1	7
strobealign	1	20
ssw	1	86
PuffAligner	1	0
URMAP	1	0
Accel-Align	1	0
sugsvarsel	1	3
VarSelLCM	1	18
Structure_threader	1	0
confess	1	1901
EasyParallel	1	11
parallelnewhybrid	1	15
scMRMA	1	16
OrchidBase 4.0	1	6
DeepSplice	1	16
BindUP	1	29
SLOAD	1	1
ProphTools	1	5
prophtools	1	5
MAELASviewer	1	1
TruHmm	1	24
Phy5	1	3
phy5	1	3
aristo	1	4
Deep4mC	1	25
Hyb4mC	1	9
DNA4mC-LIP	1	14
phewas	1	703
StarGazer	1	3
ViCTree	1	3
PHLAWD	1	21
victree	1	3
SAQC	1	6
NanoBlot	1	1
nanoblot	1	1
trviz	1	5
TRviz	1	5
survex	1	6
MuMoT	1	3
OPA2Vec	1	32
DEEPsc	1	16
DNASU Plasmid Repository	1	34
PepMapper	1	24
mase	1	86
OligoHeatMap	1	61
DEMO2	1	10
ipig	1	14
CytoSeg	1	7
BioRED	1	32
BERT-GT	1	13
degronmd	1	2
FCclasses3	1	15
PhotochemCAD	1	16
gFACs	1	26
PyAGH	1	0
phd-snpg	1	66
PhD-SNPg	1	66
DIPY	1	496
BUAN	1	41
gsp4pdb	1	9
GSP4PDB	1	9
ACSNI	1	1
IMSindel	1	14
smpdb	1	186
SNexpression	1	0
PSORTm	1	9
psortm	1	9
DEEPrior	1	7
ORSO	1	1
orso	1	1
artifact3-d	1	4
Artifact3-D	1	4
hgga	1	0
AFLAP	1	0
lep-anchor	1	14
HGGA	1	0
TPMA	1	0
JASSA	1	98
ChIPulate	1	4
HapCHAT	1	5
PaleAle 5.0	1	10
epitope1d	1	6
BepiPred-3.0	1	48
epitope1D	1	6
miRGator v2.0	1	32
ARTDeco	1	15
UGICR	1	14
bioconvert	1	0
Acidbio	1	4
acidbio	1	4
nndb	1	277
MS-Helios	1	0
iDACP	1	17
GSEL	1	2
WhopGenome	1	2
ProtoBug	1	1
trance	1	0
CNA_origin	1	17
coviedb	1	0
DBCOVP	1	14
coronavir	1	15
cov3d	1	0
prPred	1	4
NBSPred	1	11
GeneNetVal	1	1
SlicerCBM	1	2
BlackSheep	1	9
CRiSP	1	1
TreeSAAP	1	183
funtooNorm	1	16
funtoonorm	1	16
Synthesis-View	1	30
plncpro	1	46
SADA	1	6
StructureMan	1	13
DelPhiForce	1	29
nesoni	1	0
lmerSeq	1	4
rmRNAseq	1	8
dualmarker	1	3
netsplitter	1	10
Netsplitter	1	10
metanet	1	4
profcom	1	50
Mirage 2.0	1	0
DeepBrainIPP	1	1
MU-Net	1	0
MathIOmica	1	2
pyiomica	1	6
eugene	1	0
decoupler	1	134
rnaseqcomp	1	7
SummarizedBenchmark	1	0
majiqlopedia	1	2
MAJIQlopedia	1	2
amigene	1	106
micheck	1	21
rsd	1	199
PhyloFisher	1	30
phylofisher	1	30
DLAB	1	34
Kotai Antibody Builder	1	31
swissvar	1	89
Cytomorph	1	5
VIPPID	1	8
TimesVector-web	1	1
transsynw	1	7
TransSynW	1	7
GeMo	1	1
tox21enricher	1	0
Tox21Enricher	1	0
MitoPhen	1	13
MitoPhen database	1	13
Genomic GPS	1	3
MuGVRE	1	0
Nucleosome Dynamics	1	14
REDEMPTION	1	2
redemption	1	2
pypop	1	2
multicom	1	84
deepfold	1	4
peffect	1	18
pnns	1	17
MGGP	1	5
wellmap	1	1
DQAgui	1	2
urdme	1	61
NGSrich	1	21
wep	1	31
CommPath	1	4
GraphBepi	1	5
graphbepi	1	5
bsfinder	1	3
BsFinder	1	3
SFRmaker	1	0
sfrmaker	1	0
RBDtector	1	2
Clinical MetaData Ontology (CMDO)	1	4
CMDO	1	4
pSuc-EDBAM	1	6
TCMSID	1	10
pamgeneAnalyzeR	1	3
LDexpress	1	9
DeepCME	1	5
easyFRAP-web	1	67
SigFuge	1	9
GL-UVAB	1	20
PAMPA	1	0
PatMatch	1	82
fuzzpro	1	0
GenomeJack	1	77
PHAEDRA	1	10
Mapiya	1	11
EDHB	1	7
UnityMol-APBS	1	11
Molstar Viewer	1	418
SarcoAtlas	1	79
OSlgg	1	5
ScanGrow	1	1
gogene	1	19
DCAlign	1	0
SVAD	1	0
hECA	1	9
phippery	1	3
pyDHM	1	2
TAR-VIR	1	6
BeStSel	1	384
HSPMdb	1	0
hspmdb	1	0
TIARA	1	15
MIxS-SA	1	3
mmCSM-PPI	1	31
Seq-SymRF	1	4
SUITOR	1	1
signeR	1	63
LRWRHLDA	1	14
MHRWR	1	10
ontoparon	1	2
OntoPaRON	1	2
ORFLine	1	5
KNNimpute	1	1357
LITT	1	2
WEBiKEY	1	2
NaviKey	1	0
qtl2pleio	1	7
MatCol	1	13
DeepCPI	1	25
TCRBuilder	1	8
ImmuneBuilder	1	63
PRED-LIPO	1	82
swalign	1	0
Blasr	1	633
ctmmweb	1	23
QuickSNP	1	16
qtltools	1	165
QTLtools	1	165
DISSECT	1	10
ProRepeat	1	9
rwrmtn	1	2
RWRMTN	1	2
StoneMod	1	5
transalign	1	2
HBA-DEALS	1	5
fastLiquidAssociation	1	10
SPatt	1	8
MGTdb	1	5
quasitools	1	0
crispy	1	71
HIVseqDB	1	0
BreakTrans	1	17
ef-seek	1	362
sesaw	1	9
crnpred	1	47
mom	1	26
LecoS	1	0
PyLandStats	1	5
TAGOPSIN	1	1
Fuzzle 2.0	1	4
microbiomeMarker	1	81
ggpicrust2	1	27
catrapid	1	162
omicsanalyst	1	27
PPAI	1	9
tcrconv	1	9
SETE	1	24
TCRconv	1	9
PyGenePlexus	1	1
gat-li	1	11
GAT-LI	1	11
tadeus2	1	1
SANgo	1	0
STrack	1	0
MOCSphaser	1	12
SurvivalGWAS_SV	1	9
cov2k	1	6
flowkit	1	9
Buttery-eel	1	8
scKWARN	1	1
PsiNorm	1	0
PADLLS	1	4
UniDoc	1	5
prognosit	1	0
PrognosiT	1	0
AutoCSA	1	8
Pentad	1	2
pentad	1	2
GCSENet	1	7
gat	1	135
PanACEA	1	4
beast2	1	2310
GFSAT	1	30
SoyFN	1	9
LD-annot	1	4
APHIRM toolkit	1	4
triplexrna	1	41
FIDDLE	1	0
AVA-Net	1	8
NPDR	1	7
CancerCoCoPUTs	1	5
cancercocoputs	1	5
streammd	1	1
Query Tabular	1	6
NPCDR	1	15
npcdr	1	15
Drug2Gene	1	21
TADMaster	1	0
comboSC	1	2
Trans-NanoSim	1	0
RNA-Bloom2	1	11
bWGR	1	12
EnvRtype	1	0
GeneBase	1	66
GeneToCN	1	0
SPuNC	1	13
EcoPLOT	1	1
MutScape	1	0
comut	1	0
CoMut	1	0
AcetoBase	1	10
cusvardb	1	4
CusVarDB	1	4
TASI	1	12
i4mC-Mouse	1	23
cubevb	1	0
cubeVB	1	0
DEGnext	1	5
BrcaDx	1	2
brcadx	1	2
oommppaa	1	3
ThermoAlign	1	9
quickprobs	1	3
PUG-View	1	18
fungarium	1	3
CZEUM	1	10
simcal	1	1
SOAPTyping	1	3
SnakeMAGs	1	3
ResectVol	1	9
resectvol	1	9
MMX-I	1	6
mmx-i	1	6
RCyjs	1	1901
PIIKA 2.5	1	49
mscan	1	2
N1PAS	1	1
KBCommons	1	8
cancerpdf	1	15
SMFM	1	3
ProTExA	1	6
Epithelial Modelling Platform	1	0
PurificationDB	1	0
SikuliX	1	0
prober	1	22
shortread	1	325
UFBoot2	1	4611
HAllA	1	0
halla	1	0
rene	1	10
ReNE	1	10
pedl	1	5
PEDL	1	5
ShapeSorter	1	3
shapesorter	1	3
OutSingle	1	2
outsingle	1	2
ARGem	1	1
PathoFact	1	0
NetREx	1	3
netrex	1	3
glycopp	1	41
autogrow4	1	38
HGFDB	1	1
RODS	1	0
ProsRegNet	1	22
CoreSimul	1	8
DisPredict3	1	0
DRPBind	1	0
CAID Prediction Portal	1	9
pyHCA	1	0
DeepIDP-2L	1	9
SETH_1	1	0
BipotentR	1	9
PILGRM	1	15
HAM-ART	1	6
Reactome-IDG	1	2
Illuminate	1	0
Lncident	1	9
scTenifoldNet	1	0
AnoniMME	1	1
MemBlob	1	2
BCov	1	8
CytoConverter	1	4
IdentiFlow	1	6
AASRA	1	24
sRNAfrag	1	0
LinearSampling	1	6
dpGSEA	1	4
INTREPED	1	12
DeepShape	1	5
cummeRbund	1	7513
arpir	1	8
phenospace	1	5
PhenoSpace	1	5
ASCEPT	1	0
meneco	1	31
FARDEEP	1	50
IMPre	1	23
physico	1	11
IsobariQ	1	55
IQuant	1	108
MaxReport	1	7
maxreport	1	7
diniro	1	1
SERGIO	1	40
DiNiro	1	1
Rtivity	1	4
rtivity	1	4
jib.tools	1	1
SPCI	1	23
SAPESUCA	1	0
sapesuca	1	0
ProCoNA	1	22
G-SQZ	1	34
Smalt	1	85
wifa	1	6
inSPIRE	1	6
MS2Rescore	1	26
TLS Motion Determination	1	0
MG-RAST API explorer	1	2
CancerProteome	1	1
VPTMdb	1	9
DeepSec	1	3
deepsec	1	3
covepiab	1	0
Ab-CoV	1	1
G3viz	1	17
CovEpiAb	1	0
RTR	1	13
rtr	1	13
drap	1	57
rexprimer	1	11
RExPrimer	1	11
diffany	1	16
AlloMAPS 2	1	6
microbiomeGWAS	1	17
PyCellBase	1	0
DichroMatch	1	5
cheer	1	0
MALPACA	1	3
iSOCKET	1	9
isocket	1	9
RapidACi	1	6
sdfconf	1	2
RBP Image Database	1	1
expressheart	1	2
ExaStoLog	1	1
hapzipper	1	0
DeepCausality	1	2
RB-Pred	1	24
SCZEWAS	1	182
ChunkChromosome	1	0
metagen	1	7
PCAdapt	1	53
BayeScan	1	84
MMINP	1	0
howru	1	9
HowRU	1	9
webSDA	1	4
icer	1	0
IsoSeq3	1	0
visoqlr	1	1
VIsoQLR	1	1
MAYDAY	1	1
Knowledge-based Identification of Pathway Enzymes	1	30
rBahadur	1	0
scMMGAN	1	6
ValidatorDB	1	11
PECAT	1	2
ColiCoords	1	8
kpi	1	11
PREDDIMER	1	42
PaPI	1	26
STELAR	1	5
PSSMCOOL	1	4
msp-htprimer	1	6
funres	1	6
epidish	1	9132
EPISCORE	1	46
HaMMLET	1	4
SubseqHash	1	2
subseqhash	1	2
gorth	1	739
mpropred	1	2
HCVpred	1	8
ESPRES	1	0
pycoQC	1	0
nanopack	1	1265
MLatticeABC	1	6
ASURAT	1	3
FuNeL	1	4
ZeroBind	1	2
scoria	1	5
Genofunc	1	0
