PMCID,Sentence,NER_Tags,Topics
PMC10276052,d Summary of results obtained from the extracted DIA scans from the hybrid-DIA experiment.,"(68, 78, 'hybrid-DIA', 'hybrid-dia')","Proteomics experiment, Proteomics, Molecular interactions, pathways and networks, Data acquisition"
PMC10276052,c Experimental design to evaluate the effect of different number of peptides used in the inclusion list during hybrid-DIA analysis.,"(111, 121, 'hybrid-DIA', 'hybrid-dia')","Proteomics experiment, Proteomics, Molecular interactions, pathways and networks, Data acquisition"
PMC11065424,Benchmarks show that MetaPathPredict makes robust predictions of KEGG module presence within highly incomplete genomes.,"(21, 36, 'MetaPathPredict', 'metapathpredict')","Molecular interactions, pathways and networks, Metagenomics, Machine learning, Model organisms"
PMC11065424,"In addition to evaluating MetaPathPredict against our custom competitor models, we tested the software METABOLIC, which is a command line tool that performs gene annotations and estimates the completeness of individual KEGG modules in genomes and prokaryotic microbial communities (Figure 4a).","(26, 41, 'MetaPathPredict', 'metapathpredict')","Molecular interactions, pathways and networks, Metagenomics, Machine learning, Model organisms"
PMC11065424,The performance metrics of MetaPathPredict on NCBI/GTDB and GEM test datasets validated the use of deep learning models to predict the presence/absence of KEGG metabolic modules with high fidelity on sparse to near-complete bacterial genomes.,"(27, 42, 'MetaPathPredict', 'metapathpredict')","Molecular interactions, pathways and networks, Metagenomics, Machine learning, Model organisms"
PMC9942881,"Meanwhile, the FoldDesign scaffolds had well-compacted core structures with buried residue rates and solvent-exposed areas that more closely matched those of native proteins, while MD simulations showed that the folds were more stable than those produced by Rosetta.","(15, 25, 'FoldDesign', 'folddesign')","Protein folds and structural domains, Protein folding, stability and design, Sequence assembly, Protein secondary structure, Molecular dynamics"
PMC9942881,The success of FoldDesign should enable the creation of desired protein structures with promising clinical and industrial potential.,"(15, 25, 'FoldDesign', 'folddesign')","Protein folds and structural domains, Protein folding, stability and design, Sequence assembly, Protein secondary structure, Molecular dynamics"
PMC9942881,(B) Simulation time required versus protein length for FoldDesign using the full movement set and fragment assembly alone.,"(55, 65, 'FoldDesign', 'folddesign')","Protein folds and structural domains, Protein folding, stability and design, Sequence assembly, Protein secondary structure, Molecular dynamics"
PMC11491831,"Additionally, DEGRONOPEDIA [31] has been introduced as a novel web server dedicated to the identification and analysis of degron motifs within proteins, enabling the prediction of potential N-/C-degrons subsequent to proteolytic events (summarized in Supplementary Table S1).","(14, 26, 'DEGRONOPEDIA', 'degronopedia')","Protein modifications, Proteomics, Molecular interactions, pathways and networks, Protein folding, stability and design"
PMC11491831,"In terms of performance comparison, both deepDegron and DEGRONOPEDIA were developed for predicting N-/C-degrons, whereas only Degpred supported the prediction of internal degron and E3-degron interactions.","(56, 68, 'DEGRONOPEDIA', 'degronopedia')","Protein modifications, Proteomics, Molecular interactions, pathways and networks, Protein folding, stability and design"
PMC10701100,"(2022) introduced DEGRONOPEDIA, a user-friendly web server that allows for screening known degron motifs in protein sequences or structures.","(18, 30, 'DEGRONOPEDIA', 'degronopedia')","Protein modifications, Proteomics, Molecular interactions, pathways and networks, Protein folding, stability and design"
PMC10185843,"Since sequences shorter than 50 aa are unsuitable input for the DEGRONOPEDIA, we excluded them from our FLG mutant variants analysis.","(64, 76, 'DEGRONOPEDIA', 'degronopedia')","Protein modifications, Proteomics, Molecular interactions, pathways and networks, Protein folding, stability and design"
PMC10185843,"Interestingly, this motif was shown to be phosphorylated in rat profilaggrin (Resing et al., 1995) but neither the iPTMNet (Huang et al., 2018) nor PhoshoSitePlus (Hornbeck et al., 2015) databases, incorporated into the DEGRONOPEDIA, record any phosphorylation within them.","(220, 232, 'DEGRONOPEDIA', 'degronopedia')","Protein modifications, Proteomics, Molecular interactions, pathways and networks, Protein folding, stability and design"
PMC10185843,"In all cases, we used our recently released tool DEGRONOPEDIA (Szulc et al., 2022) (all presented data in this work comply with the DEGRONOPEDIA’s version from 19.09.2022) to screen for the known degron motifs and post-translational modifications (PTMs), simulate proteolysis, calculate the Gravy hydrophobicity index (GHI) of terminal 15 residues (Kyte and Doolittle, 1982) and report experimental or predicted Protein Stability Index (PSI) values (Koren et al., 2018; Timms et al., 2019) for 23 residues at each of the N- and C-termini.","(132, 144, 'DEGRONOPEDIA', 'degronopedia')","Protein modifications, Proteomics, Molecular interactions, pathways and networks, Protein folding, stability and design"
PMC10185843,"In all cases, we used our recently released tool DEGRONOPEDIA (Szulc et al., 2022) (all presented data in this work comply with the DEGRONOPEDIA’s version from 19.09.2022) to screen for the known degron motifs and post-translational modifications (PTMs), simulate proteolysis, calculate the Gravy hydrophobicity index (GHI) of terminal 15 residues (Kyte and Doolittle, 1982) and report experimental or predicted Protein Stability Index (PSI) values (Koren et al., 2018; Timms et al., 2019) for 23 residues at each of the N- and C-termini.","(49, 61, 'DEGRONOPEDIA', 'degronopedia')","Protein modifications, Proteomics, Molecular interactions, pathways and networks, Protein folding, stability and design"
PMC11046777,The source code of Centrifuger is available at https://github.com/mourisl/centrifuger [55].,"(19, 30, 'Centrifuger', 'centrifuger')","Metagenomics, Whole genome sequencing, Metagenomic sequencing, Sequence analysis, Taxonomy"
PMC11046777,The source code of Centrifuger is available at https://github.com/mourisl/centrifuger [55].,"(74, 85, 'Centrifuger', 'centrifuger')","Metagenomics, Whole genome sequencing, Metagenomic sequencing, Sequence analysis, Taxonomy"
PMC11046777,"Centrifuger’s current implementation follows the traditional FM-index paradigm, by repeatedly applying the LF mapping for each hit until reaching a sampled sequence ID.","(0, 11, 'Centrifuger', 'centrifuger')","Metagenomics, Whole genome sequencing, Metagenomic sequencing, Sequence analysis, Taxonomy"
PMC11046777,"Combining this compression method with other strategies for compacting the Ferragina-Manzini (FM) index, Centrifuger reduces the memory footprint by half compared to other FM-index-based approaches.","(105, 116, 'Centrifuger', 'centrifuger')","Metagenomics, Whole genome sequencing, Metagenomic sequencing, Sequence analysis, Taxonomy"
PMC11075258,"Then approximately 0.05 g of freeze-dried petals were pulverized in liquid nitrogen, extracted with 1 mL of extracting solution (99.8:0.2, v/v, methanol: formic acid) in a test tube, sonicated with KQ-500DE ultrasonic cleaner (Ultrasonic instruments, Jiangsu Kunshan, China) at 20°C for 20 min, and then centrifuged in SIGMA 3K30 (SIGMA centrifuger, Germany) with 10,000 g for 10 min.","(337, 348, 'Centrifuger', 'centrifuger')","Metagenomics, Whole genome sequencing, Metagenomic sequencing, Sequence analysis, Taxonomy"
PMC10565380,"Next, the lysates were centrifuged at 13,523 × g and 4°C for 15 min in a centrifuger (Eppendorf 5424R).","(73, 84, 'Centrifuger', 'centrifuger')","Metagenomics, Whole genome sequencing, Metagenomic sequencing, Sequence analysis, Taxonomy"
PMC11132820,"Subsequently, EmbedPVP utilized different embedding methods to generate embedding representations for both the input phenotypes and the genes (Fig.","(14, 22, 'EmbedPVP', 'embedpvp')","Genotype and phenotype, DNA polymorphism, Genomics, Workflows, Exome sequencing"
PMC11132820,We have made EmbedPVP freely available as a Python package at https://github.com/bio-ontology-research-group/EmbedPVP.,"(109, 117, 'EmbedPVP', 'embedpvp')","Genotype and phenotype, DNA polymorphism, Genomics, Workflows, Exome sequencing"
PMC11132820,We have made EmbedPVP freely available as a Python package at https://github.com/bio-ontology-research-group/EmbedPVP.,"(13, 21, 'EmbedPVP', 'embedpvp')","Genotype and phenotype, DNA polymorphism, Genomics, Workflows, Exome sequencing"
PMC11132820,"EmbedPVP combines two sources of information to evaluate variants, variant pathogenicity and relevance to observed phenotype.","(0, 8, 'EmbedPVP', 'embedpvp')","Genotype and phenotype, DNA polymorphism, Genomics, Workflows, Exome sequencing"
PMC11066940,(C) Key modules in SpatialCells.,"(19, 31, 'SpatialCells', 'spatialcells')","Imaging, Cell biology, Transcriptomics, Bioinformatics"
PMC11066940,SpatialCells is featured by its capability to define regions of interest (ROIs) based on any group of cells and subsequently conduct region-based analyses.,"(0, 12, 'SpatialCells', 'spatialcells')","Imaging, Cell biology, Transcriptomics, Bioinformatics"
PMC11066940,"This study introduces SpatialCells, an open-source software package designed for region-based exploratory analysis and comprehensive characterization of TMEs using multiplexed single-cell data.","(22, 34, 'SpatialCells', 'spatialcells')","Imaging, Cell biology, Transcriptomics, Bioinformatics"
PMC11528000,"While the utility of epigenetic age estimation has now been demonstrated in a handful of teleosts, including but not limited to the European sea bass (Dicentrarchus labrax)11, zebrafish (Danio rerio)12, red snapper (Lutjanus campechanus)13, red grouper (Epinephelus morio)13, golden perch (Macquaria ambiguaspp.)8, and blackbelly rosefish (Helicolenus daactylopterus)14, the application of this ageing technique to an elasmobranch species has not yet been fully investigated (see Beal et al15.).","(207, 214, 'Snapper', 'snapper')","Sequence sites, features and motifs, Epigenetics, Methylated DNA immunoprecipitation, Sequencing"
PMC11426316,"Notable examples of mislabeling (Table 3) included products sold as sea eel barcoded as punctuated snake eel, Ophichthus remiger—a species not found on the Fish List for sale in Canada; pollock barcoded as yellowfin sole, Limanda asper; cod barcoded as southern blue whiting, Micromesistius australis; nine samples of salmon barcoded as rainbow trout, Oncorhynchus mykiss; one tuna, 19 snapper/red snapper, and one yellowtail all barcoded as tilapia, Oreochromis spp.; two samples of Pacific cod barcoded as Atlantic cod, Gadus morhua; one butterfish/oilfish and one tuna each barcoded as escolar, Lepidocybium flavobrunneum; and two eel barcoded as European eel, Anguilla anguilla.","(398, 405, 'Snapper', 'snapper')","Sequence sites, features and motifs, Epigenetics, Methylated DNA immunoprecipitation, Sequencing"
PMC11426316,"Notable examples of mislabeling (Table 3) included products sold as sea eel barcoded as punctuated snake eel, Ophichthus remiger—a species not found on the Fish List for sale in Canada; pollock barcoded as yellowfin sole, Limanda asper; cod barcoded as southern blue whiting, Micromesistius australis; nine samples of salmon barcoded as rainbow trout, Oncorhynchus mykiss; one tuna, 19 snapper/red snapper, and one yellowtail all barcoded as tilapia, Oreochromis spp.; two samples of Pacific cod barcoded as Atlantic cod, Gadus morhua; one butterfish/oilfish and one tuna each barcoded as escolar, Lepidocybium flavobrunneum; and two eel barcoded as European eel, Anguilla anguilla.","(386, 393, 'Snapper', 'snapper')","Sequence sites, features and motifs, Epigenetics, Methylated DNA immunoprecipitation, Sequencing"
PMC11426316,More expensive amberjack or snapper were less well represented.,"(28, 35, 'Snapper', 'snapper')","Sequence sites, features and motifs, Epigenetics, Methylated DNA immunoprecipitation, Sequencing"
PMC11426316,"Due to shared labels between rockfishes and snappers, Lutjanidae and Scorpaenidae were grouped together.","(44, 51, 'Snapper', 'snapper')","Sequence sites, features and motifs, Epigenetics, Methylated DNA immunoprecipitation, Sequencing"
PMC11125579,"To date, papillomaviruses have been found in eight species of fish, including gilthead sea bream (Sparus autata) [26], wels catfish (Silurus glanis) [27], black sea bass (Centropristis striata), emerald notothen (Trematomus bernacchii), haddock (Melanogrammus aeglefinus) [28], rainbow trout (Oncorhynchus mykiss), red snapper (Lutjanus campechanus) [29], and fish from the Lhasa River [24].","(319, 326, 'Snapper', 'snapper')","Sequence sites, features and motifs, Epigenetics, Methylated DNA immunoprecipitation, Sequencing"
PMC11398939,"Single-cell RNA sequencing (scRNA-seq) technologies have been a powerful tool to capture gene expression at a cellular resolution during the past decade [1,2].","(141, 145, 'PAST', 'bio-past')","Transcriptomics, Machine learning, RNA-Seq, Mapping"
PMC11417835,Tandem mass spectrometry (MS/MS) and liquid chromatography followed by tandem mass spectrometry (LC-MS/MS) have been performed in the past to validate the existence of non-canonical micropeptides [22].,"(134, 138, 'PAST', 'bio-past')","Transcriptomics, Machine learning, RNA-Seq, Mapping"
PMC11417835,Other novel omics methods have been utilized to identify and analyze micropeptides in the past.,"(90, 94, 'PAST', 'bio-past')","Transcriptomics, Machine learning, RNA-Seq, Mapping"
PMC11417835,"Although the reliability of computational methods to determine coding transcripts has improved dramatically in the past few years, to achieve a fuller understanding of the protein-coding capacity of a given dataset, it is still important to combine it with wet-lab methods.","(115, 119, 'PAST', 'bio-past')","Transcriptomics, Machine learning, RNA-Seq, Mapping"
PMC11405030,"Over the past decades, substantial scientific efforts have been made to untangle the puzzle of intestinal fibrosis (2).","(9, 13, 'PAST', 'bio-past')","Transcriptomics, Machine learning, RNA-Seq, Mapping"
PMC10965063,"Moreover, INSIDER reduces dimension with respect to one variable (e.g., donor) while controlling for variation from other variables (e.g., brain regions) and helps gain insights into the interaction between brain regions and dementia diagnosis.","(10, 17, 'INSIDER', 'insider')","Sample collections, RNA-Seq, Transcriptomics, Genotype and phenotype, RNA"
PMC10965063,"Thus, V in INSIDER is analogous to L in factor analysis, the elements of V represent the effects of metagenes on individual genes, and the contribution of individual genes to each metagene is represented by the corresponding row of V.","(11, 18, 'INSIDER', 'insider')","Sample collections, RNA-Seq, Transcriptomics, Genotype and phenotype, RNA"
PMC10965063,Table 3 shows that INSIDER performs similarly to ridge regression in terms of RMSE in recovering T.,"(19, 26, 'INSIDER', 'insider')","Sample collections, RNA-Seq, Transcriptomics, Genotype and phenotype, RNA"
PMC11417763,"Role-based access control (RBAC), multi-factor authentication (MFA), and stringent password policies serve to limit access to data based on user roles, privileges, and authentication credentials, thereby reducing the risk of unauthorized data access or insider threats.Data segregation and isolation: The segregation and isolation of sensitive data within secure environments, such as secure servers or dedicated data centers, help to thwart unauthorized access or tampering with biobank data.","(253, 260, 'INSIDER', 'insider')","Sample collections, RNA-Seq, Transcriptomics, Genotype and phenotype, RNA"
PMC11417763,"Access management strategies, such as role-based access control (RBAC) and multi-factor authentication (MFA), limit access solely to authorized individuals, thereby reducing the potential for insider threats.Data anonymization and de-identification: Anonymizing or de-identifying data represents a prevalent approach in biobanking, aiming to safeguard participant privacy while retaining data usefulness for research endeavors.","(192, 199, 'INSIDER', 'insider')","Sample collections, RNA-Seq, Transcriptomics, Genotype and phenotype, RNA"
PMC11417763,"Access management strategies, such as role-based access control (RBAC) and multi-factor authentication (MFA), limit access solely to authorized individuals, thereby reducing the potential for insider threats.","(192, 199, 'INSIDER', 'insider')","Sample collections, RNA-Seq, Transcriptomics, Genotype and phenotype, RNA"
PMC11285165,"Federated learning threats are mainly categorized into insider attacks when the attack is carried out by one of the participants in the federated learning process, either one or more clients or the server, aiming at modifying the behavior of the model or gathering information from other clients [67].","(55, 62, 'INSIDER', 'insider')","Sample collections, RNA-Seq, Transcriptomics, Genotype and phenotype, RNA"
PMC10938904,"Overall, these results indicate that leveraging multiple features indeed improves prediction performance, establishing Enhancer-MDLF as a powerful and robust tool for predicting cell-specific enhancers.","(119, 132, 'Enhancer-MDLF', 'enhancer_mdlf')","Transcription factors and regulatory sites, Gene regulation, Gene transcripts, ChIP-seq, RNA-Seq"
PMC10938904,"Given the limitations of some enhancer prediction methods for this dataset, as detailed in the Supplementary Information, we restrict our comparison to Enhancer-MDLF, ienhancer-2L and enhancer-IF.","(152, 165, 'Enhancer-MDLF', 'enhancer_mdlf')","Transcription factors and regulatory sites, Gene regulation, Gene transcripts, ChIP-seq, RNA-Seq"
PMC10938904,Particularly noteworthy is the observation that Enhancer-MDLF with transfer_3 exhibits optimal performance across the eight cell lines.,"(48, 61, 'Enhancer-MDLF', 'enhancer_mdlf')","Transcription factors and regulatory sites, Gene regulation, Gene transcripts, ChIP-seq, RNA-Seq"
PMC11019359,"We performed simulations to evaluate power and type I error of trans-PCO, a univariate test (“MinP”) and a primary PC-based test (“PC1”).","(63, 72, 'trans-PCO', 'trans-pco')","GWAS study, Molecular interactions, pathways and networks, Mapping, Gene regulation, Genotype and phenotype"
PMC11019359,"Purple and orange represent odd and even chromosomes, respectively.(B) Comparison of the magnitude of significant trans-eQTLs effects detected by trans-PCO and the univariate method.","(146, 155, 'trans-PCO', 'trans-pco')","GWAS study, Molecular interactions, pathways and networks, Mapping, Gene regulation, Genotype and phenotype"
PMC11019359,"The x axis shows signal categories: trans-PCO specific signals (Trans-PCO), univariate test specific signals (Univariate), and signals identified by both methods (Both).","(36, 45, 'trans-PCO', 'trans-pco')","GWAS study, Molecular interactions, pathways and networks, Mapping, Gene regulation, Genotype and phenotype"
PMC11019359,"The x axis shows signal categories: trans-PCO specific signals (Trans-PCO), univariate test specific signals (Univariate), and signals identified by both methods (Both).","(64, 73, 'trans-PCO', 'trans-pco')","GWAS study, Molecular interactions, pathways and networks, Mapping, Gene regulation, Genotype and phenotype"
PMC11505085,These technologies have been particularly impactful because they allow researchers to delve deeper into the molecular mechanisms that drive OP.,"(86, 91, 'DELVE', 'delve')","Cell biology, Molecular interactions, pathways and networks, Gene expression, Gene transcripts, RNA-Seq"
PMC11460981,"Here, we delve into several pivotal methods essential for in-depth understanding.","(9, 14, 'DELVE', 'delve')","Cell biology, Molecular interactions, pathways and networks, Gene expression, Gene transcripts, RNA-Seq"
PMC11460981,"Yan’s pioneering research delved into the pituitary gland’s response to systemic inflammation, utilizing scRNA-seq to demonstrate how all major pituitary hormone-producing cells engage in a cell type-specific response [114].","(26, 31, 'DELVE', 'delve')","Cell biology, Molecular interactions, pathways and networks, Gene expression, Gene transcripts, RNA-Seq"
PMC11492575,To delve into the evolutionary relationships among CEPs within B.,"(3, 8, 'DELVE', 'delve')","Cell biology, Molecular interactions, pathways and networks, Gene expression, Gene transcripts, RNA-Seq"
PMC11062946,"falciparum haplotypes with resistance mutations in polyclonal infections’ (PHARE) pipeline, which is designed to identify the molecular markers of drug resistance of all detectable clones in a sample, leveraging the technological advancements made available through long-read sequencing.","(75, 80, 'PHARE', 'phare')","Paediatrics, Workflows, Genetic variation, Sequencing"
PMC11062946,To tune the parameters and test the limits of detection of the PHARE pipeline we prepared simulated multiclonal samples from the first control experiment consisting of data from three in vitro culture strains with mixing ratios ranging from 1:99 to 99:1.,"(63, 68, 'PHARE', 'phare')","Paediatrics, Workflows, Genetic variation, Sequencing"
PMC11062946,PHARE was validated on three control datasets containing P.,"(0, 5, 'PHARE', 'phare')","Paediatrics, Workflows, Genetic variation, Sequencing"
PMC11515583,"Ultimately, we have developed PHARE into a user-friendly web tool (https://xiazlab.org/phare), which will greatly assist users without programming skills to use it for research on large-scale age-related diseases.","(30, 35, 'PHARE', 'phare')","Paediatrics, Workflows, Genetic variation, Sequencing"
PMC11515583,"Ultimately, we have developed PHARE into a user-friendly web tool (https://xiazlab.org/phare), which will greatly assist users without programming skills to use it for research on large-scale age-related diseases.","(87, 92, 'PHARE', 'phare')","Paediatrics, Workflows, Genetic variation, Sequencing"
PMC11515583,Workflow summary of PHARE construction (A) and applied PHARE to age prediction based on scRNA-seq and bulk RNA-seq data (B).,"(20, 25, 'PHARE', 'phare')","Paediatrics, Workflows, Genetic variation, Sequencing"
PMC11515583,Workflow summary of PHARE construction (A) and applied PHARE to age prediction based on scRNA-seq and bulk RNA-seq data (B).,"(55, 60, 'PHARE', 'phare')","Paediatrics, Workflows, Genetic variation, Sequencing"
PMC11515583,"All original code used to replicate this study has been deposited on GitHub repository (https://github.com/Immugent/Analysis-of-pan-age-PBMC-scRNAseq), and the PHARE model generated in this study are available at the GitHub repository (https://github.com/cliffren/PHARE).","(160, 165, 'PHARE', 'phare')","Paediatrics, Workflows, Genetic variation, Sequencing"
PMC11515583,"All original code used to replicate this study has been deposited on GitHub repository (https://github.com/Immugent/Analysis-of-pan-age-PBMC-scRNAseq), and the PHARE model generated in this study are available at the GitHub repository (https://github.com/cliffren/PHARE).","(264, 269, 'PHARE', 'phare')","Paediatrics, Workflows, Genetic variation, Sequencing"
PMC10980565,Admix-kit holds significant potentials in the development of Polygenic Risk Scores (PRS).,"(0, 9, 'admix-kit', 'admix_kit')","Genotype and phenotype, Population genetics, Workflows"
PMC10980565,"Additionally, users can use the pipeline designed for admixed genotype simulation available at https://github.com/UW-GAC/admix-kit_workflow.","(121, 130, 'admix-kit', 'admix_kit')","Genotype and phenotype, Population genetics, Workflows"
PMC10980565,All associated code and notebooks have been made publicly accessible (https://github.com/UW-GAC/admix-kit_workflow).,"(96, 105, 'admix-kit', 'admix_kit')","Genotype and phenotype, Population genetics, Workflows"
PMC10977969,"voyAGEr implements many kinds of interesting R-based tools such as pathway overrepresentation analysis and gene co-expression module analysis, in a way that akes these approaches accessible to non-bioinformaticist aging researchers.","(0, 7, 'voyAGEr', 'voyager')","Transcriptomics, RNA-Seq, Molecular interactions, pathways and networks, Pathology, DNA"
PMC10977969,"voyAGEr reveals transcriptomic signatures of the known asynchronous ageing between tissues, allowing the observation of tissue-specific age periods of major transcriptional changes, associated with alterations in different biological pathways, cellular composition, and disease conditions.","(0, 7, 'voyAGEr', 'voyager')","Transcriptomics, RNA-Seq, Molecular interactions, pathways and networks, Pathology, DNA"
PMC10977969,voyAGEr thereby identifies the age periods at which major gene expression changes occur in each tissue.,"(0, 7, 'voyAGEr', 'voyager')","Transcriptomics, RNA-Seq, Molecular interactions, pathways and networks, Pathology, DNA"
PMC10984903,MPF has Sponsored Research Agreements with Biogen and Voyager Therapeutics and works on the AbbVie-Hyman Collaboration.,"(54, 61, 'voyAGEr', 'voyager')","Transcriptomics, RNA-Seq, Molecular interactions, pathways and networks, Pathology, DNA"
PMC10984903,"He serves on a scientific advisory board or is a consultant for AbbVie, Aprinoia, Avrobio, Biogen, BMS Cell Signaling, Genentech, Novartis, Seer, Takeda, the US Dept of Justice, Vigil, and Voyager.","(189, 196, 'voyAGEr', 'voyager')","Transcriptomics, RNA-Seq, Molecular interactions, pathways and networks, Pathology, DNA"
PMC11297940,"Safra Foundation, Eli Lilly, Gain Therapeutics, GE HealthCare, Genentech, GSK, Golub Capital, Handl Therapeutics, Insitro, Janssen Neuroscience, Lundbeck, Merck, Meso Scale Discovery, Mission Therapeutics, Neurocrine Biosciences, Pfizer, Piramal, Prevail Therapeutics, Roche, Sanofi, Servier, Sun Pharma Advanced Research Company, Takeda, Teva, UCB, Vanqua Bio, Verily, Voyager Therapeutics, the Weston Family Foundation and Yumanity Therapeutics.","(370, 377, 'voyAGEr', 'voyager')","Transcriptomics, RNA-Seq, Molecular interactions, pathways and networks, Pathology, DNA"
PMC10919927,PAPipe also provides an easy-to-use web interface that allows for the parameters to be set and the analysis results to be browsed in intuitive manner.,"(0, 6, 'PAPipe', 'papipe')","Population genetics, Sequencing, Workflows, Mapping, DNA polymorphism"
PMC10919927,We used PAPipe to cluster these five cattle populations based on the genetic signatures represented by the identified SNPs.,"(8, 14, 'PAPipe', 'papipe')","Population genetics, Sequencing, Workflows, Mapping, DNA polymorphism"
PMC10919927,Researchers can easily trace the ancestry of populations by comparing multiple plots generated by PAPipe with different K values together.,"(98, 104, 'PAPipe', 'papipe')","Population genetics, Sequencing, Workflows, Mapping, DNA polymorphism"
PMC10066595,Sashimi plots were generated with Sashimi.py.74,"(34, 44, 'sashimi.py', 'sashimi.py')","RNA-Seq, RNA splicing, Gene transcripts"
PMC10066595," REAGENT or RESOURCESOURCEIDENTIFIERAntibodiesRabbit anti-SAM68Iijima et al.35N/ARabbit anti-SLM2Iijima et al.35N/AGuinea pig polyclonal anti-SLM2Iijima et al.35N/AMouse anti-NeuNChemicon#MAB377Rat anti-HA monoclonal clone 3F10Roche#11867431001Rabbit anti-Ctip2 polyclonalNovus Biological#NB100-2600Donkey anti-guinea pig IgG Cy5-conjugatedJackson ImmunoResearch#706-175-148Donkey anti-rabbit IgG Cy3-conjugatedJackson ImmunoResearch#711-165-152Donkey anti-guinea pig IgG Cy3-conjugatedJackson ImmunoResearch#706-165-148Donkey anti-rabbit IgG Alexa 488-conjugatedThermo Fisher#A-21206Chemicals, peptides, and recombinant proteinsanti-HA magnetic beads clone 2–2.2.14Thermo Fisher/Pierce#88836Complete mini Protease Inhibitors, EDTA-freeRoche#04693159001RNAsinPromega#N2115CycloheximideSigma#C7698HeparinSigma#H3393IGEPAL-CA640 (NP-40)Sigma#18896RNeasy Micro plus kitQiagen#74034Dynabeads™ Protein AInvitrogen#10001DTURBO™ DNase (2 U/ul)Invitrogen#AM2238Ambion™ RNase I (100 U/ul)Invitrogen#AM2295T4 PNK (10 U/ul)NEB#M0314LT4 RNA Ligase 1 (ssRNA Ligase), High ConcentrationNEB#M0437MProteinase K, Molecular Biology Grade (0.8 U/ul)NEB#P8107SQ5® High-Fidelity 2X Master MixNEB#M0492SExoSAP-IT™Applied Biosystems#78200.200.ULSuperScript™ III Reverse TranscriptaseInvitrogen#18080093Dynabeads™ MyOne™ SilaneInvitrogen#37002DNuPAGE™ Transfer Buffer (20X)Invitrogen#NP0006NuPAGE™ 4–12%, Bis-Tris, 1.5 mm, Mini Protein GelsInvitrogen#NP0335BOXNuPAGE™ MOPS SDS Running Buffer (20X)Invitrogen#NP0001Amersham™ Protran® Western blotting membranes, nitrocelluloseSigma#GE10600002RNA Clean & Concentrator-5Zymo Research#R1015Acid-Phenol:Chloroform, pH 4.5Invitrogen#AM9720Phase Lock Gel™ Heavy tubes5 PRIME#2302830Urea for molecular biologyAppliChem#A1049Prolong Diamond Antifade MountantLife Technologies#P36970Dako Fluorescence Mounting mediumAgilent#S3023OCTTissue-TekCritical commercial assaysHiSeq SBS Kit v4Illumina#FC-401-4003NGS Fragment Analysis KitAdvanced Analytica#DNF-473RNA 6000 Pico ChipAgilent#5067–1513QuantiFluor RNA SystemPromega#E3310Deposited dataRNA-seq dataThis paperGEO: GSE209870CLIP-seq dataThis paperGEO: GSE220062RNA-seq data Sam68KOWitte et al.66PRIDE: PRJEB27529RNA-seq data Slm2KOTraunmüller et al.37GEO: GSE79902Experimental models: Organisms/strainsMouse: C57BL/6JJanvierN/AMouse: Grik4-creJackson Laboratoriesstrain #:006,474Mouse: Camk2a-creJackson Laboratoriesstrain #:005,359Mouse: Sst-IRES-CreJackson Laboratoriesstrain #:013,044Mouse: Ai32 ROSA-stop-ChR2/H134RJackson Laboratoriesstrain #:024,109Mouse: Slm2/KHDRBS3 floxTraunmüller et al.36N/AMouse: Ai9 ROSA-stop-tomatoJackson Laboratoriesstrain #:007,909Mouse: RjOrl:SWISSJanvierN/AMouse: Rpl22-HAJackson Laboratoriesstrain #:029,977OligonucletidesFor oligonucleotides, see Table S3N/AN/ASoftware and algorithmsFijiTraunmüller et al.67RRID:SCR_002285FeatureCountsLiao et al.68RRID:SCR_012919CTKShah et al.42RRID:SCR_019034mCrossFeng et al.44N/AFastQC 0.11.8N/ARRID:SCR_014583Picard v1.119N/ARRID:SCR_006525RSeQC v2.3.9N/ARRID:SCR_005275SAMTOOLS 1.13Li et al.69RRID:SCR_002105STAR 2.7.9aDobin et al.70RRID:SCR_004463DESEQ2Love et al.71RRID:SCR_015687CLIPper 2.0.0Yeo et al.72https://github.com/YeoLab/clipperIDR 2.0.3Li et al.73RRID:SCR_017237Sashimi.pyZhang et al.74https://github.com/ygidtu/sashimi.pyDAVIDHuang et al.75RRID:SCR_001881SynGOKoopmans et al.45RRID:SCR_017330Ethovision10NoldusN/AStimfitGuzman et al.76RRID:SCR_016050pyABFN/Ahttp://swharden.com/pyabfImaris 7.0.0Bitplane AGRRID:SCR_007370Cutadapt 3.4N/ARRID:SCR_011841UMI-tools 1.1.1Smith et al.77RRID:SCR_017048 ","(3220, 3230, 'sashimi.py', 'sashimi.py')","RNA-Seq, RNA splicing, Gene transcripts"
