PMCID,Sentence,NER_Tags,Topics
PMC10956347,"Thus, scDrugPrio has the potential to personalise the treatment of individual patients.","(6, 16, 'scDrugPrio', 'scdrugprio')","Pharmacology, Pathology, Musculoskeletal medicine, Transcriptomics"
PMC10956347,"Includes cell typing outcomes, DEGs and metadata for scDrugPrio application to individual CD patients’ data sets.","(53, 63, 'scDrugPrio', 'scdrugprio')","Pharmacology, Pathology, Musculoskeletal medicine, Transcriptomics"
PMC11490519,"Total number (N) of haplotypes, unique haplotypes and most common haplotype frequency for each linkage group (LG1, LG2, LG3 and LG4)","(59, 64, 'COMMO', 'commo')","Gene transcripts, Gene expression, Molecular interactions, pathways and networks"
PMC11490519,These observations were more common in the Khwe and Owambo populations and involved more often makers in LG1 and LG3.,"(29, 34, 'COMMO', 'commo')","Gene transcripts, Gene expression, Molecular interactions, pathways and networks"
PMC11490519,"Several out-of-ladder (OL) alleles were detected, not uncommon phenomenon when using the Investigator Argus X-12 [28, 30–32].","(56, 61, 'COMMO', 'commo')","Gene transcripts, Gene expression, Molecular interactions, pathways and networks"
PMC10713113,COMMO is available at https://commo.ncpsb.org.cn/.,"(30, 35, 'COMMO', 'commo')","Gene transcripts, Gene expression, Molecular interactions, pathways and networks"
PMC10713113,COMMO is available at https://commo.ncpsb.org.cn/.,"(0, 5, 'COMMO', 'commo')","Gene transcripts, Gene expression, Molecular interactions, pathways and networks"
PMC10713113,COMMO can be deployed locally or remotely on different platforms (including Windows and Linux).,"(0, 5, 'COMMO', 'commo')","Gene transcripts, Gene expression, Molecular interactions, pathways and networks"
PMC10713113,"If no cluster number is specified, COMMO will automatically determine the number of clusters using the k-nearest neighbor algorithm (see Supplementary Section S1.1).","(35, 40, 'COMMO', 'commo')","Gene transcripts, Gene expression, Molecular interactions, pathways and networks"
PMC11464431,"And the epithelial strand, brush-like hair club and degraded or even disappeared IRS are important features in mid-catagen of human HF (Bodo et al., 2007; Oh et al., 2016; Commo and Bernard, 1997).","(172, 177, 'COMMO', 'commo')","Gene transcripts, Gene expression, Molecular interactions, pathways and networks"
PMC11464431,These results further illustrate that the human and pig hair follicle cycles share commonalities in gene expression patterns.,"(83, 88, 'COMMO', 'commo')","Gene transcripts, Gene expression, Molecular interactions, pathways and networks"
PMC11464431,"Furthermore, downregulation of IRS immunohistological markers can be used to differentiate early catagen HFs from anagen HFs in human (Oh et al., 2016; Commo and Bernard, 1997), and in our study, the IRS marker AE15 was significantly lower in the early catagen (P45) than anagen (P18) in pigs.","(152, 157, 'COMMO', 'commo')","Gene transcripts, Gene expression, Molecular interactions, pathways and networks"
PMC11026141,"We evaluated EpiSegMix on publicly available ChIP-seq data for the human cell lines K562, HepG2, GM12878, IMR90, H1, and SJCRH30 provided by the ENCODE consortium (Dunham et al.","(13, 22, 'EpiSegMix', 'episegmix')","ChIP-seq, Epigenetics, Chromosome conformation capture, Statistics and probability"
PMC11026141,"Since chromatin segmentation is an unsupervised method and no ground truth is available, we evaluate the performance of EpiSegMix by comparing it to three established chromatin segmentation tools ChromHMM (Ernst and Kellis 2012), EpiCSeg (Mammana and Chung 2015), and Segway (Chan et al.","(120, 129, 'EpiSegMix', 'episegmix')","ChIP-seq, Epigenetics, Chromosome conformation capture, Statistics and probability"
PMC11026141,"A comparison with ChromHMM, Segway, and EpiCSeg suggests that EpiSegMix has the potential to provide segmentations that better reflect genomic annotations and yields states that are more predictive of gene expression.","(62, 71, 'EpiSegMix', 'episegmix')","ChIP-seq, Epigenetics, Chromosome conformation capture, Statistics and probability"
PMC10919945,The proposed method EMVC-2 is evaluated using a collection of public human NGS datasets with a coverage between 15× and 30× from different subjects for which a ground truth or set of true SNVs is available.,"(20, 26, 'EMVC-2', 'emvc-2')","Sequencing, Personalised medicine, Genotype and phenotype"
PMC10919945,The EMVC-2 method presented here consists of two steps.,"(4, 10, 'EMVC-2', 'emvc-2')","Sequencing, Personalised medicine, Genotype and phenotype"
PMC10919945,"We evaluate EMVC-2 on several publicly available real human NGS data for which the set of SNVs is available, and demonstrate that it outperforms state-of-the-art variant callers in terms of accuracy and speed, on average.","(12, 18, 'EMVC-2', 'emvc-2')","Sequencing, Personalised medicine, Genotype and phenotype"
PMC10767848,"By incorporating such dynamic visualizations and promoting multi-omics integration, DriverDBv4 enhances the understanding of intricate molecular interactions and provides a vital resource for researchers.","(84, 94, 'DriverDBv4', 'DriverDBv3')","Functional, regulatory and non-coding RNA, Oncology, Genetic variation, Epigenomics, Bioinformatics"
PMC10767848,"Apart from exploring pairwise correlations of omics (such as the information provided by DriverDBv3, LinkedOmics, and UALCAN), DriverDBv4 clarifies intricate driver relationships between multiple omics datasets to provide new insights simultaneously.","(127, 137, 'DriverDBv4', 'DriverDBv3')","Functional, regulatory and non-coding RNA, Oncology, Genetic variation, Epigenomics, Bioinformatics"
PMC10767848,"By incorporating several multi-omics integration algorithms into DriverDBv4, we integrated these drivers defined in DriverDBv3 in a systematic manner to identify potential multi-omics drivers, such as ERBB2 and MED1, which are known to jointly influence the progression of her2-positive tumors (see Figure 1A).","(65, 75, 'DriverDBv4', 'DriverDBv3')","Functional, regulatory and non-coding RNA, Oncology, Genetic variation, Epigenomics, Bioinformatics"
PMC11374212,"DriverDBv4[77] is a cancer omics database which incorporates somatic mutation, RNA expression, miRNA expression, protein expression, methylation, Copy-Number Variation (CNV), and clinical data in addition to annotation databases.","(0, 10, 'DriverDBv4', 'DriverDBv3')","Functional, regulatory and non-coding RNA, Oncology, Genetic variation, Epigenomics, Bioinformatics"
PMC10767823,"EndoQuad contains eG4s of different confidence levels across three vertebrates (human, mouse and chicken) and a quantitative eG4 regulome with comprehensive functional annotations.","(0, 8, 'EndoQuad', 'endoquad')","ChIP-seq, Transcription factors and regulatory sites, Oncology, Epigenetics, GWAS study"
PMC10767823,"All these results together demonstrated that the recurrences of eG4s can be used to define confidence levels for functional study, we thus provided the recurrence information as ‘Confidence level’ on the page of ‘eG4-Level’ in EndoQuad.","(227, 235, 'EndoQuad', 'endoquad')","ChIP-seq, Transcription factors and regulatory sites, Oncology, Epigenetics, GWAS study"
PMC10767823,Screenshots of EndoQuad interfaces.,"(15, 23, 'EndoQuad', 'endoquad')","ChIP-seq, Transcription factors and regulatory sites, Oncology, Epigenetics, GWAS study"
PMC10783046,The Co-PATHOgenex web application is hosted at https://avicanlab.shinyapps.io/copathogenex/.,"(4, 17, 'Co-PATHOgenex', 'co-pathogenex')","RNA-Seq, Transcriptomics, Gene regulation, Molecular interactions, pathways and networks"
PMC10783046,"Through the implemented pipelines in Co-PATHOgenex, we could, for example, capture expression trends of sag genes and establish a connection between their expression and environmental conditions.","(37, 50, 'Co-PATHOgenex', 'co-pathogenex')","RNA-Seq, Transcriptomics, Gene regulation, Molecular interactions, pathways and networks"
PMC10783046,"In summary, Co-PATHOgenex has a high potential to provide researchers with new information regarding the regulation of stress responses in human pathogens, which is of great value for our understanding of bacterial mechanisms of importance for infection.","(12, 25, 'Co-PATHOgenex', 'co-pathogenex')","RNA-Seq, Transcriptomics, Gene regulation, Molecular interactions, pathways and networks"
PMC11405217,The EPIK-P1 study did not collect data on specific lesion types so information regarding lesion-specific response to Alpelisib was not obtained (39).,"(4, 8, 'EPIK', 'epik')","Phylogeny, Metagenomics, Metagenomic sequencing"
PMC11405217,"In August 2023, the EPIK-P1 study of the compassionate use of Alpelisib PIK3CA inhibitor for 57 patients with severe/life-threatening PROS was published (39).","(20, 24, 'EPIK', 'epik')","Phylogeny, Metagenomics, Metagenomic sequencing"
PMC11405217,"To further elucidate the efficacy, pharmacokinetics and safety of Alpelisib use in paediatric and adult cases of PROS, there is a randomized, double-blinded, placebo-controlled prospective study ongoing named EPIK-P2 NCT04589650 which is actively recruiting patients (39).","(209, 213, 'EPIK', 'epik')","Phylogeny, Metagenomics, Metagenomic sequencing"
PMC10701097,Let us point out two limitations of IPK+EPIK.,"(40, 44, 'EPIK', 'epik')","Phylogeny, Metagenomics, Metagenomic sequencing"
PMC10701097,"Third, IPK computes mutual information values for phylo-k-mers that are later used by EPIK for phylo-k-mer filtering.","(86, 90, 'EPIK', 'epik')","Phylogeny, Metagenomics, Metagenomic sequencing"
PMC10701097,Applications such as EPIK and SHERPAS (Scholz et al.,"(21, 25, 'EPIK', 'epik')","Phylogeny, Metagenomics, Metagenomic sequencing"
PMC11315204,"AGM: Financial Interests - Amgen, Advisory Board, Personal; Astra Zeneca, Advisory Board, Personal; Clovis, Advisory Board, Personal; GSK, Advisory Board, Personal; GSK, Invited Speaker, Personal; Astra Zeneca, Invited Speaker, Personal; CLOVIS, Invited Speaker, Personal; Genmab, Advisory Board, Personal; Alkermes, Advisory Board, Personal; Sutro, Advisory Board, Personal; Roche, Advisory Board, Personal; Roche, Invited Speaker, Personal; Sotio, Advisory Board, Personal; Pharmamar, Advisory Board, Personal; Oncoinvent, Advisory Board, Personal; NOVOCURE, Invited Speaker, Personal; Novartis, Advisory Board, Personal; Mersana, Advisory Board, Personal; MSD, Advisory Board, Personal; MSD, Invited Speaker, Personal; Macrogenics, Advisory Board, Personal; Eisai, Advisory Board, Personal; Inmunogen, Advisory Board, Personal; Regeneron, Advisory Board, Personal; Takeda, Invited Speaker, Personal; Zaylab, Invited Speaker, Personal; HederaDx, Advisory Board, Personal Illumina, Advisory Board, Personal; Tubulis, Advisory Board, Personal; GSK, Coordinating PI, Institutional, PI of ANITA trial; Roche, Coordinating PI, Institutional, PI of ANITA trial; MSD, Steering Committee Member, Personal, Member of ENGOT ov43-SC; Novartis, Coordinating PI, Institutional, ENGOT PI of EPIK-O trial; ARAVIVE, Coordinating PI, Institutional, ENGOT PI of AVB-500 phase III trial.","(1279, 1283, 'EPIK', 'epik')","Phylogeny, Metagenomics, Metagenomic sequencing"
PMC10767933,"DiSignAtlas is freely available online at http://www.inbirg.com/disignatlas/, and there is no login requirement.","(0, 11, 'DiSignAtlas', 'disignatlas')","Transcriptomics, Pathology, RNA-Seq, Personalised medicine, Gene transcripts"
PMC10767933,"DiSignAtlas is freely available online at http://www.inbirg.com/disignatlas/, and there is no login requirement.","(64, 75, 'DiSignAtlas', 'disignatlas')","Transcriptomics, Pathology, RNA-Seq, Personalised medicine, Gene transcripts"
PMC10767933,"When a user clicks on a DiSignAtlas ID on the Results or browse page, they are redirected to the corresponding dataset's details page (Figure 3).","(24, 35, 'DiSignAtlas', 'disignatlas')","Transcriptomics, Pathology, RNA-Seq, Personalised medicine, Gene transcripts"
PMC10767933,"Additionally, the home page features a disease cloud, which visually represents the distribution and prominence of different diseases in the DiSignAtlas database.","(141, 152, 'DiSignAtlas', 'disignatlas')","Transcriptomics, Pathology, RNA-Seq, Personalised medicine, Gene transcripts"
PMC11533372,"Given these findings, we believe that, just as the near-infrared (NIR) wavelength used in cSLO NIR reflectance imaging has a significant portion of its energy reflected by the interdigitation zone and consequently has the potential to facilitate the identification of diseases such as acute macular neuroretinopathy and hydroxychloroquine-induced drug toxicity, BLR has a specific interaction with the INL and OPL layers and has the capability to identify changes in these layers.","(362, 365, 'BLR', 'blr')","Workflows, Sequencing, Sequence assembly, DNA polymorphism"
PMC11533372,"The findings of this study, particularly the correlation between hyporeflectant areas in BLR images and the absence of identifiable INL and OPL in structural OCT B-scans offer valuable insights into the complex interaction of blue light with retinal tissue.","(89, 92, 'BLR', 'blr')","Workflows, Sequencing, Sequence assembly, DNA polymorphism"
PMC11533372,"Previous studies, including preliminary findings from our research group, have suggested the potential of retinal BLR imaging to identify a novel biomarker related to non-perfusion areas within the retina [5–8].","(114, 117, 'BLR', 'blr')","Workflows, Sequencing, Sequence assembly, DNA polymorphism"
PMC11427809,(2010a) BLR:https://doi.org/10.5281/zenodo.8111705;,"(8, 11, 'BLR', 'blr')","Workflows, Sequencing, Sequence assembly, DNA polymorphism"
PMC11427809,"Enchodelus (Enchodelus) altherri Vinciguerra & De Francisci, 1973 (Ahmad & Jairajpuri, 1980); Ahmad and Jairajpuri (1980) BLR: https://doi.org/10.5281/zenodo.8144934","(122, 125, 'BLR', 'blr')","Workflows, Sequencing, Sequence assembly, DNA polymorphism"
PMC11427809, Enchodelus saxifragae  ; Peña-Santiago (2021b):211 BLR: https://doi.org/10.5281/zenodo.11191923,"(52, 55, 'BLR', 'blr')","Workflows, Sequencing, Sequence assembly, DNA polymorphism"
PMC11522603,"In addition to the ratios described so far (NLR, LMR, BLR, BNLR), we added the ratio of band neutrophils-to-neutrophils (BNR), which to our knowledge has not been described in the literature but may indicate the age progression of circulating neutrophils independently of lymphocytes.","(54, 57, 'BLR', 'blr')","Workflows, Sequencing, Sequence assembly, DNA polymorphism"
PMC11522603,"The aim of this work was to provide data on five WBC ratios (neutrophil-to-lymphocyte ratio [NLR], band neutrophil-to-lymphocyte ratio [BLR], band neutrophil-to-neutrophil-to-lymphocyte ratio [BNLR], band neutrophil-to-neutrophil ratio [BNR] and lymphocyte-to-monocyte ratio [LMR]) in South American camelids (SAC) and characterize their association with demographic and important diagnostic parameters.","(136, 139, 'BLR', 'blr')","Workflows, Sequencing, Sequence assembly, DNA polymorphism"
PMC11522603,BLR = (band neutrophils [%] + metamyelocytes [%] + myelocytes [%]) / lymphocytes [%].,"(0, 3, 'BLR', 'blr')","Workflows, Sequencing, Sequence assembly, DNA polymorphism"
PMC10651429,"S6B), PhasiHunter took the least time at 91.03 min in single-threaded mode, followed by unitas, PhaseTank, and PhasiRNAnalyzer at 158.30, 315.55, and 919.32 min, respectively.","(6, 17, 'PhasiHunter', 'phasihunter')","Functional, regulatory and non-coding RNA, Plant biology, Molecular interactions, pathways and networks, Gene transcripts, Transcriptomics"
PMC10651429,"When predicting based on genome, the time consumption of PhasiHunter in four-thread mode was reduced to about 45 min.","(57, 68, 'PhasiHunter', 'phasihunter')","Functional, regulatory and non-coding RNA, Plant biology, Molecular interactions, pathways and networks, Gene transcripts, Transcriptomics"
PMC10651429,"Here, we introduce PhasiHunter, a phasiRNA regulatory network prediction tool that has several distinctive features compared to existing tools: (i) PhasiHunter employs two major phasiRNA prediction algorithms, namely phase score and hypergeometric distribution-based methods, to ensure the integrity and accuracy of prediction; (ii) PhasiHunter can identify phasiRNAs and their regulatory networks based on multiple reference sequences and the predicted results can be automatically integrated; (iii) PhasiHunter can efficiently identify the phasiRNAs generated through alternative splicing events; and (iv) the excellent data structure and parallel computing architecture allow PhasiHunter to predict phasiRNAs and their regulatory pathways with high efficiency.","(333, 344, 'PhasiHunter', 'phasihunter')","Functional, regulatory and non-coding RNA, Plant biology, Molecular interactions, pathways and networks, Gene transcripts, Transcriptomics"
PMC10651429,"Here, we introduce PhasiHunter, a phasiRNA regulatory network prediction tool that has several distinctive features compared to existing tools: (i) PhasiHunter employs two major phasiRNA prediction algorithms, namely phase score and hypergeometric distribution-based methods, to ensure the integrity and accuracy of prediction; (ii) PhasiHunter can identify phasiRNAs and their regulatory networks based on multiple reference sequences and the predicted results can be automatically integrated; (iii) PhasiHunter can efficiently identify the phasiRNAs generated through alternative splicing events; and (iv) the excellent data structure and parallel computing architecture allow PhasiHunter to predict phasiRNAs and their regulatory pathways with high efficiency.","(679, 690, 'PhasiHunter', 'phasihunter')","Functional, regulatory and non-coding RNA, Plant biology, Molecular interactions, pathways and networks, Gene transcripts, Transcriptomics"
PMC10651429,"Here, we introduce PhasiHunter, a phasiRNA regulatory network prediction tool that has several distinctive features compared to existing tools: (i) PhasiHunter employs two major phasiRNA prediction algorithms, namely phase score and hypergeometric distribution-based methods, to ensure the integrity and accuracy of prediction; (ii) PhasiHunter can identify phasiRNAs and their regulatory networks based on multiple reference sequences and the predicted results can be automatically integrated; (iii) PhasiHunter can efficiently identify the phasiRNAs generated through alternative splicing events; and (iv) the excellent data structure and parallel computing architecture allow PhasiHunter to predict phasiRNAs and their regulatory pathways with high efficiency.","(501, 512, 'PhasiHunter', 'phasihunter')","Functional, regulatory and non-coding RNA, Plant biology, Molecular interactions, pathways and networks, Gene transcripts, Transcriptomics"
PMC10651429,"Here, we introduce PhasiHunter, a phasiRNA regulatory network prediction tool that has several distinctive features compared to existing tools: (i) PhasiHunter employs two major phasiRNA prediction algorithms, namely phase score and hypergeometric distribution-based methods, to ensure the integrity and accuracy of prediction; (ii) PhasiHunter can identify phasiRNAs and their regulatory networks based on multiple reference sequences and the predicted results can be automatically integrated; (iii) PhasiHunter can efficiently identify the phasiRNAs generated through alternative splicing events; and (iv) the excellent data structure and parallel computing architecture allow PhasiHunter to predict phasiRNAs and their regulatory pathways with high efficiency.","(19, 30, 'PhasiHunter', 'phasihunter')","Functional, regulatory and non-coding RNA, Plant biology, Molecular interactions, pathways and networks, Gene transcripts, Transcriptomics"
PMC10651429,"Here, we introduce PhasiHunter, a phasiRNA regulatory network prediction tool that has several distinctive features compared to existing tools: (i) PhasiHunter employs two major phasiRNA prediction algorithms, namely phase score and hypergeometric distribution-based methods, to ensure the integrity and accuracy of prediction; (ii) PhasiHunter can identify phasiRNAs and their regulatory networks based on multiple reference sequences and the predicted results can be automatically integrated; (iii) PhasiHunter can efficiently identify the phasiRNAs generated through alternative splicing events; and (iv) the excellent data structure and parallel computing architecture allow PhasiHunter to predict phasiRNAs and their regulatory pathways with high efficiency.","(148, 159, 'PhasiHunter', 'phasihunter')","Functional, regulatory and non-coding RNA, Plant biology, Molecular interactions, pathways and networks, Gene transcripts, Transcriptomics"
PMC11462268,"It is also assumed that the scala vestibuli, scala media, and scala tympani were enclosed by rigid boundaries, except for the RM and BM.","(62, 67, 'SCALA', 'scala')","RNA-Seq, Gene expression, Chromosome conformation capture, Immunoproteins and antigens, Molecular interactions, pathways and networks"
PMC11462268,"It is also assumed that the scala vestibuli, scala media, and scala tympani were enclosed by rigid boundaries, except for the RM and BM.","(45, 50, 'SCALA', 'scala')","RNA-Seq, Gene expression, Chromosome conformation capture, Immunoproteins and antigens, Molecular interactions, pathways and networks"
PMC11462268,"It is also assumed that the scala vestibuli, scala media, and scala tympani were enclosed by rigid boundaries, except for the RM and BM.","(28, 33, 'SCALA', 'scala')","RNA-Seq, Gene expression, Chromosome conformation capture, Immunoproteins and antigens, Molecular interactions, pathways and networks"
PMC11462268,"The human cochlea has an approximately 35-mm-long spiral, modeled as an uncoiled, triple-chambered fluid-filled duct which is composed of the scala vestibuli, scala media, and scala tympani.","(142, 147, 'SCALA', 'scala')","RNA-Seq, Gene expression, Chromosome conformation capture, Immunoproteins and antigens, Molecular interactions, pathways and networks"
PMC11462268,"The human cochlea has an approximately 35-mm-long spiral, modeled as an uncoiled, triple-chambered fluid-filled duct which is composed of the scala vestibuli, scala media, and scala tympani.","(159, 164, 'SCALA', 'scala')","RNA-Seq, Gene expression, Chromosome conformation capture, Immunoproteins and antigens, Molecular interactions, pathways and networks"
PMC11462268,"The human cochlea has an approximately 35-mm-long spiral, modeled as an uncoiled, triple-chambered fluid-filled duct which is composed of the scala vestibuli, scala media, and scala tympani.","(176, 181, 'SCALA', 'scala')","RNA-Seq, Gene expression, Chromosome conformation capture, Immunoproteins and antigens, Molecular interactions, pathways and networks"
PMC11462268,"The cochlea is a fluid-filled spiral-shaped duct, separated by the Reissner’s membrane (RM) and the basilar membrane (BM) into three regions: the scala vestibuli, scala media, and scala tympani.","(163, 168, 'SCALA', 'scala')","RNA-Seq, Gene expression, Chromosome conformation capture, Immunoproteins and antigens, Molecular interactions, pathways and networks"
PMC11462268,"The cochlea is a fluid-filled spiral-shaped duct, separated by the Reissner’s membrane (RM) and the basilar membrane (BM) into three regions: the scala vestibuli, scala media, and scala tympani.","(180, 185, 'SCALA', 'scala')","RNA-Seq, Gene expression, Chromosome conformation capture, Immunoproteins and antigens, Molecular interactions, pathways and networks"
PMC11462268,"The cochlea is a fluid-filled spiral-shaped duct, separated by the Reissner’s membrane (RM) and the basilar membrane (BM) into three regions: the scala vestibuli, scala media, and scala tympani.","(146, 151, 'SCALA', 'scala')","RNA-Seq, Gene expression, Chromosome conformation capture, Immunoproteins and antigens, Molecular interactions, pathways and networks"
PMC11525065,"It may therefore be expected that modiolar pathways would be subject to locally higher elimination rates than those measured in the perilymphatic scalae, limiting the contribution of the pathways to apical drug distribution.","(146, 151, 'SCALA', 'scala')","RNA-Seq, Gene expression, Chromosome conformation capture, Immunoproteins and antigens, Molecular interactions, pathways and networks"
PMC11525065,"Based on the flow rate, solute efflux at the collection site was summed, allowing the concentration of each of the 10 samples to be replicated based on the drug contents of the scalae.","(177, 182, 'SCALA', 'scala')","RNA-Seq, Gene expression, Chromosome conformation capture, Immunoproteins and antigens, Molecular interactions, pathways and networks"
PMC11525065,"The lateral canal and scala vestibuli are loaded with drug and scala tympani is partially loaded, with a gradient from apex to base.","(22, 27, 'SCALA', 'scala')","RNA-Seq, Gene expression, Chromosome conformation capture, Immunoproteins and antigens, Molecular interactions, pathways and networks"
PMC11525065,"The lateral canal and scala vestibuli are loaded with drug and scala tympani is partially loaded, with a gradient from apex to base.","(63, 68, 'SCALA', 'scala')","RNA-Seq, Gene expression, Chromosome conformation capture, Immunoproteins and antigens, Molecular interactions, pathways and networks"
PMC10892702,"In addition to EXT and GAL, a further liquid preparation, named standard solution (STD), was prepared by applying the same procedure as for the GAL preparation, but PraNa tablets were substituted with pure PraNa powder.","(165, 170, 'PRANA', 'pranaR')","RNA-Seq, Molecular interactions, pathways and networks, Gene expression, Genotype and phenotype, Microarray experiment"
PMC10892702,"In addition to EXT and GAL, a further liquid preparation, named standard solution (STD), was prepared by applying the same procedure as for the GAL preparation, but PraNa tablets were substituted with pure PraNa powder.","(206, 211, 'PRANA', 'pranaR')","RNA-Seq, Molecular interactions, pathways and networks, Gene expression, Genotype and phenotype, Microarray experiment"
PMC10892702,"Subsequently, 10 mL of PraNa liquid preparation (with an upstream drug concentration of 2 mg/mL) were administered into the tube and collected in a burette.","(23, 28, 'PRANA', 'pranaR')","RNA-Seq, Molecular interactions, pathways and networks, Gene expression, Genotype and phenotype, Microarray experiment"
PMC10892702,"The statistical analysis also included the PraNa content of the standard formulation (average content of PraNa 20.27 ± 0.38 mg), prepared from the PraNa powder rather than the commercial tablets.","(147, 152, 'PRANA', 'pranaR')","RNA-Seq, Molecular interactions, pathways and networks, Gene expression, Genotype and phenotype, Microarray experiment"
PMC10892702,"The statistical analysis also included the PraNa content of the standard formulation (average content of PraNa 20.27 ± 0.38 mg), prepared from the PraNa powder rather than the commercial tablets.","(43, 48, 'PRANA', 'pranaR')","RNA-Seq, Molecular interactions, pathways and networks, Gene expression, Genotype and phenotype, Microarray experiment"
PMC10892702,"The statistical analysis also included the PraNa content of the standard formulation (average content of PraNa 20.27 ± 0.38 mg), prepared from the PraNa powder rather than the commercial tablets.","(105, 110, 'PRANA', 'pranaR')","RNA-Seq, Molecular interactions, pathways and networks, Gene expression, Genotype and phenotype, Microarray experiment"
PMC11317698,"   Prana Jagannatha GN ,  Mendel B ,  Labi NPT ,  Aji WC ,  Kosasih AM ,  Adrian J , et al.","(3, 8, 'PRANA', 'pranaR')","RNA-Seq, Molecular interactions, pathways and networks, Gene expression, Genotype and phenotype, Microarray experiment"
PMC10652545,PRANA has some plans for future development.,"(0, 5, 'PRANA', 'pranaR')","RNA-Seq, Molecular interactions, pathways and networks, Gene expression, Genotype and phenotype, Microarray experiment"
PMC10652545,The R package PRANA has been published in the CRAN (https://cran.r-project.org/web/packages/PRANA/index.html).,"(14, 19, 'PRANA', 'pranaR')","RNA-Seq, Molecular interactions, pathways and networks, Gene expression, Genotype and phenotype, Microarray experiment"
PMC10652545,The R package PRANA has been published in the CRAN (https://cran.r-project.org/web/packages/PRANA/index.html).,"(92, 97, 'PRANA', 'pranaR')","RNA-Seq, Molecular interactions, pathways and networks, Gene expression, Genotype and phenotype, Microarray experiment"
PMC10652545,The source code of the package can be found in GitHub: https://github.com/sjahnn/PRANA.,"(81, 86, 'PRANA', 'pranaR')","RNA-Seq, Molecular interactions, pathways and networks, Gene expression, Genotype and phenotype, Microarray experiment"
PMC11312151,"In seven out of nine DLPFC slice pairs, SPACEL demonstrated the highest layer-wise alignment accuracy, while PASTE and STalign led in the remaining two pairs (Fig.","(40, 46, 'SPACEL', 'spacel')","Transcriptomics, Gene transcripts, RNA-Seq, Bioinformatics"
PMC11312151,"S9-S12) on the first slice tended to aggregate along the layer boundaries in PASTE, STalign, and SPACEL.","(97, 103, 'SPACEL', 'spacel')","Transcriptomics, Gene transcripts, RNA-Seq, Bioinformatics"
PMC11312151,"Alignment tools, PASTE, PASTE2, and SPACEL, were excluded from this analysis as they did not generate latent embeddings.","(36, 42, 'SPACEL', 'spacel')","Transcriptomics, Gene transcripts, RNA-Seq, Bioinformatics"
PMC10663563,We have demonstrated that the SPACEL modules outperform state-of-the-art methods for each of these tasks through analyses of 32 simulated and 11 real ST datasets acquired using five distinct ST technologies.,"(30, 36, 'SPACEL', 'spacel')","Transcriptomics, Gene transcripts, RNA-Seq, Bioinformatics"
PMC10663563,"a Three modules of SPACEL: Spoint, Splane, and Scube.","(19, 25, 'SPACEL', 'spacel')","Transcriptomics, Gene transcripts, RNA-Seq, Bioinformatics"
PMC10663563,"Here, we introduce spatial architecture characterization by deep learning (SPACEL) for ST data analysis.","(75, 81, 'SPACEL', 'spacel')","Transcriptomics, Gene transcripts, RNA-Seq, Bioinformatics"
PMC10248271,"On the other hand, in terms of students’ subject categories, the pairwise comparison results show that students of various subject categories have significant differences in three dimensions, and the satisfaction of art and sports students is higher than that of students of other subject categories, especially in obtaining learning resources, improving learning methods, obtaining learning support, improving learning efficiency, human-computer interaction feedback and pleasant learning process.Table 4Subject differences in teachers' and students’ overall satisfaction with the smart learning environment.Table 4SubjectNM(±SD)WelchpFp1234Physical spaceL, H&P6115.443 (±1.566)9.2590.000S&E80215.085 (±2.333)0.470E&M92615.296 (±2.022)0.9570.269A&S14716.198 (±2.100)0.0400.0000.000E&P10815.639 (±1.892)0.9500.0480.3950.175Resource spaceL, H&P617.016 (±1.133)9.3440.000S&E8026.997 (±1.351)1.000E&M9267.084 (±1.301)0.9950.637A&S1477.714 (±1.239)0.0050.0000.000E&P1087.093 (±1.364)0.9960.9531.0000.002Social spaceL, H&P6130.197 (±3.673)12.170.000S&E80239.537 (±4.591)0.676E&M92629.946 (±4.072)0.9860.295A&S14732.068 (±4.151)0.0140.0000.000E&P10830.824 (±3.423)0.8100.0050.1030.070","(651, 657, 'SPACEL', 'spacel')","Transcriptomics, Gene transcripts, RNA-Seq, Bioinformatics"
PMC10248271,"On the other hand, in terms of students’ subject categories, the pairwise comparison results show that students of various subject categories have significant differences in three dimensions, and the satisfaction of art and sports students is higher than that of students of other subject categories, especially in obtaining learning resources, improving learning methods, obtaining learning support, improving learning efficiency, human-computer interaction feedback and pleasant learning process.Table 4Subject differences in teachers' and students’ overall satisfaction with the smart learning environment.Table 4SubjectNM(±SD)WelchpFp1234Physical spaceL, H&P6115.443 (±1.566)9.2590.000S&E80215.085 (±2.333)0.470E&M92615.296 (±2.022)0.9570.269A&S14716.198 (±2.100)0.0400.0000.000E&P10815.639 (±1.892)0.9500.0480.3950.175Resource spaceL, H&P617.016 (±1.133)9.3440.000S&E8026.997 (±1.351)1.000E&M9267.084 (±1.301)0.9950.637A&S1477.714 (±1.239)0.0050.0000.000E&P1087.093 (±1.364)0.9960.9531.0000.002Social spaceL, H&P6130.197 (±3.673)12.170.000S&E80239.537 (±4.591)0.676E&M92629.946 (±4.072)0.9860.295A&S14732.068 (±4.151)0.0140.0000.000E&P10830.824 (±3.423)0.8100.0050.1030.070","(1006, 1012, 'SPACEL', 'spacel')","Transcriptomics, Gene transcripts, RNA-Seq, Bioinformatics"
