name	pubmedid	pubmedcid	link
LeukmiR	32128558	PMC7054207	fulltexts/PMC7054207.xml
LEMMI	32616517	PMC7462069	fulltexts/PMC7462069.xml
LeMaRns	32012167	PMC6996808	fulltexts/PMC6996808.xml
LeafMachine	32626609	PMC7328653	fulltexts/PMC7328653.xml
LDNFSGB	32883200	PMC7469344	fulltexts/PMC7469344.xml
LDlinkR	32180801	PMC7059597	fulltexts/PMC7059597.xml
LDkit	33066733	PMC7565767	fulltexts/PMC7565767.xml
LCT	33378336	PMC7773278	fulltexts/PMC7773278.xml
LCQS	32183707	PMC7079445	fulltexts/PMC7079445.xml
lcc	32995081	PMC7502249	fulltexts/PMC7502249.xml
LC-N2G	33203358	PMC7672905	fulltexts/PMC7672905.xml
LAMPS	32493406	PMC7271454	fulltexts/PMC7271454.xml
LAMPA	32003788	PMC7203729	fulltexts/PMC7203729.xml
LAMBDA-R	32938365	PMC7495858	fulltexts/PMC7495858.xml
KVarPredDB	33287903	PMC7720490	fulltexts/PMC7720490.xml
KSP	32753030	PMC7646512	fulltexts/PMC7646512.xml
KRGDB	32133509	PMC7056612	fulltexts/PMC7056612.xml
KPI	33324401	PMC7727328	fulltexts/PMC7727328.xml
KmerGO	32983048	PMC7477287	fulltexts/PMC7477287.xml
KLIC	32592464	PMC7750932	fulltexts/PMC7750932.xml
KITSUNE	33072720	PMC7538862	fulltexts/PMC7538862.xml
KinaseMD	33137204	PMC7779064	fulltexts/PMC7779064.xml
kass	33162997	PMC7581912	fulltexts/PMC7581912.xml
KAML	32552725	PMC7386246	fulltexts/PMC7386246.xml
JUMPm	32408578	PMC7281133	fulltexts/PMC7281133.xml
JS-MS	32972355	PMC7517820	fulltexts/PMC7517820.xml
jMorp	33179747	PMC7779038	fulltexts/PMC7779038.xml
CLARITE	31921293	PMC6930237	fulltexts/PMC6930237.xml
CKTTD	33109630	PMC7592241	fulltexts/PMC7592241.xml
CitrusKB	NA	PMC7904050	fulltexts/PMC7904050.xml
CITE-sort	32657383	PMC7355304	fulltexts/PMC7355304.xml
CirRNAPL	32308930	PMC7153170	fulltexts/PMC7153170.xml
circVAR database	33121433	PMC7599103	fulltexts/PMC7599103.xml
circRNAprofiler	32349660	PMC7191743	fulltexts/PMC7191743.xml
circR2Cancer	33181824	PMC7661096	fulltexts/PMC7661096.xml
CircPlant	33157302	PMC7801249	fulltexts/PMC7801249.xml
CircParser	32211235	PMC7081776	fulltexts/PMC7081776.xml
circLGB	32849764	PMC7396586	fulltexts/PMC7396586.xml
CIRCexplorer3	31904419	PMC7056929	fulltexts/PMC7056929.xml
CircDBG	32138643	PMC7057571	fulltexts/PMC7057571.xml
circAtlas	32345360	PMC7187532	fulltexts/PMC7187532.xml
CircAST	32007626	PMC7056934	fulltexts/PMC7056934.xml
circad	32219412	PMC7100626	fulltexts/PMC7100626.xml
circ2GO	33066523	PMC7602184	fulltexts/PMC7602184.xml
CIPR	32414321	PMC7227235	fulltexts/PMC7227235.xml
schema	32334522	PMC7183633	fulltexts/PMC7183633.xml
scHaplotyper	32007105	PMC6995221	fulltexts/PMC6995221.xml
SCFA	32714868	PMC7344292	fulltexts/PMC7344292.xml
SCeQTL	32393315	PMC7216638	fulltexts/PMC7216638.xml
SCelVis	32117635	PMC7035868	fulltexts/PMC7035868.xml
scedar	32339163	PMC7217489	fulltexts/PMC7217489.xml
SCDb	32487193	PMC7265634	fulltexts/PMC7265634.xml
scCATCH	32062421	PMC7031312	fulltexts/PMC7031312.xml
SCB	32627830	PMC7336184	fulltexts/PMC7336184.xml
SCATS	32502143	PMC7299405	fulltexts/PMC7299405.xml
scAI	32014031	PMC6996200	fulltexts/PMC6996200.xml
Scaden	32832661	PMC7439569	fulltexts/PMC7439569.xml
SC2disease	33010177	PMC7778914	fulltexts/PMC7778914.xml
SBOL	33015004	PMC7516281	fulltexts/PMC7516281.xml
SBMLsimulator	32211200	PMC7093077	fulltexts/PMC7093077.xml
SBMClone	32657385	PMC7355247	fulltexts/PMC7355247.xml
SBGN	32568733	PMC7756621	fulltexts/PMC7756621.xml
SAW	NA	PMC7363216	fulltexts/PMC7363216.xml
CICERO	32466770	PMC7325161	fulltexts/PMC7325161.xml
sasLM	32656159	PMC7327187	fulltexts/PMC7327187.xml
ChromSCape	33177523	PMC7658988	fulltexts/PMC7658988.xml
SASC	32805010	PMC8058767	fulltexts/PMC8058767.xml
SARS2020	32871007	PMC7558763	fulltexts/PMC7558763.xml
Chromonomer	32912931	PMC7642942	fulltexts/PMC7642942.xml
SARS-CoV-2	32264957	PMC7137400	fulltexts/PMC7137400.xml
SarcoAtlas	32908143	PMC7481251	fulltexts/PMC7481251.xml
SAPPHIRE	32962628	PMC7510298	fulltexts/PMC7510298.xml
ChIPanalyser	33304457	PMC7708957	fulltexts/PMC7708957.xml
SAP	33173130	PMC7655839	fulltexts/PMC7655839.xml
ChIA-PIPE	32832596	PMC7439456	fulltexts/PMC7439456.xml
CHG	32117445	PMC7013921	fulltexts/PMC7013921.xml
SAMPN	NA	PMC7035778	fulltexts/PMC7035778.xml
chewie-NS	33068420	PMC7778912	fulltexts/PMC7778912.xml
ChemScanner	NA	PMC6907231	fulltexts/PMC6907231.xml
ChemOS	32298284	PMC7161969	fulltexts/PMC7161969.xml
ChemBioServer 2.0	31913451	PMC7178400	fulltexts/PMC7178400.xml
RNAthor	33002005	PMC7529196	fulltexts/PMC7529196.xml
JCnet	NA	PMC7708929	fulltexts/PMC7708929.xml
Janggu	32661261	PMC7359359	fulltexts/PMC7359359.xml
iWhale	32436933	PMC8557746	fulltexts/PMC8557746.xml
IterCluster	32231869	PMC7100596	fulltexts/PMC7100596.xml
iSwarm-CG	33376921	PMC7758974	fulltexts/PMC7758974.xml
ISSEC	33153432	PMC7643357	fulltexts/PMC7643357.xml
ISOGO	31974522	PMC6978412	fulltexts/PMC6978412.xml
isGP-DRLF	33367627	PMC8023683	fulltexts/PMC8023683.xml
iRSVPred	32158451	PMC7052261	fulltexts/PMC7052261.xml
iRNA5hmC-PS	33304452	PMC7701324	fulltexts/PMC7701324.xml
iRNA5hmC	32296686	PMC7137033	fulltexts/PMC7137033.xml
iRNA-m6A	32435427	PMC7229270	fulltexts/PMC7229270.xml
IRIS3	32421805	PMC7319566	fulltexts/PMC7319566.xml
iREAD	32028886	PMC7006120	fulltexts/PMC7006120.xml
iq-R	31909781	PMC7178409	fulltexts/PMC7178409.xml
ipyphe	32543370	PMC7297533	fulltexts/PMC7297533.xml
IPSI	32901031	PMC7479623	fulltexts/PMC7479623.xml
iPseU-NCP	31888464	PMC6936030	fulltexts/PMC6936030.xml
iPromoter-5mC	32850787	PMC7399635	fulltexts/PMC7399635.xml
checkCIF	31921444	PMC6944088	fulltexts/PMC6944088.xml
CHDGKB	32608479	PMC7327432	fulltexts/PMC7327432.xml
CGSEA	31937547	PMC7056963	fulltexts/PMC7056963.xml
CGINet	33243142	PMC7689985	fulltexts/PMC7689985.xml
CGD	32308928	PMC7152703	fulltexts/PMC7152703.xml
CFSP	32341900	PMC7179567	fulltexts/PMC7179567.xml
CERC	33323109	PMC7739454	fulltexts/PMC7739454.xml
CellO	33364592	PMC7753962	fulltexts/PMC7753962.xml
Sammba-MRI	32547380	PMC7270712	fulltexts/PMC7270712.xml
SamCC-Turbo	33325494	PMC8016460	fulltexts/PMC8016460.xml
SAlign	33148180	PMC7640460	fulltexts/PMC7640460.xml
SAAMBE-3D	32272725	PMC7177817	fulltexts/PMC7177817.xml
Rxnat	33240070	PMC7680896	fulltexts/PMC7680896.xml
Rx-genes	33350578	PMC7986124	fulltexts/PMC7986124.xml
RWRMTN	32539680	PMC7296691	fulltexts/PMC7296691.xml
CellML	32759406	PMC7756617	fulltexts/PMC7756617.xml
CellCoal	32027371	PMC7182211	fulltexts/PMC7182211.xml
RTR	32749457	PMC7470976	fulltexts/PMC7470976.xml
Rtpca	32717044	PMC8058776	fulltexts/PMC8058776.xml
CEG	33306800	PMC7731928	fulltexts/PMC7731928.xml
CEEDER evidence database	32922207	PMC7474817	fulltexts/PMC7474817.xml
CDSnake	32703166	PMC7379820	fulltexts/PMC7379820.xml
CDKAM	33081690	PMC7576720	fulltexts/PMC7576720.xml
BIDS Apps	NA	PMC5363996	fulltexts/PMC5363996.xml
CCPRD	32637811	PMC7331046	fulltexts/PMC7331046.xml
ccbmlib	32161645	PMC7050271	fulltexts/PMC7050271.xml
CBPtools	32144496	PMC7271019	fulltexts/PMC7271019.xml
CausalMGM	32392295	PMC7319538	fulltexts/PMC7319538.xml
CATAStrophy	32038539	PMC6986263	fulltexts/PMC6986263.xml
CameraTransform	32864407	PMC7453838	fulltexts/PMC7453838.xml
rtfMRI-NF	32333624	PMC7375116	fulltexts/PMC7375116.xml
RT-NET	32720212	PMC8004510	fulltexts/PMC8004510.xml
RSSALib	32614393	PMC7750935	fulltexts/PMC7750935.xml
RRIntCC	31888606	PMC6936067	fulltexts/PMC6936067.xml
RPI-SE	32070279	PMC7029608	fulltexts/PMC7029608.xml
RosBREED	33328430	PMC7603521	fulltexts/PMC7603521.xml
RODS	NA	PMC7498900	fulltexts/PMC7498900.xml
RCSB PDB Mobile	25183487	PMC4271143	fulltexts/PMC4271143.xml
Casboundary	33226067	PMC8208735	fulltexts/PMC8208735.xml
Caretta	32368333	PMC7186369	fulltexts/PMC7186369.xml
CardioBoost	NA	PMC7790749	fulltexts/PMC7790749.xml
CaPTk	32191542	PMC7113126	fulltexts/PMC7113126.xml
CapsNet-SSP	32517646	PMC7285745	fulltexts/PMC7285745.xml
CAPRIB	33243176	PMC7690079	fulltexts/PMC7690079.xml
CanRisk	32142536	PMC7059924	fulltexts/PMC7059924.xml
RNAWRE	32608478	PMC7327530	fulltexts/PMC7327530.xml
CaNDis	32871004	PMC8098028	fulltexts/PMC8098028.xml
RNAProbe	32504492	PMC7319577	fulltexts/PMC7319577.xml
CancerTSP	32324757	PMC7179925	fulltexts/PMC7179925.xml
CANCERSIGN	31992766	PMC6987109	fulltexts/PMC6987109.xml
CancerImmunityQTL	33010176	PMC7778991	fulltexts/PMC7778991.xml
CancerGram	33142753	PMC7692641	fulltexts/PMC7692641.xml
RNANet	33135044	PMC8189678	fulltexts/PMC8189678.xml
RNAmountAlign	31978147	PMC6980424	fulltexts/PMC6980424.xml
RNAInter	31906603	PMC6943043	fulltexts/PMC6943043.xml
RNAcontact	33135062	PMC8150135	fulltexts/PMC8150135.xml
RMVar	33021671	PMC7779057	fulltexts/PMC7779057.xml
RMTA	32038716	PMC6993073	fulltexts/PMC6993073.xml
RMTA	32038716	PMC6993073	fulltexts/PMC6993073.xml
CamRegBase	33306801	PMC7731927	fulltexts/PMC7731927.xml
CAMPP	32176694	PMC7108742	fulltexts/PMC7108742.xml
CAMITAX	31909794	PMC6946028	fulltexts/PMC6946028.xml
CaMeRe	32161720	PMC7052490	fulltexts/PMC7052490.xml
CALISTA	32117910	PMC7010602	fulltexts/PMC7010602.xml
caffsim	32095465	PMC7033381	fulltexts/PMC7033381.xml
C-RNNCrispr	32123556	PMC7037582	fulltexts/PMC7037582.xml
BUAN	33051471	PMC7555507	fulltexts/PMC7555507.xml
BSM-Arc	32026396	PMC7242595	fulltexts/PMC7242595.xml
Brick Plots	32293253	PMC7158154	fulltexts/PMC7158154.xml
RMDisease	33010174	PMC7778951	fulltexts/PMC7778951.xml
RJunBase	33179749	PMC7779070	fulltexts/PMC7779070.xml
RintC	32448174	PMC7245837	fulltexts/PMC7245837.xml
RIGD	32849839	PMC7426402	fulltexts/PMC7426402.xml
Rigbox	32493756	PMC7363478	fulltexts/PMC7363478.xml
RiboToolkit	32427338	PMC7319539	fulltexts/PMC7319539.xml
RiboMiner	32738892	PMC7430821	fulltexts/PMC7430821.xml
Brian2GeNN	31941893	PMC6962409	fulltexts/PMC6962409.xml
RhizoBindingSites	33250866	PMC7674921	fulltexts/PMC7674921.xml
BREM-SC	32379315	PMC7293045	fulltexts/PMC7293045.xml
Rhinella arenarum transcriptome	31974515	PMC6978513	fulltexts/PMC6978513.xml
Breeze	32119072	PMC7267830	fulltexts/PMC7267830.xml
RGPDB	32500918	PMC7273057	fulltexts/PMC7273057.xml
RFPR-IDP	32112084	PMC7986600	fulltexts/PMC7986600.xml
BRAT	33291237	PMC7730379	fulltexts/PMC7730379.xml
BraTS Toolkit	32410929	PMC7201293	fulltexts/PMC7201293.xml
BrassicaEDB	32823802	PMC7461608	fulltexts/PMC7461608.xml
BrainWiki	33192339	PMC7604473	fulltexts/PMC7604473.xml
BrainNetClass	32163221	PMC7294070	fulltexts/PMC7294070.xml
BrainIAK	31940340	PMC6961866	fulltexts/PMC6961866.xml
Brain2Mesh	NA	PMC7035879	fulltexts/PMC7035879.xml
RF-MaloSite	32322367	PMC7160427	fulltexts/PMC7160427.xml
REW-ISA	33036550	PMC7547494	fulltexts/PMC7547494.xml
reverCSP	NA	PMC7342053	fulltexts/PMC7342053.xml
Revenant	32400867	PMC7218706	fulltexts/PMC7218706.xml
Reuma.pt	32370776	PMC7201571	fulltexts/PMC7201571.xml
Retina	33109251	PMC7590677	fulltexts/PMC7590677.xml
ExplorerChain	32734160	PMC7382618	fulltexts/PMC7382618.xml
RESPOnSE	32456150	PMC7285324	fulltexts/PMC7285324.xml
ResiRole	32780798	PMC8058773	fulltexts/PMC8058773.xml
REscan	32845284	PMC8098020	fulltexts/PMC8098020.xml
RepeatFS	33230554	PMC8189677	fulltexts/PMC8189677.xml
RepAHR	33076827	PMC7574428	fulltexts/PMC7574428.xml
REMoDNaV	32710238	PMC7880959	fulltexts/PMC7880959.xml
RELICS	32936799	PMC7521704	fulltexts/PMC7521704.xml
RegulomePA	33258965	PMC7706183	fulltexts/PMC7706183.xml
regSNPs-ASB	32850739	PMC7405637	fulltexts/PMC7405637.xml
regionconnect	33075560	PMC7811895	fulltexts/PMC7811895.xml
RefShannon	32484809	PMC7266320	fulltexts/PMC7266320.xml
IPDmada	32808437	PMC7821168	fulltexts/PMC7821168.xml
IPANEMAP	32735675	PMC7470984	fulltexts/PMC7470984.xml
IP4M	33028191	PMC7542974	fulltexts/PMC7542974.xml
IonCRAM	32907531	PMC7487613	fulltexts/PMC7487613.xml
IonBreeders	32714063	PMC7372021	fulltexts/PMC7372021.xml
InvBFM	32138660	PMC7057458	fulltexts/PMC7057458.xml
CSP-Analyzer	32257044	PMC7096735	fulltexts/PMC7096735.xml
InterLig	32049311	PMC7214017	fulltexts/PMC7214017.xml
InteractomeSeq	32402076	PMC7319578	fulltexts/PMC7319578.xml
IntelliPatent	NA	PMC6907166	fulltexts/PMC6907166.xml
INTEDE	33045737	PMC7779056	fulltexts/PMC7779056.xml
IntAssoPlot	32265990	PMC7100855	fulltexts/PMC7100855.xml
INSPEcT-GUI	32765590	PMC7379887	fulltexts/PMC7379887.xml
IniFlu	32682392	PMC7368604	fulltexts/PMC7368604.xml
Informed-MiXeR	32539089	PMC7750998	fulltexts/PMC7750998.xml
IndiGenomes	33095885	PMC7778947	fulltexts/PMC7778947.xml
BOAssembler	NA	PMC7197064	fulltexts/PMC7197064.xml
BMTK	NA	PMC7728187	fulltexts/PMC7728187.xml
RECOMIA	32754893	PMC7403290	fulltexts/PMC7403290.xml
bmlTUX	32733664	PMC7370570	fulltexts/PMC7370570.xml
BLUR	33211099	PMC7851591	fulltexts/PMC7851591.xml
BLOX	32832058	PMC7409358	fulltexts/PMC7409358.xml
RecipeDB	33238002	PMC7687679	fulltexts/PMC7687679.xml
BlastFrost	NA	PMC7798312	fulltexts/PMC7798312.xml
Blast2Fish	32366294	PMC7199347	fulltexts/PMC7199347.xml
receptLoss	32894083	PMC7487950	fulltexts/PMC7487950.xml
BLAMM	32164557	PMC7068855	fulltexts/PMC7068855.xml
Bivartect	31985791	PMC7203739	fulltexts/PMC7203739.xml
BiteNet	NA	PMC7591901	fulltexts/PMC7591901.xml
BISG	32426342	PMC7212422	fulltexts/PMC7212422.xml
BiSCoT	33194395	PMC7649008	fulltexts/PMC7649008.xml
REAVER	32173962	PMC7507177	fulltexts/PMC7507177.xml
BiPOm	32703160	PMC7376860	fulltexts/PMC7376860.xml
readfish	33257864	PMC7610616	fulltexts/PMC7610616.xml
BioSounds	33274051	PMC7682500	fulltexts/PMC7682500.xml
BioShell	32188163	PMC7175226	fulltexts/PMC7175226.xml
BioSeqZip	31999333	PMC7203750	fulltexts/PMC7203750.xml
RDb2C2	32245403	PMC7126467	fulltexts/PMC7126467.xml
BioPETsurv	32946505	PMC7500596	fulltexts/PMC7500596.xml
RCK	32887685	PMC7545144	fulltexts/PMC7545144.xml
RBPTD	32047888	PMC7012770	fulltexts/PMC7012770.xml
BiOnt	NA	PMC7148040	fulltexts/PMC7148040.xml
RBPsuite	33297946	PMC7724624	fulltexts/PMC7724624.xml
RBP2GO	33196814	PMC7778890	fulltexts/PMC7778890.xml
RBCNet	33119516	PMC8127616	fulltexts/PMC8127616.xml
Biomedisa	33149150	PMC7642381	fulltexts/PMC7642381.xml
Biologer	32581636	PMC7303222	fulltexts/PMC7303222.xml
Bioentity2vec	32533701	PMC7293023	fulltexts/PMC7293023.xml
BioConceptVec	32324731	PMC7237030	fulltexts/PMC7237030.xml
BioAFMviewer	33206646	PMC7710046	fulltexts/PMC7710046.xml
Bio-AnswerFinder	31925435	PMC7053013	fulltexts/PMC7053013.xml
binoSNP	32398743	PMC7217866	fulltexts/PMC7217866.xml
binomialRF	32859146	PMC7456085	fulltexts/PMC7456085.xml
BigTop	32005132	PMC6995189	fulltexts/PMC6995189.xml
IMSIM	32280325	PMC7133063	fulltexts/PMC7133063.xml
imputeqc	32703240	PMC7379353	fulltexts/PMC7379353.xml
IMPMD	32581646	PMC7290057	fulltexts/PMC7290057.xml
VessMorphoVis	32657395	PMC7355309	fulltexts/PMC7355309.xml
COMER2	32167522	PMC7267824	fulltexts/PMC7267824.xml
bGWAS_R	32470106	PMC7520046	fulltexts/PMC7520046.xml
iModulonDB	33045728	PMC7778901	fulltexts/PMC7778901.xml
immunogram	32810311	PMC7648030	fulltexts/PMC7648030.xml
ImmunoGlobe	32778050	PMC7430879	fulltexts/PMC7430879.xml
BiG-FAM	33010170	PMC7778980	fulltexts/PMC7778980.xml
Bifrost	32943081	PMC7499882	fulltexts/PMC7499882.xml
BICORN	32409786	PMC7224214	fulltexts/PMC7224214.xml
RAT	32284342	PMC7221356	fulltexts/PMC7221356.xml
RASP	33068412	PMC7779053	fulltexts/PMC7779053.xml
RaptRanker	32537639	PMC7641312	fulltexts/PMC7641312.xml
RANKCORR	33097004	PMC7585212	fulltexts/PMC7585212.xml
Ranbow	32469863	PMC7310859	fulltexts/PMC7310859.xml
RainDrop	32611394	PMC7329424	fulltexts/PMC7329424.xml
RAINBOWR	32059004	PMC7046296	fulltexts/PMC7046296.xml
RADAR	32727537	PMC7391703	fulltexts/PMC7391703.xml
RAD	32657393	PMC7355293	fulltexts/PMC7355293.xml
RA-map	32311035	PMC7170216	fulltexts/PMC7170216.xml
R-chie	32976561	PMC7544209	fulltexts/PMC7544209.xml
Qure.ai	31978149	PMC6980594	fulltexts/PMC6980594.xml
QUATgo	32348325	PMC7190164	fulltexts/PMC7190164.xml
QuartataWeb	32221612	PMC7320630	fulltexts/PMC7320630.xml
iMarmot	32228437	PMC7104516	fulltexts/PMC7104516.xml
Imaging-AMARETTO	32383980	PMC7265792	fulltexts/PMC7265792.xml
im6A-TS-CNN	32858457	PMC7473875	fulltexts/PMC7473875.xml
ILDGDB	33308175	PMC7731518	fulltexts/PMC7731518.xml
iLBE	33099033	PMC8377379	fulltexts/PMC8377379.xml
iKaptive	32118530	PMC7200062	fulltexts/PMC7200062.xml
IHNLncSim	32117916	PMC7015864	fulltexts/PMC7015864.xml
IDSSIM	32736513	PMC7430881	fulltexts/PMC7430881.xml
iDrug	32667925	PMC7384678	fulltexts/PMC7384678.xml
IDRMutPred	32756939	PMC7755418	fulltexts/PMC7755418.xml
IDR2D	32009147	PMC7102997	fulltexts/PMC7102997.xml
IDminer	32117926	PMC7019181	fulltexts/PMC7019181.xml
IDMIL	32657370	PMC7355246	fulltexts/PMC7355246.xml
IDDB	32941628	PMC7779019	fulltexts/PMC7779019.xml
ICSC	32371990	PMC7200822	fulltexts/PMC7200822.xml
iCRF Generator	32566137	PMC7291075	fulltexts/PMC7291075.xml
ICGEC	32398001	PMC7216622	fulltexts/PMC7216622.xml
ICEKAT	32410570	PMC7222511	fulltexts/PMC7222511.xml
IC4R-2.0	32683045	PMC7646092	fulltexts/PMC7646092.xml
iBiodegPred	33376807	PMC7750720	fulltexts/PMC7750720.xml
i4mC-Mouse	32322372	PMC7168350	fulltexts/PMC7168350.xml
i2d_R	33244599	PMC8388026	fulltexts/PMC8388026.xml
HyperQuant	32455206	PMC7240821	fulltexts/PMC7240821.xml
hydra_bnpy	32275708	PMC7176284	fulltexts/PMC7176284.xml
HybridSucc	32861878	PMC7647696	fulltexts/PMC7647696.xml
HW_TEST	32422648	PMC7323896	fulltexts/PMC7323896.xml
HuskinDB	33262341	PMC7708619	fulltexts/PMC7708619.xml
HumiR	33233537	PMC7699549	fulltexts/PMC7699549.xml
HumanMetagenomeDB	33221926	PMC7778935	fulltexts/PMC7778935.xml
HTrack	33320896	PMC7737954	fulltexts/PMC7737954.xml
HRRD	33177631	PMC7658224	fulltexts/PMC7658224.xml
biclique	32085812	PMC7035696	fulltexts/PMC7035696.xml
BiasAway	33135764	PMC8275979	fulltexts/PMC8275979.xml
BHi-Cect	32009153	PMC7049727	fulltexts/PMC7049727.xml
BetaScan2	32011695	PMC7058154	fulltexts/PMC7058154.xml
BESC	32271844	PMC7145015	fulltexts/PMC7145015.xml
BEAVR	32471392	PMC7260831	fulltexts/PMC7260831.xml
BeadNet	32589734	PMC7750944	fulltexts/PMC7750944.xml
Beacon Calculus Simulator	32150540	PMC7082070	fulltexts/PMC7082070.xml
BE-FF	NA	PMC7319459	fulltexts/PMC7319459.xml
BCREval	32005131	PMC6995172	fulltexts/PMC6995172.xml
BCO App	33299553	PMC7702177	fulltexts/PMC7702177.xml
belg	33286706	PMC7597200	fulltexts/PMC7597200.xml
BaySIR	32947047	PMC7491370	fulltexts/PMC7491370.xml
BastionHub	33084862	PMC7778982	fulltexts/PMC7778982.xml
BarleyVarDB	33247932	PMC7698660	fulltexts/PMC7698660.xml
BarleyNet	32133024	PMC7040090	fulltexts/PMC7040090.xml
BANDIT	32830452	PMC7461025	fulltexts/PMC7461025.xml
BAMscale	32321568	PMC7175505	fulltexts/PMC7175505.xml
QuantTB	31992201	PMC6986090	fulltexts/PMC6986090.xml
QuaDMutNetEx	32293263	PMC7092414	fulltexts/PMC7092414.xml
Qtlizer	33235230	PMC7687904	fulltexts/PMC7687904.xml
qSNE	32663244	PMC7755412	fulltexts/PMC7755412.xml
QRISK2	32476802	PMC7243652	fulltexts/PMC7243652.xml
QIFP	32206688	PMC7070161	fulltexts/PMC7070161.xml
QAP	32414327	PMC7227348	fulltexts/PMC7227348.xml
QAFFP	NA	PMC7339533	fulltexts/PMC7339533.xml
PyXlinkViewer	32557917	PMC7380677	fulltexts/PMC7380677.xml
PyTrack	32500364	PMC7725757	fulltexts/PMC7725757.xml
PyOmeroUpload	32766455	PMC7388197	fulltexts/PMC7388197.xml
PyOIF	33075044	PMC7595628	fulltexts/PMC7595628.xml
Pyneal	33041750	PMC7522368	fulltexts/PMC7522368.xml
pyMeSHSim	32552728	PMC7301509	fulltexts/PMC7301509.xml
pyKNEEr	31978052	PMC6980400	fulltexts/PMC6980400.xml
PyIR	32677886	PMC7364545	fulltexts/PMC7364545.xml
PyGNA	33092528	PMC7579948	fulltexts/PMC7579948.xml
PyDISH	33002111	PMC10755257	fulltexts/PMC10755257.xml
PyCurv	32776920	PMC7444595	fulltexts/PMC7444595.xml
pycabnn	32733226	PMC7358899	fulltexts/PMC7358899.xml
pyBedGraph	32044918	PMC7214040	fulltexts/PMC7214040.xml
PWST	32148360	PMC7059686	fulltexts/PMC7059686.xml
PWAS	32665031	PMC7386203	fulltexts/PMC7386203.xml
PVPred-SCM	32028709	PMC7072630	fulltexts/PMC7072630.xml
PvP01	32542363	PMC7296392	fulltexts/PMC7296392.xml
PVC.js	32346639	PMC7182681	fulltexts/PMC7182681.xml
PUMA	32375258	PMC7281100	fulltexts/PMC7281100.xml
HPG-DHunter	32631226	PMC7336418	fulltexts/PMC7336418.xml
HpeNet	33193666	PMC7641121	fulltexts/PMC7641121.xml
HotSpotAnnotations	32386297	PMC7211031	fulltexts/PMC7211031.xml
Hopper	32657375	PMC7355272	fulltexts/PMC7355272.xml
HMVV	32734171	PMC7382636	fulltexts/PMC7382636.xml
HMST-Seq-Analyzer	33163148	PMC7593523	fulltexts/PMC7593523.xml
HLA-EMMA	32227681	PMC7317360	fulltexts/PMC7317360.xml
HLA-Arena	32667823	PMC7397777	fulltexts/PMC7397777.xml
Hive_Panel_Explorer	32717050	PMC8058766	fulltexts/PMC8058766.xml
HiSIF	32787954	PMC7425017	fulltexts/PMC7425017.xml
HIFI-SE	33276723	PMC7716423	fulltexts/PMC7716423.xml
HIFI	31937349	PMC6961295	fulltexts/PMC6961295.xml
HiCHap	33109075	PMC7590616	fulltexts/PMC7590616.xml
HiCExplorer	32301980	PMC7319437	fulltexts/PMC7319437.xml
HiC-Hiker	32369554	PMC7672694	fulltexts/PMC7672694.xml
HeRA	33119754	PMC7779069	fulltexts/PMC7779069.xml
Hepamine	32179762	PMC7075926	fulltexts/PMC7075926.xml
HemoPImod	32153395	PMC7045810	fulltexts/PMC7045810.xml
HemoMIPs	32497118	PMC7297380	fulltexts/PMC7297380.xml
HDVdb	32422927	PMC7290977	fulltexts/PMC7290977.xml
HDMAC	32127576	PMC7054321	fulltexts/PMC7054321.xml
HBA-DEALS	32660516	PMC7358203	fulltexts/PMC7358203.xml
HATK	32735319	PMC8058762	fulltexts/PMC8058762.xml
HARP	33304465	PMC7711215	fulltexts/PMC7711215.xml
HAPHPIPE	32674515	PMC7412389	fulltexts/PMC7412389.xml
Hap10	32552661	PMC7302376	fulltexts/PMC7302376.xml
HAMAP_SPARQL	32034905	PMC7007698	fulltexts/PMC7007698.xml
Halcyon	33165508	PMC8189681	fulltexts/PMC8189681.xml
HaDeX	32579220	PMC7575049	fulltexts/PMC7575049.xml
UTRannotator	32926138	PMC8150139	fulltexts/PMC8150139.xml
IdentiFlow	32657359	PMC7355299	fulltexts/PMC7355299.xml
h4HiChIP-Peaks	32207529	PMC7320601	fulltexts/PMC7320601.xml
h4Coronavirus3D	32470119	PMC7314196	fulltexts/PMC7314196.xml
h4CONCUR	32866237	PMC8097682	fulltexts/PMC8097682.xml
GWideCodeML	33093185	PMC7718741	fulltexts/PMC7718741.xml
GUST	32176769	PMC7703750	fulltexts/PMC7703750.xml
GUIP1	32580715	PMC7469913	fulltexts/PMC7469913.xml
GuideFinder	32051236	PMC7021469	fulltexts/PMC7021469.xml
BAGEL2	NA	PMC7789424	fulltexts/PMC7789424.xml
BacWGSTdb	33010178	PMC7778894	fulltexts/PMC7778894.xml
BacWGSTdb	NA	PMC4702769	fulltexts/PMC4702769.xml
BacPipe	31887656	PMC6941874	fulltexts/PMC6941874.xml
BacEffluxPred	32518231	PMC7283322	fulltexts/PMC7283322.xml
BacAv	32095660	PMC7033354	fulltexts/PMC7033354.xml
AWSEM-Suite	32383764	PMC7319565	fulltexts/PMC7319565.xml
AViS	32315327	PMC7173788	fulltexts/PMC7173788.xml
Avian Immunome DB	33176685	PMC7661159	fulltexts/PMC7661159.xml
AVATREE	32243444	PMC7122715	fulltexts/PMC7122715.xml
AVAtar	32954413	PMC8138884	fulltexts/PMC8138884.xml
AutoScore	33084589	PMC7641783	fulltexts/PMC7641783.xml
