name	biotoolsID	pubmedid	pubmedcid	link	EDAM_topics
rmcorrShiny	rmcorrshiny	34621514.0	PMC8456376	fulltexts/PMC8456376.xml	Statistics and probability
RNAPhaSep	rnaphasep	34718740.0	PMC8728120	fulltexts/PMC8728120.xml	Cell biology, RNA, Transcription factors and regulatory sites, Literature and language, Transcriptomics
RPS	rps_database	34718734.0	PMC8728229	fulltexts/PMC8728229.xml	Functional, regulatory and non-coding RNA, Gene transcripts, Cell biology, Pathology, RNA-Seq
SAMBA	samba	35120119.0	PMC8849508	fulltexts/PMC8849508.xml	Sequence assembly, Sequencing, Mapping
Sarc-Graph	sarc-graph	34613960.0	PMC8523047	fulltexts/PMC8523047.xml	Imaging, Data visualisation, Drug discovery
SBSA	sbsa	34606615.0	PMC8500130	fulltexts/PMC8500130.xml	Functional, regulatory and non-coding RNA, Genetic variation, Transcription factors and regulatory sites, Gene transcripts, Genomics
AbDiver	abdiver		PMC9048670	fulltexts/PMC9048670.xml	Biotherapeutics, Immunoproteins and antigens, Sequencing, Genetic variation
scAPAatlas	scapaatlas	34643729.0	PMC8728290	fulltexts/PMC8728290.xml	Functional, regulatory and non-coding RNA, RNA-Seq, Gene expression, Gene transcripts, Cell biology
scEnhancer	scenhancer	34761274.0	PMC8728125	fulltexts/PMC8728125.xml	Transcription factors and regulatory sites, Cell biology, Machine learning, Epigenomics, DNA polymorphism
scGate	scgate	35258562.0	PMC9048671	fulltexts/PMC9048671.xml	Cytometry, RNA-Seq, Cell biology, Gene expression
scikit-dimension	scikit-dimension	34682092.0	PMC8534554	fulltexts/PMC8534554.xml	Machine learning, Literature and language, Mapping
scMRMA	scmrma	34648021.0	PMC8789072	fulltexts/PMC8789072.xml	Cell biology, RNA, RNA-Seq, Transcriptomics, Biomarkers
SDNDL-CAO	sdndl-cao	34610645.0	PMC8714298	fulltexts/PMC8714298.xml	Ontology and terminology, Machine learning, Medical informatics, Medicines research and development
SeamDock	seamdock	34604303.0	PMC8484321	fulltexts/PMC8484321.xml	Molecular modelling, Drug discovery, Small molecules, Literature and language, Cheminformatics
SEAS	seas_statistical_enrichment	34604741.0	PMC8481385	fulltexts/PMC8481385.xml	Machine learning, Sample collections, Statistics and probability, Medicine
XICRA	xicra		PMC8077951	fulltexts/PMC8077951.xml	RNA, RNA-Seq, Functional, regulatory and non-coding RNA
Botryosphaeriales	botryosphaeriales	34651182.0	PMC8517499	fulltexts/PMC8517499.xml	Model organisms, Plant biology, Literature and language, Taxonomy, Public health and epidemiology
CNN-PepPred	cnn-peppred	34601583.0	PMC8652105	fulltexts/PMC8652105.xml	Small molecules, Machine learning, Proteomics
ClineHelpR	clinehelpr	34656096.0	PMC8520269	fulltexts/PMC8520269.xml	Biodiversity, Population genetics, Transcription factors and regulatory sites, Mapping, Workflows
CirPred	cirpred	34641789.0	PMC8513176	fulltexts/PMC8513176.xml	Protein structure analysis, Structure prediction, Bioengineering, Proteomics experiment
CirComPara2	circompara2	34698333.0	PMC8769706	fulltexts/PMC8769706.xml	RNA-Seq, Transcriptomics, Functional, regulatory and non-coding RNA, Gene transcripts, Bioinformatics
iTIME	itime	34734969.0	PMC8652029	fulltexts/PMC8652029.xml	Statistics and probability, Imaging, Microarray experiment, Genotype and phenotype
spatialTIME	spatialtime	34734969.0	PMC8652029	fulltexts/PMC8652029.xml	Statistics and probability, Imaging, Microarray experiment
BioVAE	biovae	34636886.0	PMC8756089	fulltexts/PMC8756089.xml	Natural language processing, Biomedical science
BioThings	biothings		PMC8963279	fulltexts/PMC8963279.xml	Medicine, Workflows, Mapping
BioSamples	biosamples	22096232.0	PMC3245134	fulltexts/PMC3245134.xml	Sample collections
BioSamples	biosamples	34747489.0	PMC8728232	fulltexts/PMC8728232.xml	Sample collections
Biobox	biobox	34791029.0	PMC8796382	fulltexts/PMC8796382.xml	Molecular modelling, Molecular dynamics, Sequence assembly
BIMAM	bimam		PMC8580266	fulltexts/PMC8580266.xml	Statistics and probability, Public health and epidemiology
B3DB	b3db	34716354.0	PMC8556334	fulltexts/PMC8556334.xml	Cheminformatics, Small molecules, Biotherapeutics, Computational chemistry, Molecular biology
AutoCNV	autocnv	34615484.0	PMC8496072	fulltexts/PMC8496072.xml	Copy number variation, Genomics, Gene expression
Atri-U	atriu	34758821.0	PMC8582149	fulltexts/PMC8582149.xml	MRI, Machine learning, Workflows, Medical imaging, NMR
ASMdb	asmdb	34664666.0	PMC8728259	fulltexts/PMC8728259.xml	Methylated DNA immunoprecipitation, Epigenetics, DNA, RNA-Seq, Oncology
ARTS-DB	arts-db	34718689.0	PMC8728217	fulltexts/PMC8728217.xml	Metagenomics, Sequence assembly, Drug discovery, Phylogenetics, Sequencing
ARGEOS	argeos	34681124.0	PMC8533512	fulltexts/PMC8533512.xml	Transcriptomics, RNA-Seq, Microarray experiment, Oncology
AOP-helpFinder	aop-helpfinder	34718414.0	PMC8796376	fulltexts/PMC8796376.xml	Toxicology, Literature and language, Molecular interactions, pathways and networks, Endocrinology and metabolism, Machine learning
AnnoSINE	annosine	34792587.0	PMC8825457	fulltexts/PMC8825457.xml	Plant biology, Genomics, Workflows, Functional, regulatory and non-coding RNA, Sequence sites, features and motifs
ANAT	anat	34706638.0	PMC8555137	fulltexts/PMC8555137.xml	Molecular interactions, pathways and networks, Machine learning, Model organisms, Systems biology
AIDE	aide-image	34625565.0	PMC8501087	fulltexts/PMC8501087.xml	Medical imaging, MRI, Machine learning, Transcription factors and regulatory sites, Oncology
AdmixSim 2	admixsim2	34663213.0	PMC8522168	fulltexts/PMC8522168.xml	Population genetics, Genetic variation, Population genomics, Genotype and phenotype, Public health and epidemiology
ADC	adc	34752449.0	PMC8604336	fulltexts/PMC8604336.xml	RNA-Seq, Gene expression, Oncology, Immunoproteins and antigens, Molecular interactions, pathways and networks
adabmDCA	adabmdca	34715775.0	PMC8555268	fulltexts/PMC8555268.xml	Machine learning, RNA, Statistics and probability
3DSNP	3dsnp	34723317.0	PMC8728236	fulltexts/PMC8728236.xml	DNA polymorphism, Transcription factors and regulatory sites, Chromosome conformation capture, Mapping, Epigenetics
SeqCode	seqcode	34599234.0	PMC8486768	fulltexts/PMC8486768.xml	ChIP-seq, RNA-Seq, Epigenetics, Methylated DNA immunoprecipitation, Transcription factors and regulatory sites
SeqProp	seqprop	34670493.0	PMC8527647	fulltexts/PMC8527647.xml	Machine learning, Pathology, RNA, DNA, ChIP-seq
SicknessMiner	sicknessminer	34607568.0	PMC8491382	fulltexts/PMC8491382.xml	Natural language processing, Oncology, Pathology, Ontology and terminology, Machine learning
SignaLink3	signalink3	34634810.0	PMC8728204	fulltexts/PMC8728204.xml	Molecular interactions, pathways and networks, Functional, regulatory and non-coding RNA, Transcription factors and regulatory sites, Zoology, Protein modifications
SMRT	smrt_R	34745946.0	PMC8563705	fulltexts/PMC8563705.xml	Oncology, Gene transcripts, Biobank, Sequencing
SnackNTM	snackntm	34635615.0	PMC8548243	fulltexts/PMC8548243.xml	Functional, regulatory and non-coding RNA, Sequencing, Mouse clinic
SomaMutDB	somamutdb	34634815.0	PMC8728264	fulltexts/PMC8728264.xml	Genetic variation, Oncology, Pathology, Phylogeny, Exome sequencing
JARVIS	jarvis		PMC7514418	fulltexts/PMC7514418.xml	Computer science
MISTIC	mistic_predictor	32735577.0	PMC7394404	fulltexts/PMC7394404.xml	Genetic variation, Statistics and probability, Machine learning, Genomics, Medical informatics, Rare diseases, Exome sequencing
pilercr	pilercr	17239253.0	PMC1790904	fulltexts/PMC1790904.xml	Sequence composition, complexity and repeats
pclouds	pclouds	22144907.0	PMC3228813	fulltexts/PMC3228813.xml	Sequence composition, complexity and repeats
panseq	panseq	20843356.0	PMC2949892	fulltexts/PMC2949892.xml	Genomics
TFTA	tfta	28000771.0	PMC5175166	fulltexts/PMC5175166.xml	Oncology, Computational biology, Genetics
FJD-pipeline	fjd-pipeline		PMC8795168	fulltexts/PMC8795168.xml	Bioinformatics, Genomics
PTMCode	ptmcode		PMC3531129	fulltexts/PMC3531129.xml	Bioinformatics
orfm	orfm	27153669.0	PMC5013905	fulltexts/PMC5013905.xml	Metagenomics
modelgenerator	modelgenerator	16563161.0	PMC1435933	fulltexts/PMC1435933.xml	Small molecules, Proteins
firestar	firestar		PMC3125799	fulltexts/PMC3125799.xml	Proteins
RepARK	repark	24634442.0	PMC4027187	fulltexts/PMC4027187.xml	Genomics
marginAlign	marginalign		PMC4907500	fulltexts/PMC4907500.xml	Mapping
lumpy	lumpy		PMC4197822	fulltexts/PMC4197822.xml	Structural variation
LR_Gapcloser	lrgapcloser		PMC6324547	fulltexts/PMC6324547.xml	Sequence assembly
Longshot	longshot		PMC6788989	fulltexts/PMC6788989.xml	Genetic variation
ICORN	icorn	20562415.0	PMC2894513	fulltexts/PMC2894513.xml	Data quality management
hyb	hyb		PMC3969109	fulltexts/PMC3969109.xml	Workflows, Gene structure
fastLSA	fastlsa		PMC3549818	fulltexts/PMC3549818.xml	Statistics and probability
HH-suite	hhsuite		PMC6744700	fulltexts/PMC6744700.xml	Proteins
gANI	gani		PMC4538840	fulltexts/PMC4538840.xml	Microbiology
FSA	fsa		PMC2684580	fulltexts/PMC2684580.xml	Sequence analysis
firestar WS	firestar_ws		PMC3125799	fulltexts/PMC3125799.xml	Proteins
firedb WS	firedb_ws		PMC3965074	fulltexts/PMC3965074.xml	Proteins
FastCodeML	fastcodeml		PMC3982156	fulltexts/PMC3982156.xml	Phylogenetics
EMIRGE	emirge		PMC3566076	fulltexts/PMC3566076.xml	Sequence assembly, Genetics
Gapfiller	gapfiller		PMC3446322	fulltexts/PMC3446322.xml	Genomics, Sequence assembly
RAId	raid	29544540.0	PMC5856202	fulltexts/PMC5856202.xml	Proteomics, Proteomics experiment
Shasta	shasta	32686750.0	PMC7483855	fulltexts/PMC7483855.xml	Genomics, Sequence assembly
SpeedSeq	speedseq	26258291.0	PMC4589466	fulltexts/PMC4589466.xml	Genomics
discrover	discrover	25389269.0	PMC4245949	fulltexts/PMC4245949.xml	Nucleic acid sites, features and motifs
crt	crt	17577412.0	PMC1924867	fulltexts/PMC1924867.xml	Sequence composition, complexity and repeats
copyrighter	copyrighter	24708850.0	PMC4021573	fulltexts/PMC4021573.xml	RNA, Microbiology, Metatranscriptomics, Microbial ecology
contextmap	contextmap	25928589.0	PMC4411664	fulltexts/PMC4411664.xml	Mapping
biotradis	biotradis	26794317.0	PMC4896371	fulltexts/PMC4896371.xml	Mobile genetic elements, Workflows
afterqc	afterqc	28361673.0	PMC5374548	fulltexts/PMC5374548.xml	Data quality management
TransTermHP	transtermhp	17313685.0	PMC1852404	fulltexts/PMC1852404.xml	Transcription factors and regulatory sites
TSSpredator	tsspredator	23696746.0	PMC3656092	fulltexts/PMC3656092.xml	RNA-Seq, Transcription factors and regulatory sites
VirMAP	virmap	30097567.0	PMC6086868	fulltexts/PMC6086868.xml	Virology, Metagenomics
MicroFootPrinter	microfootprinter	16845027.0	PMC1538893	fulltexts/PMC1538893.xml	Phylogenetics, Gene regulation, Transcription factors and regulatory sites, Sequence sites, features and motifs
AnnotSV	AnnotSV		PMC8262758	fulltexts/PMC8262758.xml	DNA structural variation, Bioinformatics, Sequencing, Genetics, Genetic variation
Metabolizer	metabolizer	30854222.0	PMC6397295	fulltexts/PMC6397295.xml	Molecular interactions, pathways and networks
CyPathia	cypathia	34136096.0	PMC8170118	fulltexts/PMC8170118.xml	Molecular interactions, pathways and networks, Pathology
CoV-Hipathia	cov-hipathia	33478554.0	PMC7817765	fulltexts/PMC7817765.xml	Molecular interactions, pathways and networks, Pathology
CoV-Hipathia	cov-hipathia	34664389.0	PMC8524328	fulltexts/PMC8524328.xml	Molecular interactions, pathways and networks, Pathology
CoV-Hipathia	cov-hipathia	32371892.0	PMC7200764	fulltexts/PMC7200764.xml	Molecular interactions, pathways and networks, Pathology
CANVS	canvs	34432510.0	PMC8693966	fulltexts/PMC8693966.xml	Protein interactions, Proteomics, Workflows, Ontology and terminology
Aln2tbl	aln2tbl	34447886.0	PMC8386716	fulltexts/PMC8386716.xml	Phylogeny, Mapping, Gene transcripts, Sequence assembly, Model organisms
SpeCollate	specollate	34714871.0	PMC8555789	fulltexts/PMC8555789.xml	Small molecules, Proteomics experiment, Proteomics, Machine learning
SPICA	spica	34747477.0	PMC8728228	fulltexts/PMC8728228.xml	RNA-Seq, Transcriptomics, Cell biology, Genotype and phenotype
Spliceator	spliceator	34814826.0	PMC8609763	fulltexts/PMC8609763.xml	RNA splicing, Machine learning, Model organisms, Plant biology, RNA-Seq
SquiggleNet	squigglenet	34706748.0	PMC8548853	fulltexts/PMC8548853.xml	Metagenomics, Structural variation, PCR experiment, Epigenomics, Sequence assembly
SSTDP	sstdp	34803591.0	PMC8603828	fulltexts/PMC8603828.xml	Machine learning, Neurobiology, Molecular interactions, pathways and networks
Staem5	staem5	34786208.0	PMC8571400	fulltexts/PMC8571400.xml	Machine learning, RNA, Informatics, RNA-Seq
STOAT	stoat	34780461.0	PMC8629388	fulltexts/PMC8629388.xml	Biodiversity, Microbial ecology, Environmental science, Evolutionary biology, Zoology
SUSPECT-ABL	suspect-abl	34667533.0	PMC8495037	fulltexts/PMC8495037.xml	Genetic variation, Machine learning, Personalised medicine, Small molecules, Protein folding, stability and design
Symphony	symphony	34620862.0	PMC8497570	fulltexts/PMC8497570.xml	Mapping, Genotype and phenotype, Cell biology, Pathology, Ontology and terminology
SYNBIP	synbip	34664670.0	PMC8728148	fulltexts/PMC8728148.xml	Biophysics, Small molecules, Immunogenetics, Immunoproteins and antigens, NMR
T-ARDIS	t-ardis	34679164.0	PMC8533369	fulltexts/PMC8533369.xml	Small molecules, Pharmacovigilance, Drug discovery, Drug development, Pharmacology
TAGOPSIN	tagopsin	34688246.0	PMC8541804	fulltexts/PMC8541804.xml	Taxonomy, Ontology and terminology, Protein structure analysis, Model organisms, Data integration and warehousing
TcoFBase	tcofbase	34718747.0	PMC8728270	fulltexts/PMC8728270.xml	ChIP-seq, Transcription factors and regulatory sites, Epigenetics, Model organisms, Methylated DNA immunoprecipitation
Therapeutic target database	therapeutic_target_database	34718717.0	PMC8728281	fulltexts/PMC8728281.xml	Drug discovery, Small molecules, Drug metabolism, Preclinical and clinical studies, Drug development
TNBCIS	tnbcis	34603338.0	PMC8484710	fulltexts/PMC8484710.xml	Oncology, Machine learning, Molecular interactions, pathways and networks, Gene expression, Genomics
tncRNAs	tncrnas	34630945.0	PMC8482286	fulltexts/PMC8482286.xml	Functional, regulatory and non-coding RNA, Plant biology, Gene expression, Gene transcripts, RNA-Seq
trioPhaser	triophaser	34809557.0	PMC8607709	fulltexts/PMC8607709.xml	Sequencing, Quantitative genetics, Genomics, Genetic variation
trRosetta	trrosetta	34719864.0	PMC8693034	fulltexts/PMC8693034.xml	Structure prediction, Protein folds and structural domains, Protein folding, stability and design, Machine learning, Small molecules
TSMDA	tsmda	34631283.0	PMC8479276	fulltexts/PMC8479276.xml	Functional, regulatory and non-coding RNA, Oncology, Pathology, Machine learning, Cardiology
tsRFun	tsrfun	34755848.0	PMC8728237	fulltexts/PMC8728237.xml	Functional, regulatory and non-coding RNA, RNA immunoprecipitation, RNA-Seq, Oncology, Transcriptomics
MINERVA Platform	MINERVA_Platform	28725475.0	PMC5516855	fulltexts/PMC5516855.xml	Molecular interactions, pathways and networks, Omics, Translational medicine
MINERVA Platform	MINERVA_Platform	31074494.0	PMC6821317	fulltexts/PMC6821317.xml	Molecular interactions, pathways and networks, Omics, Translational medicine
MINERVA Platform	MINERVA_Platform	31273380.0	PMC7373180	fulltexts/PMC7373180.xml	Molecular interactions, pathways and networks, Omics, Translational medicine
MINERVA Platform	MINERVA_Platform	27441714.0	PMC4932659	fulltexts/PMC4932659.xml	Molecular interactions, pathways and networks, Omics, Translational medicine
TSSr	tssr	34805991.0	PMC8598296	fulltexts/PMC8598296.xml	Transcription factors and regulatory sites, Gene transcripts, RNA-Seq, Model organisms
TwinCons	twincons	34714829.0	PMC8580257	fulltexts/PMC8580257.xml	Cell biology, Functional, regulatory and non-coding RNA, Nucleic acid structure analysis, Mathematics, Cladistics
UbiBrowser 2.0	ubibrowser_2.0	34669962.0	PMC8728189	fulltexts/PMC8728189.xml	Model organisms, Proteomics, Protein modifications, Sequence analysis, Enzymes
ViRBase v3.0	virbase_v3.0	34723320.0	PMC8728225	fulltexts/PMC8728225.xml	Functional, regulatory and non-coding RNA, DNA polymorphism, Virology, Protein interactions, RNA-Seq
virusMED	virusmed	34614039.0	PMC8479994	fulltexts/PMC8479994.xml	Immunoproteins and antigens, Small molecules, Protein binding sites, Transcription factors and regulatory sites, Model organisms
ViSCAR	viscar	34715773.0	PMC8557071	fulltexts/PMC8557071.xml	Imaging, Cytometry, Cell biology, Microbial ecology, Epigenetics
VPMBench	vpmbench	34749640.0	PMC8576923	fulltexts/PMC8576923.xml	Exome sequencing, Whole genome sequencing, Workflows, Genomics, Genetic variation
VThunter	vthunter	34634807.0	PMC8728219	fulltexts/PMC8728219.xml	Infectious disease, Zoology, Virology, RNA, Transcriptomics
webTWAS	webtwas	34669946.0	PMC8728162	fulltexts/PMC8728162.xml	GWAS study, Pathology, Workflows, Mapping, Transcriptomics
ZOVER	zover	34634795.0	PMC8728136	fulltexts/PMC8728136.xml	Infectious disease, Public health and epidemiology, Virology, Model organisms, Zoology
KMA	kma	30157759.0	PMC6116485	fulltexts/PMC6116485.xml	Sequence analysis
EpiFilter	epifilter	34492011.0	PMC8448340	fulltexts/PMC8448340.xml	Infectious disease, Statistics and probability, Public health and epidemiology
XEFoldMine	xefoldmine	34527196.0	PMC8433119	fulltexts/PMC8433119.xml	Protein folds and structural domains, Protein folding, stability and design, Small molecules, Protein secondary structure, NMR
ESIDE	eside	34529673.0	PMC8445633	fulltexts/PMC8445633.xml	Taxonomy, Ecology, Imaging, Machine learning, Chemistry
ET-NET	et-net	34483709.0	PMC8405348	fulltexts/PMC8405348.xml	Tomography, Machine learning, PCR experiment
EvoLaps	evolaps	34579644.0	PMC8474961	fulltexts/PMC8474961.xml	Phylogeny, Sequence assembly, Mapping
FACT-seq	fact-seq	34534335.0	PMC8643707	fulltexts/PMC8643707.xml	Epigenetics, PCR experiment, Gene expression, Oncology, Gene transcripts
FiCoS	ficos	34499658.0	PMC8476010	fulltexts/PMC8476010.xml	Mathematics, Molecular interactions, pathways and networks, Molecular dynamics, Enzymes, Metabolomics
FilterFFPE	filterffpe	34553214.0	PMC8458033	fulltexts/PMC8458033.xml	Sequencing, Structural variation, Sample collections
FPADMET	fpadmet	34583740.0	PMC8479898	fulltexts/PMC8479898.xml	Machine learning, Drug metabolism, Endocrinology and metabolism, Chemistry
FRETraj	fretraj	34478493.0	PMC10186158	fulltexts/PMC10186158.xml	NMR, Molecular dynamics, Functional, regulatory and non-coding RNA
FunOrder	funorder	34570757.0	PMC8476034	fulltexts/PMC8476034.xml	Proteomics, Phylogenetics, Metabolomics, Model organisms, Mapping
Fuzzle 2.0	fuzzle_2.0	34485385.0	PMC8416435	fulltexts/PMC8416435.xml	Protein folding, stability and design, Protein folds and structural domains, Evolutionary biology, Sequence assembly, Transcription factors and regulatory sites
FXR	fxr	34558825.0	PMC8485886	fulltexts/PMC8485886.xml	ChIP-seq, Molecular interactions, pathways and networks, Endocrinology and metabolism, Small molecules, Transcription factors and regulatory sites
GateMultiplex	gatemultiplex	34560855.0	PMC8461970	fulltexts/PMC8461970.xml	Protein interaction experiment, Agricultural science, Model organisms, Drug discovery, Molecular interactions, pathways and networks
GenNet	gennet	34535759.0	PMC8448759	fulltexts/PMC8448759.xml	Machine learning, Public health and epidemiology, Genotype and phenotype, Molecular interactions, pathways and networks, Population genetics
ggVennDiagram	ggvenndiagram	34557218.0	PMC8452859	fulltexts/PMC8452859.xml	Workflows, Imaging, Data visualisation
GhostiPy	ghostipy	34556557.0	PMC8641918	fulltexts/PMC8641918.xml	Computer science, Workflows, Sequencing
GPEdit	gpedit	34534336.0	PMC8728115	fulltexts/PMC8728115.xml	Pharmacogenomics, Oncology, RNA, GWAS study
gutMGene	gutmgene	34500458.0	PMC8728193	fulltexts/PMC8728193.xml	Metabolomics, Small molecules, Microbial ecology, Metagenomics, Metagenomic sequencing
HFOApp	hfoapp	34544760.0	PMC8503963	fulltexts/PMC8503963.xml	Physiology, Biomarkers, Surgery
HTSQualC	htsqualc	34548573.0	PMC8455540	fulltexts/PMC8455540.xml	Sequencing, Biology, Data quality management
Tangle	tangle	31626666.0	PMC6799900	fulltexts/PMC6799900.xml	Machine learning, Pathology, Sequence analysis
Eagle	eagle_R	34544142.0	PMC8496271	fulltexts/PMC8496271.xml	GWAS study, Mapping, DNA polymorphism, Genotype and phenotype, Zoology
iMul-kSite	imul-ksite	34556767.0	PMC8460736	fulltexts/PMC8460736.xml	Protein modifications, Proteomics, Small molecules, Machine learning, Sequence analysis
IonFlow	ionflow	34562172.0	PMC8464566	fulltexts/PMC8464566.xml	Proteomics experiment, Cell biology, Workflows, Epigenomics, Plant biology
IUSMMT	iusmmt	34464378.0	PMC8437300	fulltexts/PMC8437300.xml	Epigenetics, Oncology, Methylated DNA immunoprecipitation, Gene expression, DNA
CANU	canu		PMC5411767	fulltexts/PMC5411767.xml	Genomics
dockECR	dockecr	34555725.0	PMC8442548	fulltexts/PMC8442548.xml	Molecular modelling, Small molecules, Molecular biology, Compound libraries and screening
DLAB	dlab	34546288.0	PMC8723137	fulltexts/PMC8723137.xml	Immunoproteins and antigens, Molecular modelling, Drug discovery, Biotherapeutics, Immunogenetics
DIMPL	dimpl	34524415.0	PMC8723152	fulltexts/PMC8723152.xml	Functional, regulatory and non-coding RNA, Workflows, Sequence sites, features and motifs
LiteQTL	liteqtl	34499130.0	PMC8664437	fulltexts/PMC8664437.xml	Genotype and phenotype, Gene transcripts, Pure mathematics
LIVECell	livecell	34462594.0	PMC8440198	fulltexts/PMC8440198.xml	Imaging, Cell biology, Workflows, Protein expression, Machine learning
lncExplore	lncexplore	34464437.0	PMC8407485	fulltexts/PMC8407485.xml	Functional, regulatory and non-coding RNA, RNA-Seq, Oncology, Gene transcripts, Gene expression
macrosight	macrosight	34465701.0	PMC8320860	fulltexts/PMC8320860.xml	Cell biology, Imaging, Sequencing, Protein expression
MaRR	marr	34493210.0	PMC8424977	fulltexts/PMC8424977.xml	Metabolomics, Proteomics experiment, Small molecules, Microarray experiment, Public health and epidemiology
MEDI-2	medi-2	34556781.0	PMC8460636	fulltexts/PMC8460636.xml	Natural language processing, Ontology and terminology, Medicine, Genotype and phenotype, Medical informatics
MedProDB	medprodb	34527190.0	PMC8342855	fulltexts/PMC8342855.xml	Gene expression, Protein modifications, Model organisms, Plant biology, Oncology
MeiosisOnline	meiosisonline	34485275.0	PMC8415030	fulltexts/PMC8415030.xml	Gene expression, Literature and language, Protein interactions, Data submission, annotation and curation, Model organisms
MetaFunPrimer	metafunprimer	34546069.0	PMC8547451	fulltexts/PMC8547451.xml	Probes and primers, PCR experiment, Metagenomics, Sequencing, Gene expression
MetaPlatanus	metaplatanus	34570223.0	PMC8682757	fulltexts/PMC8682757.xml	Metagenomics, Sequence assembly, Metagenomic sequencing, Mapping
MinoTour	minotour	34791062.0	PMC8796371	fulltexts/PMC8796371.xml	Metagenomics, Sequencing, Imaging, Workflows
miRNATissueAtlas2	mirnatissueatlas2	34570238.0	PMC8728130	fulltexts/PMC8728130.xml	Functional, regulatory and non-coding RNA, Transcriptomics, Physiology, Pathology, Model organisms
MODB	modb	34510194.0	PMC8435058	fulltexts/PMC8435058.xml	Phylogenetics, Model organisms, Biological databases, Zoology
MONTI	monti	34567063.0	PMC8461247	fulltexts/PMC8461247.xml	Oncology, Genotype and phenotype, Functional, regulatory and non-coding RNA, Gene transcripts, Gene expression
MOrgAna	morgana	34494114.0	PMC8451065	fulltexts/PMC8451065.xml	Machine learning, Imaging, Genotype and phenotype, Developmental biology
motif_prob	motif_prob	34537012.0	PMC8449872	fulltexts/PMC8449872.xml	Sequence sites, features and motifs, Gene expression, Sequence analysis, Statistics and probability, Bioinformatics
ChroMo	ichromo	34440781.0	PMC8392469	fulltexts/PMC8392469.xml	DNA, Imaging, Model organisms, Data mining, Sequence sites, features and motifs
DIANA-miTED	diana-mited	34469540.0	PMC8728140	fulltexts/PMC8728140.xml	Functional, regulatory and non-coding RNA, RNA-Seq, Oncology, Protein expression, Gene expression
DI2	di2	34496758.0	PMC8425008	fulltexts/PMC8425008.xml	Data mining, Statistics and probability, Taxonomy
Anecdata	anecdata	34541525.0	PMC8444998	fulltexts/PMC8444998.xml	Data security, Ecology, Biomedical science
DeepComplex	deepcomplex	34497831.0	PMC8419425	fulltexts/PMC8419425.xml	Protein interactions, Structure prediction, Protein structure analysis, NMR, X-ray diffraction
Deep GONet	deep_gonet	34551707.0	PMC8456586	fulltexts/PMC8456586.xml	Personalised medicine, Machine learning, Oncology, Gene expression, Genotype and phenotype
MTA	mta	34525957.0	PMC8442444	fulltexts/PMC8442444.xml	Microbial ecology, Phylogenetics, Genotype and phenotype, Taxonomy, Zoology
multiMarker	multimarker	34583648.0	PMC8480054	fulltexts/PMC8480054.xml	Biomarkers, Metabolomics, Nutritional science
MuWU	muwu	34586393.0	PMC8756183	fulltexts/PMC8756183.xml	Genetic variation, Mobile genetic elements, Workflows, Plant biology, Genotype and phenotype
MyoData	myodata	34527188.0	PMC8342900	fulltexts/PMC8342900.xml	Functional, regulatory and non-coding RNA, Molecular interactions, pathways and networks, Gene transcripts, Model organisms, Gene expression
CTR-DB	ctr-db	34570230.0	PMC8728209	fulltexts/PMC8728209.xml	Oncology, Pharmacogenomics, Transcriptomics, Biomarkers, Drug discovery
CSCD2	cscd2	34551437.0	PMC8728299	fulltexts/PMC8728299.xml	Functional, regulatory and non-coding RNA, Oncology, Gene transcripts, RNA-Seq, RNA immunoprecipitation
Naomi	naomi	34546657.0	PMC8454682	fulltexts/PMC8454682.xml	Statistics and probability, Biomarkers, Infectious disease, Gynaecology and obstetrics
Compendium of protein lysine acetylation (CPLA)	cpla	21059677.0	PMC3013790	fulltexts/PMC3013790.xml	Proteins, Protein modifications, Epigenetics, Protein interactions
Compendium of protein lysine acetylation (CPLA)	cpla	34581824.0	PMC8728254	fulltexts/PMC8728254.xml	Proteins, Protein modifications, Epigenetics, Protein interactions
ncDLRES	ncdlres	34544356.0	PMC8451086	fulltexts/PMC8451086.xml	Functional, regulatory and non-coding RNA, Gene transcripts, Structure prediction, Machine learning, Gene expression
NDEx	ndex	34570431.0	PMC8544027	fulltexts/PMC8544027.xml	Molecular interactions, pathways and networks, Workflows, Systems biology, Medicine
CovPDB	covpdb	34581813.0	PMC8728183	fulltexts/PMC8728183.xml	Molecular interactions, pathways and networks, Drug discovery, Small molecules, Protein folding, stability and design, Molecular modelling
COVIDium	covidium	34585731.0	PMC8500058	fulltexts/PMC8500058.xml	Protein interactions, Protein expression, Respiratory medicine, Public health and epidemiology, Literature and language
COVID19db	covid19db	34554255.0	PMC8728200	fulltexts/PMC8728200.xml	Drug discovery, Small molecules, Transcriptomics, Pathology, Proteomics
Conifer	conifer	34461827.0	PMC8404257	fulltexts/PMC8404257.xml	Genetic variation, Oncology, Phylogeny, Genotype and phenotype, Exome sequencing
CoDaCoRe	codacore	34498030.0	PMC8696089	fulltexts/PMC8696089.xml	Biomarkers, Machine learning, Sequencing, Microbial ecology, Metagenomics
CCMDR	ccmdr	34560862.0	PMC8461864	fulltexts/PMC8461864.xml	Nutritional science, Preclinical and clinical studies, Pathology, Cardiology, Medical informatics
Clinica	clinica	34483871.0	PMC8415107	fulltexts/PMC8415107.xml	Medical imaging, Neurobiology, MRI, Tomography, Machine learning
