name	biotoolsID	pubmedid	pubmedcid	link
SomatoSim	somatosim	33676403	PMC7936459	fulltexts/PMC7936459.xml
Remus	remus-disease	33747049	PMC7978111	fulltexts/PMC7978111.xml
PTEE	ptee	34743696	PMC8573933	fulltexts/PMC8573933.xml
PheneBank	phenebank	34788791	PMC8796364	fulltexts/PMC8796364.xml
PAGEANT	pageant	NA	PMC9023285	fulltexts/PMC9023285.xml
MitoPhen	mitophen	34428295	PMC8464050	fulltexts/PMC8464050.xml
MEYE	meye	34518364	PMC8489024	fulltexts/PMC8489024.xml
MINTIE	mintie	34686194	PMC8532352	fulltexts/PMC8532352.xml
LPDR	lpdr	34208910	PMC8293037	fulltexts/PMC8293037.xml
Laniakea	Laniakea	NA	PMC7136032	fulltexts/PMC7136032.xml
Laniakea	Laniakea	34749633	PMC8574934	fulltexts/PMC8574934.xml
HantaReg	hantareg	34754431	PMC8573013	fulltexts/PMC8573013.xml
Fibromine	fibromine	34741074	PMC8571330	fulltexts/PMC8571330.xml
ExpHunterSuite	exphuntersuite	34301987	PMC8302605	fulltexts/PMC8302605.xml
COVID-19 drug repurposing	covid19-drug-repurposing	33716737	PMC7952300	fulltexts/PMC7952300.xml
locfdr	locfdr	34669738	PMC8559959	fulltexts/PMC8559959.xml
iRGvalid	irgvalid	34422018	PMC8372526	fulltexts/PMC8372526.xml
iscGPS	iscgps	34349778	PMC8326972	fulltexts/PMC8326972.xml
iSUMOK-PseAAC	isumok-pseaac	34430072	PMC8349168	fulltexts/PMC8349168.xml
iwa-miRNA	iwa-mirna	34332120	PMC9801042	fulltexts/PMC9801042.xml
joinet	joinet	34358294	PMC10186156	fulltexts/PMC10186156.xml
JWES	jwes	34370400	PMC8409305	fulltexts/PMC8409305.xml
LiftPose3D	liftpose3d	34354294	PMC7611544	fulltexts/PMC7611544.xml
LinkedImm	linkedimm	34433410	PMC8385794	fulltexts/PMC8385794.xml
LINPS	linps	34415996	PMC8378515	fulltexts/PMC8378515.xml
LipiDisease	lipidisease	34358314	PMC8686672	fulltexts/PMC8686672.xml
Open Targets Genetics	open_targets_genetics	34711957	PMC7611956	fulltexts/PMC7611956.xml
Open Targets Genetics	open_targets_genetics	33045747	PMC7778936	fulltexts/PMC7778936.xml
Llamanade	llamanade	34373858	PMC8351782	fulltexts/PMC8351782.xml
m6A-express	m6a-express	34417605	PMC8599805	fulltexts/PMC8599805.xml
MAAPER	maaper	34376236	PMC8356463	fulltexts/PMC8356463.xml
mapbayr	mapbayr	34342170	PMC8520754	fulltexts/PMC8520754.xml
MERIDA	merida	34352075	PMC8570817	fulltexts/PMC8570817.xml
MFCIS	mfcis	34333519	PMC8325680	fulltexts/PMC8325680.xml
MGT	mgt	34427512	PMC8407458	fulltexts/PMC8407458.xml
HELLO	hello	34391391	PMC8364080	fulltexts/PMC8364080.xml
polyqtlR	polyqtlr	34358315	PMC8570814	fulltexts/PMC8570814.xml
gQuant	gquant	34395380	PMC8355585	fulltexts/PMC8355585.xml
GIANA	giana	34349111	PMC8339063	fulltexts/PMC8339063.xml
MGV	mgv	34448927	PMC8913476	fulltexts/PMC8913476.xml
MitoPhen database	mitophen_database	34428295	PMC8464050	fulltexts/PMC8464050.xml
ModTect	modtect	34348892	PMC8336963	fulltexts/PMC8336963.xml
MPDB 2.0	mpdb_2.0	34362451	PMC8344187	fulltexts/PMC8344187.xml
MSI_mass_spectrometry	msi_mass_spectrometry	34378957	PMC8552640	fulltexts/PMC8552640.xml
MStractor	mstractor	34436433	PMC8398219	fulltexts/PMC8398219.xml
MultiK	multik	34412669	PMC8375188	fulltexts/PMC8375188.xml
ChemDistiller	chemdistiller	NA	PMC9881669	fulltexts/PMC9881669.xml
MR-MSPOLYGRAPH	mr-mspolygraph	NA	PMC3198583	fulltexts/PMC3198583.xml
AssayR	assayr	28850215	PMC5628912	fulltexts/PMC5628912.xml
Homologous Series Detection	homologous_series_detection	NA	PMC5323340	fulltexts/PMC5323340.xml
Calis-p	calis-p	29844191	PMC6004456	fulltexts/PMC6004456.xml
LPPtiger	lpptiger	NA	PMC5680299	fulltexts/PMC5680299.xml
Neopeptide Analyser	neopeptide_analyser	28503667	PMC5428739	fulltexts/PMC5428739.xml
PIXiE	pixie	NA	PMC5860068	fulltexts/PMC5860068.xml
SAINT	saint	NA	PMC3064265	fulltexts/PMC3064265.xml
ProHits	prohits	NA	PMC2957308	fulltexts/PMC2957308.xml
metaX	metax	28327092	PMC5361702	fulltexts/PMC5361702.xml
iPiG	ipig	NA	PMC3514238	fulltexts/PMC3514238.xml
Vonode	vonode	NA	PMC2838866	fulltexts/PMC2838866.xml
ICSCB	icscb	NA	PMC8072026	fulltexts/PMC8072026.xml
GeoPPI	geoppi	34347784	PMC8366979	fulltexts/PMC8366979.xml
geneBasis	genebasis	NA	PMC8650258	fulltexts/PMC8650258.xml
SANTIA	santia	34283328	PMC8292498	fulltexts/PMC8292498.xml
CKD	ckd	34271916	PMC8283951	fulltexts/PMC8283951.xml
CKD	ckd	34217324	PMC8254928	fulltexts/PMC8254928.xml
European Nucleotide Archive (ENA)	ena	27899630	PMC5210577	fulltexts/PMC5210577.xml
European Nucleotide Archive (ENA)	ena	34096994	PMC8344586	fulltexts/PMC8344586.xml
eggNOG-mapper v2	eggnog-mapper-v2	NA	PMC8662613	fulltexts/PMC8662613.xml
SPOTONE	spotone	33019775	PMC7582262	fulltexts/PMC7582262.xml
MENSAdb	mensadb	33822911	PMC8023553	fulltexts/PMC8023553.xml
OR and DXR	or	34621786	PMC8490921	fulltexts/PMC8490921.xml
FaME	fame_aberrations	34429855	PMC8369001	fulltexts/PMC8369001.xml
ExpressHeart	expressheart	34445647	PMC8396223	fulltexts/PMC8396223.xml
ExOrthist	exorthist	34416914	PMC8379844	fulltexts/PMC8379844.xml
EVAtlas	evatlas	34387689	PMC8728297	fulltexts/PMC8728297.xml
DQAstats	dqastats	34433217	PMC8387126	fulltexts/PMC8387126.xml
dbGENVOC	dbgenvoc	34048545	PMC8163239	fulltexts/PMC8163239.xml
Observational Health Data Sciences and Informatics	ohdsi	34560604	PMC8420135	fulltexts/PMC8420135.xml
ZebraShare	zebrashare	33954026	PMC8051354	fulltexts/PMC8051354.xml
Zebra3D	zebra3d	33738079	PMC7933735	fulltexts/PMC7933735.xml
ZEAL	zeal	33772587	PMC10262298	fulltexts/PMC10262298.xml
Y-LineageTracker	y-lineagetracker	33750289	PMC7941695	fulltexts/PMC7941695.xml
X-Entropy	x-entropy	33719418	PMC8154256	fulltexts/PMC8154256.xml
WMFVS	wmfvs	33752597	PMC7986389	fulltexts/PMC7986389.xml
DLFF-ACP	dlff-acp	34414035	PMC8344685	fulltexts/PMC8344685.xml
DiTing	diting	34408730	PMC8367434	fulltexts/PMC8367434.xml
DHRLS	dhrls	34372777	PMC8351363	fulltexts/PMC8351363.xml
wellmap	wellmap	33933133	PMC8088706	fulltexts/PMC8088706.xml
DeepSec	deepsec	34398224	PMC8696095	fulltexts/PMC8696095.xml
webSalvador	websalvador	34016679	PMC8141511	fulltexts/PMC8141511.xml
DeepHistoClass	deephistoclass	34425263	PMC8476775	fulltexts/PMC8476775.xml
DeepGRP	deepgrp	34425870	PMC8381506	fulltexts/PMC8381506.xml
DeepFeature	deepfeature	34368836	PMC8575039	fulltexts/PMC8575039.xml
WASP	wasp-rna	33736596	PMC7977290	fulltexts/PMC7977290.xml
WALTER	walter	33752601	PMC7986547	fulltexts/PMC7986547.xml
waddR	waddr	33792651	PMC8504634	fulltexts/PMC8504634.xml
VisuaLife	visualife	33961033	PMC8136008	fulltexts/PMC8136008.xml
MVsim	mvsim	34373856	PMC8351779	fulltexts/PMC8351779.xml
Nabe	nabe	34389843	PMC8363842	fulltexts/PMC8363842.xml
Cytomorph	pub2tools2021__cytomorph	34343167	PMC8362982	fulltexts/PMC8362982.xml
The Comparative Toxicogenomics Database (CTD)	ctd	20864448	PMC3013756	fulltexts/PMC3013756.xml
The Comparative Toxicogenomics Database (CTD)	ctd	33068428	PMC7779006	fulltexts/PMC7779006.xml
The Comparative Toxicogenomics Database (CTD)	ctd	34458863	PMC8379377	fulltexts/PMC8379377.xml
Crosslink	crosslink_nodes	34335702	PMC8322777	fulltexts/PMC8322777.xml
CpACpP	cpacpp	34368571	PMC8340416	fulltexts/PMC8340416.xml
CPAfold	cpafold	34403419	PMC8396727	fulltexts/PMC8396727.xml
CovidPhy	covidphy	34419470	PMC8376833	fulltexts/PMC8376833.xml
COTAN	cotan	34396096	PMC8356963	fulltexts/PMC8356963.xml
MyHits	myhits	17545200	PMC1933190	fulltexts/PMC1933190.xml
PomBase Motif search	pombase_motif_search	NA	PMC4383888	fulltexts/PMC4383888.xml
NICEdrug.ch	nicedrug.ch	34340747	PMC8331181	fulltexts/PMC8331181.xml
NOREC4DNA	norec4dna	34404355	PMC8371904	fulltexts/PMC8371904.xml
CoSTA	costa	34372758	PMC8351440	fulltexts/PMC8351440.xml
COPLA	copla	34332528	PMC8325299	fulltexts/PMC8325299.xml
Comprior	comprior	34384353	PMC8361636	fulltexts/PMC8361636.xml
Co-AMPpred	co-amppred	34330209	PMC8325260	fulltexts/PMC8325260.xml
CircIMPACT	circimpact	34356060	PMC8308052	fulltexts/PMC8308052.xml
OGFE_RAAC	ogfe_raac	34336861	PMC8323781	fulltexts/PMC8323781.xml
OpenPhi	openphi	34358287	PMC8570784	fulltexts/PMC8570784.xml
SMOG	smog	20525782	PMC2896113	fulltexts/PMC2896113.xml
OPTIMADE	optimade	34385453	PMC8361091	fulltexts/PMC8361091.xml
OrchidBase 4.0	orchidbase_4.0	34384382	PMC8359044	fulltexts/PMC8359044.xml
PanelPRO	panelpro	34406119	PMC8478415	fulltexts/PMC8478415.xml
PathExNET	pathexnet	34429851	PMC8363825	fulltexts/PMC8363825.xml
PCNSL	pcnsl	34422967	PMC8339814	fulltexts/PMC8339814.xml
PHROG	phrog	34377978	PMC8341000	fulltexts/PMC8341000.xml
PhyloFisher	phylofisher	34358228	PMC8345874	fulltexts/PMC8345874.xml
ProteinEvolverABC	proteinevolverabc	34450622	PMC8696103	fulltexts/PMC8696103.xml
purgeR	purger	34406359	PMC8723146	fulltexts/PMC8723146.xml
ChINN	chinn	34399797	PMC8365954	fulltexts/PMC8365954.xml
CHIPIN	chipin	34404353	PMC8371782	fulltexts/PMC8371782.xml
ChemPix	chempix	34447555	PMC8365825	fulltexts/PMC8365825.xml
CellCall	cellcall	34331449	PMC8421219	fulltexts/PMC8421219.xml
CCD2	ccd2	34342272	PMC8329859	fulltexts/PMC8329859.xml
CASPredict	caspredict	34395100	PMC8327967	fulltexts/PMC8327967.xml
CanImmunother	canimmunother	34345532	PMC8288037	fulltexts/PMC8288037.xml
RefRGim	refrgim	34402866	PMC8575030	fulltexts/PMC8575030.xml
RIMS-seq	rims-seq	34417598	PMC8565308	fulltexts/PMC8565308.xml
rootstrap	rootstrap	34387349	PMC9260635	fulltexts/PMC9260635.xml
RSAtrace3D	rsatrace3d	34433428	PMC8390230	fulltexts/PMC8390230.xml
SALT	salt_snp	34433415	PMC8386087	fulltexts/PMC8386087.xml
SCAPTURE	scapture	34376223	PMC8353616	fulltexts/PMC8353616.xml
Searchlight2	searchlight2	34412594	PMC8375142	fulltexts/PMC8375142.xml
SHAPER	shaper	34395533	PMC8355595	fulltexts/PMC8355595.xml
SleepCycles	sleepcycles	34434837	PMC8374325	fulltexts/PMC8374325.xml
SMART-HF	smart-hf	34390311	PMC8497366	fulltexts/PMC8497366.xml
SMDIC	smdic	34368166	PMC8335569	fulltexts/PMC8335569.xml
SnapHiC	snaphic	34446921	PMC8440170	fulltexts/PMC8440170.xml
SOP	sop	34332568	PMC8325813	fulltexts/PMC8325813.xml
SpecHap	spechap	NA	PMC8565328	fulltexts/PMC8565328.xml
STEMI	stemi	34456567	PMC8387320	fulltexts/PMC8387320.xml
STEMI	stemi	34339432	PMC8328310	fulltexts/PMC8328310.xml
Swalo	swalo	34417615	PMC8599790	fulltexts/PMC8599790.xml
TERA-Seq	tera-seq	34428294	PMC8599856	fulltexts/PMC8599856.xml
TIPS	tips.trajectory_inference	34370020	PMC8425418	fulltexts/PMC8425418.xml
TMEscore	tmescore	34376552	PMC8356190	fulltexts/PMC8356190.xml
transformers-sklearn	transformers-sklearn	34330244	PMC8323195	fulltexts/PMC8323195.xml
VisME	visme	33828749	PMC7962676	fulltexts/PMC7962676.xml
VirtualTaste	virtualtaste	33905509	PMC8262722	fulltexts/PMC8262722.xml
Viola	viola	NA	PMC8723148	fulltexts/PMC8723148.xml
ViBiBa	vibiba	34051621	PMC8176360	fulltexts/PMC8176360.xml
VGAELDA	vgaelda	33745450	PMC7983260	fulltexts/PMC7983260.xml
VeTra	vetra	33974009	PMC8545348	fulltexts/PMC8545348.xml
VDPtools	vdptools	33815430	PMC8014032	fulltexts/PMC8014032.xml
vcf2fhir	vcf2fhir	33653260	PMC7923512	fulltexts/PMC7923512.xml
VCF2CAPS	vcf2caps	34014924	PMC8186816	fulltexts/PMC8186816.xml
VaximmutorDB	vaximmutordb	33777032	PMC7994782	fulltexts/PMC7994782.xml
UMI4Cats	umi4cats	34009302	PMC9502148	fulltexts/PMC9502148.xml
UCell	ucell	NA	PMC8271111	fulltexts/PMC8271111.xml
ZWA	zwa	34370725	PMC8376068	fulltexts/PMC8376068.xml
TSSFinder	tssfinder	34050351	PMC8574697	fulltexts/PMC8574697.xml
TRUST4	trust4	33986545	PMC9328942	fulltexts/PMC9328942.xml
Tripal MegaSearch	tripal-megasearch	33900378	PMC8074878	fulltexts/PMC8074878.xml
TraitSimulation.jl	traitsimulation	33941078	PMC8091532	fulltexts/PMC8091532.xml
TrainSel	trainsel	34025720	PMC8138169	fulltexts/PMC8138169.xml
TorchMD	torchmd	33729795	PMC8486166	fulltexts/PMC8486166.xml
Tools4MSP	tools4msp	33816818	PMC7924506	fulltexts/PMC7924506.xml
ToolJig	tooljig	NA	PMC8514239	fulltexts/PMC8514239.xml
TNMplot	tnmplot	33807717	PMC7961455	fulltexts/PMC7961455.xml
TnCentral	tncentral	NA	PMC8546635	fulltexts/PMC8546635.xml
TMP-SSurface2	tmp-ssurface2	33790952	PMC8006303	fulltexts/PMC8006303.xml
TIsigner	tisigner	33744969	PMC8265118	fulltexts/PMC8265118.xml
Tinker-HP	tinker-hp	33755446	PMC8047816	fulltexts/PMC8047816.xml
TimiRGeN	timirgen	33993215	PMC8545325	fulltexts/PMC8545325.xml
tidyseurat	tidyseurat	NA	PMC9502154	fulltexts/PMC9502154.xml
Thunor	thunor	34038546	PMC8265171	fulltexts/PMC8265171.xml
THINGSvision	thingsvision	NA	PMC8494008	fulltexts/PMC8494008.xml
ThermoScan	thermoscan	33842537	PMC8027235	fulltexts/PMC8027235.xml
TGx-DDI	tgx-ddi	33693359	PMC7931968	fulltexts/PMC7931968.xml
TCRGP	tcrgp	33764977	PMC8023491	fulltexts/PMC8023491.xml
Tax4Fun2	tax4fun2	33902725	PMC8067651	fulltexts/PMC8067651.xml
TarDB	tardb	33985427	PMC8120726	fulltexts/PMC8120726.xml
TAPAS	tapas-neuro	NA	PMC8206497	fulltexts/PMC8206497.xml
TANTIGEN 2.0	tantigen-2	33849445	PMC8045306	fulltexts/PMC8045306.xml
BSF-skeleton	bsf-skeleton	34430326	PMC8374653	fulltexts/PMC8374653.xml
Brick-CFCMC	brick-cfcmc	34383501	PMC8385706	fulltexts/PMC8385706.xml
brainlit	brainlit	34456702	PMC8385655	fulltexts/PMC8385655.xml
BNS	bns_framework	34450950	PMC8402265	fulltexts/PMC8402265.xml
BIMS	bims	34415997	PMC8378516	fulltexts/PMC8378516.xml
ARG-SHINE	arg-shine	34377977	PMC8341004	fulltexts/PMC8341004.xml
Anti-Ebola	anti-ebola	34357513	PMC8343361	fulltexts/PMC8343361.xml
AMULET	amulet	34465366	PMC8408950	fulltexts/PMC8408950.xml
AlphaTims	alphatims	34543758	PMC8526765	fulltexts/PMC8526765.xml
AddTag	addtag	34544122	PMC8496238	fulltexts/PMC8496238.xml
ACNPD	acnpd	34497528	PMC8419280	fulltexts/PMC8419280.xml
Amanida	amanida	34406360	PMC8722753	fulltexts/PMC8722753.xml
Amadis	amadis	34335304	PMC8317061	fulltexts/PMC8317061.xml
alfaNET	alfanet	34361108	PMC8348475	fulltexts/PMC8348475.xml
GAFS-8	gafs-8	34376227	PMC8353782	fulltexts/PMC8353782.xml
airpg	airpg	34418956	PMC8379869	fulltexts/PMC8379869.xml
agReg-SNPdb	agreg-snpdb	34440019	PMC8389679	fulltexts/PMC8389679.xml
A-ITR	a-itr	34335111	PMC8324003	fulltexts/PMC8324003.xml
3 aQTL-atlas	3_aqtl-atlas	34432052	PMC8728222	fulltexts/PMC8728222.xml
sORFs	sORFs	26527729	PMC4702841	fulltexts/PMC4702841.xml
sORFs	sORFs	NA	PMC5753181	fulltexts/PMC5753181.xml
PPB	PolyPharmacology_Browser	28270862	PMC5319934	fulltexts/PMC5319934.xml
ReGEO	ReGEO	30649296	PMC6333964	fulltexts/PMC6333964.xml
GenTree	GenTree	30862647	PMC6442393	fulltexts/PMC6442393.xml
HowRU	howru	34291683	PMC8311505	fulltexts/PMC8311505.xml
Honeycomb	honeycomb	34320125	PMC9041958	fulltexts/PMC9041958.xml
ichewieSnake	ichewiesnake	34220740	PMC8244591	fulltexts/PMC8244591.xml
iDACP	idacp	34193950	PMC8245499	fulltexts/PMC8245499.xml
IDOPS	idops	34276598	PMC8279765	fulltexts/PMC8279765.xml
ImputEHR	imputehr	34276792	PMC8283820	fulltexts/PMC8283820.xml
Tamock	tamock	33932979	PMC8088724	fulltexts/PMC8088724.xml
TAILOR-MS	tailor-ms	33797237	PMC8047770	fulltexts/PMC8047770.xml
Taba	taba-statistics	33789571	PMC8011137	fulltexts/PMC8011137.xml
T1TAdb	T1TAdb	NA	PMC8594479	fulltexts/PMC8594479.xml
Sysrev	sysrev	NA	PMC8374944	fulltexts/PMC8374944.xml
SynLeGG	synlegg	33997893	PMC8265155	fulltexts/PMC8265155.xml
SynBiopython	synbiopython	NA	PMC8063678	fulltexts/PMC8063678.xml
svmATAC	svmatac	33889181	PMC8056015	fulltexts/PMC8056015.xml
SVExpress	svexpress	33743584	PMC7981925	fulltexts/PMC7981925.xml
SumGNN	sumgnn	33769494	PMC10060701	fulltexts/PMC10060701.xml
stPlus	stplus	NA	PMC8336594	fulltexts/PMC8336594.xml
stochprofML	stochprofml	33722188	PMC7958472	fulltexts/PMC7958472.xml
STEP3	step3	34042467	PMC8269216	fulltexts/PMC8269216.xml
STAMPR	stampr	NA	PMC8407386	fulltexts/PMC8407386.xml
SSRE	ssre	33647482	PMC8602764	fulltexts/PMC8602764.xml
SSBER	ssber	33990189	PMC8120905	fulltexts/PMC8120905.xml
SPUMONI	spumoni	NA	PMC8237286	fulltexts/PMC8237286.xml
SPRD	sprd	33676410	PMC7937274	fulltexts/PMC7937274.xml
Spatstat	spatstat	33923522	PMC8072547	fulltexts/PMC8072547.xml
Giotto	giotto	33685491	PMC7938609	fulltexts/PMC7938609.xml
Giotto	giotto	33971932	PMC8108367	fulltexts/PMC8108367.xml
SparseDOSSA 2	sparsedossa2	NA	PMC8491899	fulltexts/PMC8491899.xml
sparrpowR	sparrpowr	33736677	PMC7977178	fulltexts/PMC7977178.xml
snpXplorer	snpxplorer-gwas	34048563	PMC8262737	fulltexts/PMC8262737.xml
SNAT	snat	33890853	PMC8064760	fulltexts/PMC8064760.xml
SNARE-CNN	snare-cnn	33816830	PMC7924420	fulltexts/PMC7924420.xml
SMITER	smiter	33799543	PMC8000309	fulltexts/PMC8000309.xml
SMILE	smile	34049495	PMC8161935	fulltexts/PMC8161935.xml
SMALF	smalf	33910505	PMC8082881	fulltexts/PMC8082881.xml
SimPET	simpet	33713354	PMC8252452	fulltexts/PMC8252452.xml
JBrowseR	jbrowser	34196689	PMC8570803	fulltexts/PMC8570803.xml
KG4SL	kg4sl	34252965	PMC8336442	fulltexts/PMC8336442.xml
KAEA	kaea	34238254	PMC8268341	fulltexts/PMC8268341.xml
LDAcov	ldacov	34188865	PMC8216892	fulltexts/PMC8216892.xml
LITT	litt	34235130	PMC8255782	fulltexts/PMC8255782.xml
lme4GS	lme4gs	34220954	PMC8250143	fulltexts/PMC8250143.xml
EndoRex	endorex	34252921	PMC8312264	fulltexts/PMC8312264.xml
lncGSEA	lncgsea	34315441	PMC8314497	fulltexts/PMC8314497.xml
LoRSI	lorsi	34255820	PMC8652036	fulltexts/PMC8652036.xml
MALBoost	malboost	34261498	PMC8278594	fulltexts/PMC8278594.xml
MassSpecBlocks	massspecblocks	34233741	PMC8265115	fulltexts/PMC8265115.xml
MDContactCom	mdcontactcom	34289011	PMC8696114	fulltexts/PMC8696114.xml
MHCVision	mhcvision	34196671	PMC8570816	fulltexts/PMC8570816.xml
hPSCreg	hpscreg	NA	PMC4702942	fulltexts/PMC4702942.xml
hPSCreg	hpscreg	NA	PMC5768986	fulltexts/PMC5768986.xml
hPSCreg	hpscreg	NA	PMC7419703	fulltexts/PMC7419703.xml
MiDAS	midashla	34228721	PMC8284797	fulltexts/PMC8284797.xml
MIIND	miind	34295233	PMC8291130	fulltexts/PMC8291130.xml
MIRRA	mirra	34283163	PMC8271970	fulltexts/PMC8271970.xml
MitoTox	mitotox	34266386	PMC8283953	fulltexts/PMC8283953.xml
MMRRC	mmrrc	34313795	PMC8314026	fulltexts/PMC8314026.xml
MoAble	moable	34252937	PMC8275331	fulltexts/PMC8275331.xml
Molecular Anatomy	molecular_anatomy	34316299	PMC8299179	fulltexts/PMC8299179.xml
MRIES	mries	34194294	PMC8236813	fulltexts/PMC8236813.xml
MS2Planner	ms2planner	34252948	PMC8336448	fulltexts/PMC8336448.xml
MSCFS	mscfs	34271851	PMC8285884	fulltexts/PMC8285884.xml
MultiGWAS	multigwas	34188823	PMC8216910	fulltexts/PMC8216910.xml
MUREN	muren	34320923	PMC8317383	fulltexts/PMC8317383.xml
MyelTracer	myeltracer	34193510	PMC8298095	fulltexts/PMC8298095.xml
Nanoscape	nanoscape	34191720	PMC8245131	fulltexts/PMC8245131.xml
nCV	ncv	34726689	PMC8652017	fulltexts/PMC8652017.xml
neoDL	neodl	34301201	PMC8299600	fulltexts/PMC8299600.xml
Neptune	neptune_genome	34257418	PMC8487966	fulltexts/PMC8487966.xml
NFnetFU	nfnetfu	34216888	PMC8404037	fulltexts/PMC8404037.xml
NNPS	nnps	34303360	PMC8305591	fulltexts/PMC8305591.xml
BioExcel Building Blocks tutorials: Structural DNA helical parameters from MD trajectory	bioexcel_building_blocks_tutorials_structural_dna_helical_parameters_from_md_trajectory	31506435	PMC6736963	fulltexts/PMC6736963.xml
BioExcel Building Blocks tutorials: ABC MD Setup	bioexcel_building_blocks_tutorials_abc_md_setup	31506435	PMC6736963	fulltexts/PMC6736963.xml
BioExcel Building Blocks tutorials: AMBER Constant pH MD setup	bioexcel_building_blocks_tutorials_amber_constant_ph_md_setup	31506435	PMC6736963	fulltexts/PMC6736963.xml
BioExcel Building Blocks tutorials: Protein-Ligand Complex MD Setup (Amber Version)	bioexcel_building_blocks_tutorials_protein-ligand_complex_md_setup_amber_version	31506435	PMC6736963	fulltexts/PMC6736963.xml
BioExcel Building Blocks tutorials: Protein-Ligand Complex MD Setup (Gromacs Version)	bioexcel_building_blocks_tutorials_protein-ligand_complex_md_setup	31506435	PMC6736963	fulltexts/PMC6736963.xml
BioExcel Building Blocks tutorials: Protein MD Setup (Gromacs Version)	bioexcel_building_blocks_tutorials_protein_md_setup	31506435	PMC6736963	fulltexts/PMC6736963.xml
NOD	new_use_old_drugs	34188160	PMC8241987	fulltexts/PMC8241987.xml
OdoriFy	odorify	34265305	PMC8342790	fulltexts/PMC8342790.xml
OncoThreads	oncothreads	34252935	PMC8275328	fulltexts/PMC8275328.xml
OpenHSV	openhsv	34215788	PMC8253769	fulltexts/PMC8253769.xml
outbreak	outbreak	34238385	PMC8264965	fulltexts/PMC8264965.xml
OWAS	owas	34260700	PMC8665759	fulltexts/PMC8665759.xml
PDBeCIF	pdbecif	34301175	PMC8299628	fulltexts/PMC8299628.xml
pdCSM-cancer	pdcsm-cancer	34213323	PMC8317153	fulltexts/PMC8317153.xml
SGI	sgi-id	NA	PMC8723155	fulltexts/PMC8723155.xml
SFRmaker	sfrmaker	33745128	PMC8518817	fulltexts/PMC8518817.xml
Seq2Fun	seq2fun	33731361	PMC8015844	fulltexts/PMC8015844.xml
sepal	sepal	33704427	PMC8428601	fulltexts/PMC8428601.xml
scSO	scso	33787873	PMC8495739	fulltexts/PMC8495739.xml
scSNV	scsnv	33962667	PMC8103760	fulltexts/PMC8103760.xml
scSensitiveGeneDefine	scsensitivegenedefine	33888056	PMC8063398	fulltexts/PMC8063398.xml
scPower	scpower	NA	PMC8595682	fulltexts/PMC8595682.xml
scNET	scnet-genes	33828580	PMC8019823	fulltexts/PMC8019823.xml
scHPL	schpl	33990598	PMC8121839	fulltexts/PMC8121839.xml
SCHISTOX.jl	schistox	33665519	PMC7897994	fulltexts/PMC7897994.xml
scHiCTools	schictools	34003823	PMC8162587	fulltexts/PMC8162587.xml
Sch-net	sch-net	NA	PMC8336375	fulltexts/PMC8336375.xml
SAveRUNNER	saverunner	33757425	PMC7987121	fulltexts/PMC7987121.xml
SAPHIR	saphir	33968376	PMC8078219	fulltexts/PMC8078219.xml
SANgo	sango	33816922	PMC7924704	fulltexts/PMC7924704.xml
SANCDB	sancdb	33952332	PMC8097257	fulltexts/PMC8097257.xml
RWRF	rwrf	33639858	PMC7912853	fulltexts/PMC7912853.xml
Rust Expression Browser	rust-expression-browser	33750297	PMC7941908	fulltexts/PMC7941908.xml
RSEQNORM	rseqnorm	33841507	PMC8024626	fulltexts/PMC8024626.xml
RPGD	rpgd	34022814	PMC8141123	fulltexts/PMC8141123.xml
rPanglaoDB	rpanglaodb	NA	PMC8723139	fulltexts/PMC8723139.xml
R.ROSETTA	rrosetta	33676405	PMC7937228	fulltexts/PMC7937228.xml
ROSeq	roseq	33674351	PMC8015842	fulltexts/PMC8015842.xml
ROB-MEN	rob-men	NA	PMC8609747	fulltexts/PMC8609747.xml
RNAnue	rnanue	34019662	PMC8191800	fulltexts/PMC8191800.xml
RNAMotifContrast	rnamotifcontrast	33693841	PMC8216276	fulltexts/PMC8216276.xml
riboCIRC	ribocirc	33685493	PMC7938571	fulltexts/PMC7938571.xml
RiboA	riboa	33765913	PMC7992832	fulltexts/PMC7992832.xml
RhizoVision Explorer	rhizovision-explorer	NA	PMC8598384	fulltexts/PMC8598384.xml
reval	reval	33982023	PMC8085609	fulltexts/PMC8085609.xml
ResPipe	respipe	33902704	PMC8204541	fulltexts/PMC8204541.xml
Rephine.r	rephiner	34434663	PMC8351571	fulltexts/PMC8351571.xml
RePhine	rephine-drug	33713851	PMC9040019	fulltexts/PMC9040019.xml
RENET2	renet2	NA	PMC8256824	fulltexts/PMC8256824.xml
GrimoireLab	grimoirelab	34307858	PMC8279145	fulltexts/PMC8279145.xml
Green Algorithms	green_algorithms	34194954	PMC8224424	fulltexts/PMC8224424.xml
ReCiter	reciter	33793563	PMC8016248	fulltexts/PMC8016248.xml
re-Searcher	re-searcher	33987016	PMC8101456	fulltexts/PMC8101456.xml
RDP5	rdp5	33936774	PMC8062008	fulltexts/PMC8062008.xml
CytoGPS	CytoGPS	NA	PMC6954647	fulltexts/PMC6954647.xml
RcwlPipelines and Rcwl	rcwlpipelines-rcwl	33772584	PMC8504628	fulltexts/PMC8504628.xml
R-DECO	r-deco	33816879	PMC7924703	fulltexts/PMC7924703.xml
QuASeR	quaser	33844699	PMC8041170	fulltexts/PMC8041170.xml
