PMCID,Sentence,True?,False?,NER_Tags,Topics
PMC11027269,GbyE mainly uses the Kronecker product of the genetic matrix (G) and the environmental matrix (E) as the genotype for subsequent GWAS as a way to distinguish between additive and interactive effects.Fig.,FALSE,FALSE,"(0, 4, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,1The workflow pipeline of GbyE.,FALSE,FALSE,"(26, 30, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,The GbyE contains three main steps.,FALSE,FALSE,"(4, 8, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"Meanwhile, all genotype from HapMap, VCF, BED, and other types were converted to numeric genotype; (Step 2) Generate GbyE phenotype and interactive genotype matrix through the transformation of GbyE.",FALSE,FALSE,"(117, 121, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"In GbyE.GD matrix, the blue characters indicate additive effect, and red ones indicate interactive effect; (Step 3) The MLM and rrBLUP and BGLR were used to perform GWAS and GS",FALSE,FALSE,"(3, 7, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,The workflow pipeline of GbyE.,FALSE,FALSE,"(25, 29, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"This method obtains the mean of phenotypic values under different conditions as the phenotypic values for GWAS analysis, called the Mean value method, Compare the calculation results of GbyE with the additive and interactive effects of the mean method to evaluate the detection power of the GbyE strategy.",FALSE,FALSE,"(186, 190, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"Through the comprehensive analysis of these evaluation indicators, we aim to comprehensively evaluate the statistical power of the GbyE strategy in GWAS and provide a reference for future optimization research.",FALSE,FALSE,"(131, 135, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"To comparison the prediction accuracy of different GS models using GbyE, we performed rrBLUP, Bayesian methods using R packages.",FALSE,FALSE,"(67, 71, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"In order to distinguish the additive and interactive effects in GbyE, we designed two lists of additive and interactive effects in the ""ETA"" of BGLR, and put the additive and interactive effects into the model as two kinships for random objects.",FALSE,FALSE,"(64, 68, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"We also validated the GbyE method using four other Bayesian methods (BayesA, BayesB, BayesCpi, and Bayesian LASSO) in addition to RRB in BGLR.",FALSE,FALSE,"(22, 26, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"Power-FDR plots were used to demonstrate the detection efficiency of GbyE at three genetic correlation and three genetic power levels, with a total of nine different scenarios simulated (from left to right for high and low genetic correlation and from top to bottom for high and low genetic power).",FALSE,FALSE,"(69, 73, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"In order to distinguish whether the effect of improving the detection ability of genome-wide association analysis in GbyE is an additive effect or an effect of environmental interactions, we plotted their Power-FDR curves separately and added the traditional Mean method for comparative analysis.",FALSE,FALSE,"(117, 121, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"2, GbyE algorithm can detect more statistically significant genetic loci with lower FDR under any genetic background.",FALSE,FALSE,"(3, 7, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"2A, B, C), the interactive effect detected more real loci than GbyE under low FDR, but with the continued increase of FDR, GbyE detected more real loci than other groups.",FALSE,FALSE,"(63, 67, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"Under the combination with high heritability, all groups have high statistical power at low FDR, but with the increase of FDR, the statistical effect of GbyE gradually highlights.",FALSE,FALSE,"(153, 157, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"From the analysis of heritability combinations at all levels, the effect of heritability on interactive effect is not obvious, but GbyE always maintains the highest statistical power.",FALSE,FALSE,"(131, 135, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"The average detection power of GWAS in GbyE can be increased by about 20%, and with the decrease of genetic correlation, the effect of GbyE gradually highlights, indicating that the G × E plays a role.Fig.",FALSE,FALSE,"(39, 43, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,Comparing the efficacy of the GbyE algorithm with the conventional mean method in terms of detection power and FDR.,FALSE,FALSE,"(30, 34, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"(1) Inter: Interactive section extracted from GbyE; (2) AddE: Additive section extracted from GbyE; (3) \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$${{\text{h}}}_{{\text{l}}}^{2}$$\end{document}hl2, \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$${{\text{h}}}_{{\text{m}}}^{2}$$\end{document}hm2, \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$${{\text{h}}}_{{\text{g}}}^{2}$$\end{document}hg2: Low, medium, high heritability; (4) \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$${{\text{R}}}_{{\text{l}}}$$\end{document}Rl, \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$${{\text{R}}}_{{\text{m}}}$$\end{document}Rm, \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$${{\text{R}}}_{{\text{l}}}$$\end{document}Rl: where R stands for genetic correlation, represents three levels of low, medium and high",FALSE,FALSE,"(46, 50, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,The output results of GbyE could be understood as resolution of additive and interactive genetic effect.,FALSE,FALSE,"(22, 26, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"Hence, we created a combined Manhattan plots with Mean result from MLM, additive, and interactive results from GbyE.",FALSE,FALSE,"(111, 115, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"3, true marker loci were detected on chromosomes 1, 6 and 9 in Mean, and the same loci were detected on chromosomes 1 and 6 for the additive result in GbyE (the common loci detected jointly by the two results were marked as solid gray lines in the figure).",FALSE,FALSE,"(151, 155, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"Although the additive section in GbyE did not catch the locus on chromosome 9 yet (those p-values of markers did not show above the significance threshold (p-value < 3.23 × 10–6)), it has shown high significance relative to other markers of the same chromosome.",FALSE,FALSE,"(33, 37, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"In the reciprocal effect of GbyE, we detected more significant loci on chromosomes 1, 2, 3 and 10, and these loci were not detected in either of the two previous sections.",FALSE,FALSE,"(28, 32, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"3D) shows that the overall statistical power of the additive section in Mean and GbyE are close, nevertheless, the interactive section in the GbyE provided a bit of inflation.Fig.",FALSE,FALSE,"(81, 85, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,GbyE-inter is the interactive section in GbyE; GbyE-AddE is the additive section in GbyE,FALSE,FALSE,"(0, 4, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,The prediction accuracy of GbyE was significantly higher than the Mean value method by model statistics of rrBLUP in most cases of heritability and genetic correlation (Fig.,FALSE,FALSE,"(27, 31, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"The prediction accuracy of interactive sections in GbyE remains at the same level as in GbyE, and interactive section plays an important role in the model.",FALSE,FALSE,"(51, 55, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"4G), the prediction accuracy of GbyE was slightly higher than the Mean value method, but there was no significant difference overall.",FALSE,FALSE,"(32, 36, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"In addition, we only observed that the prediction accuracy of GbyE was slightly lower than the Mean value method in \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$${{\text{h}}}_{{\text{h}}}^{2}{{\text{R}}}_{{\text{l}}}$$\end{document}hh2Rl (Fig.",FALSE,FALSE,"(62, 66, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"4H), but there was still no significant difference between GbyE and Mean value methods.",FALSE,FALSE,"(59, 63, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"In summary, the GbyE algorithm can improve the accuracy of GS by capturing information on multiple environment or trait effects under the rrBLUP model.Fig.",FALSE,FALSE,"(16, 20, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,The prediction accuracy (pearson's correlation coefficient) of the GbyE algorithm was compared with the tradition al Mean value method in a simulation experiment of genomic selection under the rrBLUP operating environment.,FALSE,FALSE,"(67, 71, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"The overall performance of GbyE under the 'BRR' statistical model based on the BGLR package remained consistent with rrBLUP, maintaining high predictive accuracy in most cases of heritability and genetic relatedness (Fig.",FALSE,FALSE,"(27, 31, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"However, when the heritability is set to low and medium, the difference between the prediction accuracy of GbyE algorithm and Mean value method gradually decreases with the continuous increase of genetic correlation, and there is no statistically significant difference between the two.",FALSE,FALSE,"(107, 111, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,The prediction accuracy of the model by GbyE in \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$${{\text{h}}}_{{\text{h}}}^{2}{{\text{R}}}_{{\text{l}}}$$\end{document}hh2Rl (Fig.,FALSE,FALSE,"(40, 44, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"On the contrary, when the genetic correlation is set to medium, there is no significant difference between GbyE and Mean value method in improving the prediction accuracy of the model, and the overall mean of GbyE is lower than Mean.",FALSE,FALSE,"(107, 111, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"When GbyE has relatively high heritability and low genetic correlation, its prediction accuracy is significantly higher than the mean method, such as \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$${{\text{h}}}_{{\text{m}}}^{2}{{\text{R}}}_{{\text{l}}}$$\end{document}hm2Rl (Fig.",FALSE,FALSE,"(5, 9, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"Therefore, GbyE is more suitable for situations with high heritability and low genetic correlation.",FALSE,FALSE,"(11, 15, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"The GbyE algorithm and Mean value method were combined with five Bayesian algorithms in BGLR for GS analysis, and the computing R script was used for phenotypic simulation test, where heritability and genetic correlation were both set to 0.5.",FALSE,FALSE,"(4, 8, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"The results indicate that among the three Bayesian models of RRB, BayesA, and BayesLASSO, the predictive accuracy of GbyE is significantly higher than that of Mean value method (Fig.",FALSE,FALSE,"(117, 121, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"In contrast, under the Bayesian models of BayesB and BayesCpi, the prediction accuracy of GbyE is lower than that of the Mean value method.",FALSE,FALSE,"(90, 94, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"The GbyE algorithm improves the prediction accuracy of the three Bayesian models BRR, BayesA, and BayesLASSO using information from G × E and increases the prediction accuracy by 9.4%, 9.1%, and 11%, respectively, relative to the Mean value method.",FALSE,FALSE,"(4, 8, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,Where we normalize the prediction accuracy of Mean (the prediction accuracy is all adjusted to 1); the prediction accuracy of GbyE is the increase or decrease value relative to Mean in the same group of models,FALSE,FALSE,"(126, 130, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"The improvement in prediction accuracy by the GbyE algorithm was found to be significantly higher than the Mean value method in single environment deletion, regardless of the combination of heritability and genetic correlation.",FALSE,FALSE,"(46, 50, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"In the case of \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$${{\text{h}}}_{{\text{h}}}^{2}{{\text{R}}}_{{\text{h}}}$$\end{document}hh2Rh, the prediction accuracy of GbyE is higher than 0.5, which is the highest value among all simulated combinations.",FALSE,FALSE,"(388, 392, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"When GbyE estimates the phenotypic values of Environment 1 and Environment 2 separately, its predictive accuracy seems too accurate.",FALSE,FALSE,"(5, 9, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"On the other hand, when the phenotypic values of both environments are missing on the same genotype, the predictive accuracy of GbyE does not show a significant decrease, and even maintains accuracy comparable to that of a single environment missing.",FALSE,FALSE,"(128, 132, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"However, when GbyE estimates Environment 1 and Environment 2 separately, the prediction accuracy significantly decreases compared to when a single environment is missing, and the prediction accuracy of Environment 1 and Environment 2 in \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$${{\text{h}}}_{{\text{l}}}^{2}{{\text{R}}}_{{\text{m}}}$$\end{document}hl2Rm is extremely low (Fig.",FALSE,FALSE,"(14, 18, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"In addition, the prediction accuracy of GbyE is lower than Mean values only in \documentclass[12pt]{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$${{\text{h}}}_{{\text{l}}}^{2}{{\text{R}}}_{{\text{h}}}$$\end{document}hl2Rh, whether it is missing in a single or dual environment.Fig.",FALSE,FALSE,"(40, 44, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"The prediction effect of GbyE was divided into two parts, environment 1 and environment 2, to compare the prediction accuracy of GbyE when predicting these two parts separately.",FALSE,FALSE,"(25, 29, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"In this study, the additive effects in GbyE are essentially equivalent to the detectability of traditional models, the key advantage of GbyE is the interactive section.",FALSE,FALSE,"(39, 43, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"This allows the estimation of additive and interactive genetic effects separately during the analysis, and ultimately the estimated genetic effects for each GbyE genotype (including additive and interactive genetic effect markers) are placed in a t-distribution for p-value calculation, and the significance of each genotype is considered by multiple testing.",FALSE,FALSE,"(157, 161, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,The GbyE also expanded the estimated heritability as generalized heritability which could be explained as the rate between total genetics variance and phenotype variance.,FALSE,FALSE,"(4, 8, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,The genetic correlation among traits in multiple environments is the major immanent cause of GbyE.,FALSE,FALSE,"(93, 97, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"Therefore, the statistical power of the GbyE algorithm did not improve significantly compared with the traditional method (Mean value) when simulating high levels of genetic correlation.",FALSE,FALSE,"(40, 44, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"At this time, GbyE utilizes multiple environments or traits to highlight the statistical power.",FALSE,FALSE,"(14, 18, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"Since the GbyE algorithm obtains additive, environmental, and interactive information by encoding numerical genotypes, it only increases the volume of SNP data and can be applied to any traditional GWAS association statistical model.",FALSE,FALSE,"(10, 14, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"However, this may slightly increase the correlation operation time of the GWAS model, but compared to other multi environment or trait models [28, 29], GbyE only needs to perform a complete traditional GWAS once to obtain the results.",FALSE,FALSE,"(152, 156, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"The model has been able to take into account more biological features and complexity, and therefore the overall improvement of the GbyE algorithm under BGLR is smaller than Mean method.",FALSE,FALSE,"(131, 135, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,GbyE is effective in improving the statistical power of the model under most Bayesian statistical models.,FALSE,FALSE,"(0, 4, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"The overall statistical power of GbyE was significantly higher in missing single environment than in missing double environment, because in the case of missing single environment, GbyE can take full advantage of the information from the phenotype in the second environment.",FALSE,FALSE,"(33, 37, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,And the correlation between two environments can also affect the detectability of the GbyE algorithm in different ways.,FALSE,FALSE,"(86, 90, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"On the one hand, a high correlation between two environments can improve the predictive accuracy of the GbyE algorithm by using the information from one environment to predict the breeding values in the other environment, even if there is only few relationship with that environment [37, 38].",FALSE,FALSE,"(104, 108, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"On the other hand, when two environments are extremely uncorrelated, GbyE algorithm trained in one environment may not export well to another environment, which may lead to a decrease in prediction accuracy [39].",FALSE,FALSE,"(69, 73, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"In the testing, we found that when the GbyE algorithm uses a GS model trained in one environment and tested in another environment, the high correlation between environments may result to the model capturing similarities between environments unrelated to G × E information [40].",FALSE,FALSE,"(39, 43, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"However, when estimating the breeding values for each environment separately, GbyE still made effective predictions using the genotypes in that environment and maintained high prediction accuracy.",FALSE,FALSE,"(78, 82, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"The correlation between the two environments may have both positive and negative effects on the detectability of the GbyE, so it is important to carefully consider the relationship between the two environments in subsequent in development and testing.",FALSE,FALSE,"(117, 121, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,A key advantage of the GbyE algorithm is that it can be applied to almost all current genome-wide association and prediction.,FALSE,FALSE,"(23, 27, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"However, the focus of GbyE is still on estimating additive and interactive effects separately, so that it is easy to determine which portion of the is playing a role in the computational estimation..",FALSE,FALSE,"(22, 26, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,The GbyE algorithm may have implications for the design of future GS studies.,FALSE,FALSE,"(4, 8, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"GbyE can simulate the effects of gene-environment interactions by building genotype files for multiple environments or multiple traits, normalizing the effects of multiple environments and multiple traits on marker effects.",FALSE,FALSE,"(0, 4, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11027269,"The GbyE source code, demo script, and demo data are freely available on the GitHub website (https://github.com/liu-xinrui/GbyE).",FALSE,FALSE,"(4, 8, 'GbyE', 'gbye')","GWAS study, Genotype and phenotype, Metagenomics, Genetic variation, Molecular interactions, pathways and networks"
PMC11039349,"To bridge this gap, we introduce RBProkCNN, a novel machine learning-driven computational model meticulously designed for the accurate prediction of prokaryotic RBPs.",FALSE,FALSE,"(33, 42, 'RBProkCNN', 'rbprokcnn')","Gene transcripts, Machine learning, Model organisms"
PMC11039349,"By leveraging a convolutional neural network (CNN) and evolutionarily significant features selected through extreme gradient boosting variable importance measure, RBProkCNN achieved the highest accuracy in five-fold cross-validation, yielding 98.04% auROC and 98.19% auPRC.",FALSE,FALSE,"(163, 172, 'RBProkCNN', 'rbprokcnn')","Gene transcripts, Machine learning, Model organisms"
PMC11039349,"Furthermore, RBProkCNN demonstrated robust performance with an independent dataset, showcasing a commendable 95.77% auROC and 95.78% auPRC.",FALSE,FALSE,"(13, 22, 'RBProkCNN', 'rbprokcnn')","Gene transcripts, Machine learning, Model organisms"
PMC11039349,"RBProkCNN is available as an online prediction tool (https://iasri-sg.icar.gov.in/rbprokcnn/), offering free access to interested users.",FALSE,FALSE,"(0, 9, 'RBProkCNN', 'rbprokcnn')","Gene transcripts, Machine learning, Model organisms"
PMC11039349,"•Prokaryotic RBPs are essential for post-transcriptional regulation, mRNA stability, and adaptation to diverse environmental conditions in prokaryotes.•Existing generic computational methods are less accurate for predicting prokaryotic-specific RBPs.•A novel computational model, RBProkCNN is introduced to predict prokaryotic RBPs with higher accuracy.•RBProkCNN achieved higher accuracy than several existing models.•The developed prediction server is freely accessible at https://iasri-sg.icar.gov.in/rbprokcnn/.",FALSE,FALSE,"(280, 289, 'RBProkCNN', 'rbprokcnn')","Gene transcripts, Machine learning, Model organisms"
PMC11039349,"A novel computational model, RBProkCNN is introduced to predict prokaryotic RBPs with higher accuracy.",FALSE,FALSE,"(29, 38, 'RBProkCNN', 'rbprokcnn')","Gene transcripts, Machine learning, Model organisms"
PMC11039349,RBProkCNN achieved higher accuracy than several existing models.,FALSE,FALSE,"(0, 9, 'RBProkCNN', 'rbprokcnn')","Gene transcripts, Machine learning, Model organisms"
PMC11039349,"Here, we proposed a new computational model, RBProkCNN, designed explicitly for predicting prokaryote-specific RBPs.",FALSE,FALSE,"(45, 54, 'RBProkCNN', 'rbprokcnn')","Gene transcripts, Machine learning, Model organisms"
